Node label	Node label ORF	Domain (predominant)	Neighborhood score [max=1, min=0] (predominant)	Total number of enriched domains	Number of enriched attributes per domain
YER085C	YER085C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR019C	YHR019C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR153W	YGR153W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR049C	YJR049C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR131C	YDR131C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR268C	YGR268C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL130W	YDL130W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR141C	YHR141C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR137W	YHR137W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL186W	YJL186W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL041W	YKL041W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR250W	YBR250W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR187C	YGR187C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL008C	YKL008C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR057W	YDR057W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER048C	YER048C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR026C	YDR026C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR284W	YBR284W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL024W	YHL024W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL073W	YJL073W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL074C	YDL074C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR090W	YGR090W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML066C	YML066C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL182W	YDL182W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR065C	YGR065C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR061C	YGR061C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR121W	YJR121W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML109W	YML109W	1	0.324	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL054W	YCL054W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL198W	YGL198W	2	0.484	1	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL031W	YIL031W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR009C	YKR009C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML043C	YML043C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL040W	YCL040W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR279C	YGR279C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR152C	YLR152C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL203C	YGL203C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR010W	YMR010W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR224W	YLR224W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR257C	YMR257C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL200C	YDL200C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR151C	YDR151C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR377C	YLR377C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL050C	YEL050C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR021W	YFR021W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR145C	YMR145C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR449W	YLR449W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR060W	YCR060W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL166W	YJL166W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL167W	YJL167W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL117W	YKL117W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR105W	YCR105W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL004W	YFL004W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL138C	YIL138C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL223C	YDL223C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR326C	YDR326C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR189W	YMR189W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL205W	YGL205W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL256W	YGL256W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR011C	YFR011C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR182W	YHR182W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR118W	YDR118W	14	0.652	3	0,0,0,0,0,0,0,0,0,11,0,0,17,3,0,0
YGL164C	YGL164C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR197C	YBR197C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL224C	YDL224C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR081C	YGR081C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR147W	YBR147W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL017C	YIL017C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR170C	YLR170C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR451W	YLR451W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR140W	YMR140W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR016W	YCR016W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER091C-A	YER091C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL133W	YGL133W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR058C	YLR058C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR433C	YLR433C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR269W	YMR269W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR531W	YDR531W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR414C	YLR414C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL191W	YKL191W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR084C	YLR084C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR006C	YMR006C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL132C	YKL132C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL185W	YKL185W	15	0.741	2	0,0,0,0,0,0,0,0,0,0,0,0,4,56,0,0
YGR040W	YGR040W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR016W	YIR016W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL153C	YJL153C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR406C	YLR406C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER001W	YER001W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL045W	YGL045W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER100W	YER100W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL202W	YGL202W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR028C	YHR028C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR306C	YDR306C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR199W	YGR199W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR056W	YKR056W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL321W	YNL321W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR251W	YDR251W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL064C	YCL064C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR138W	YLR138W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML058W	YML058W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR121C	YMR121C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR023W	YKR023W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL144C	YNL144C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR121C	YLR121C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL034W	YNL034W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL283C	YNL283C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR196W	YLR196W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR214W	YDR214W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR001C	YIR001C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL079C	YJL079C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR281C	YDR281C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL004W	YEL004W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL066W	YEL066W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR278C	YDR278C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL096W	YKL096W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR034C	YFR034C	15	1.000	3	0,0,0,0,0,0,0,0,0,0,0,0,2,84,1,0
YDR152W	YDR152W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL044C	YAL044C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER103W	YER103W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR194C	YGR194C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL089W	YIL089W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL177W	YKL177W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR255W	YMR255W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL089C	YGL089C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR285C	YGR285C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR352W	YLR352W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR435W	YLR435W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR022W	YFR022W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL093W	YNL093W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL082W	YOL082W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL048C	YEL048C	3	0.332	1	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR398C	YLR398C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR169C	YDR169C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR125W	YGR125W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR393W	YLR393W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL290W	YNL290W	14	0.809	2	0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
YDR384C	YDR384C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR047C	YJR047C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL211W	YGL211W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL042W	YHL042W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR072C	YJR072C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR270C	YBR270C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR494W	YDR494W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR273C	YGR273C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR097W	YKR097W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR093C	YLR093C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR145W	YBR145W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR104W	YBR104W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR179C	YDR179C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL047C	YCL047C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR027C	YLR027C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL056W	YNL056W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL188C	YDL188C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR181C	YDR181C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL014W	YJL014W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL065C	YKL065C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR054W	YMR054W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR033W	YBR033W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR013W	YFR013W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL128C	YOL128C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR145W	YGR145W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR069C	YLR069C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR208W	YMR208W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR005C	YDR005C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR529C	YDR529C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL003C	YFL003C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL202W	YNL202W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR003W	YBR003W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR201C	YGR201C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR023C	YMR023C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR226C	YOR226C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR196W	YMR196W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL078C	YJL078C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL134C	YNL134C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML125C	YML125C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR143W	YHR143W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL151C	YKL151C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR013C	YMR013C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR032C	YDR032C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR194C	YLR194C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL059W	YOL059W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL026W	YNL026W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR032C	YOR032C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR134C	YDR134C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR353W	YDR353W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL193W	YNL193W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL181W	YNL181W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL057C	YIL057C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL147C	YOL147C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR240W	YLR240W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL170C	YGL170C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR076W	YBR076W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL216W	YKL216W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL133C-A	YDL133C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL017C	YCL017C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR055W	YDR055W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL018W	YIL018W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR092W	YLR092W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL163C	YNL163C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL135W	YJL135W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL135C	YDL135C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR047W	YDR047W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR202C	YGR202C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL023C	YIL023C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR069W	YKR069W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML112W	YML112W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL144W	YJL144W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR094C	YJR094C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR144C	YHR144C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR122W-A	YMR122W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML105C	YML105C	9	0.427	4	0,2,0,0,0,0,0,3,0,1,0,0,0,3,0,0
YLR353W	YLR353W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL046C	YOL046C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL015C	YFL015C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR041W	YDR041W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR032W	YHR032W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR189C	YLR189C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL001C	YKL001C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL112W	YDL112W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR220W	YOR220W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR381W	YOR381W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR382W	YOR382W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR016C	YLR016C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR294W	YOR294W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL059C	YDL059C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR105W	YGR105W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR108W	YGR108W	14	0.560	1	0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
YNL223W	YNL223W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR324W	YLR324W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL009W	YNL009W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR046C	YDR046C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL245W	YGL245W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR314W	YMR314W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL007C	YHL007C	1	0.355	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR081C	YBR081C	15	0.501	1	0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
YGR252W	YGR252W	1	0.309	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL131C	YIL131C	9	0.573	1	0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
YDR224C	YDR224C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,11,97,0,0
YDR227W	YDR227W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,7,80,0,0
YHR016C	YHR016C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL004C	YGL004C	11	0.841	2	0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0
YIL075C	YIL075C	11	1.000	1	0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
YKL013C	YKL013C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML031W	YML031W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL070C	YGL070C	15	0.847	1	0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
YGR063C	YGR063C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
YHR143W-A	YHR143W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL140W	YJL140W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR187W	YPR187W	15	1.000	3	0,0,0,0,0,0,0,0,0,0,0,0,5,76,1,0
YMR106C	YMR106C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER068W	YER068W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNR052C	YNR052C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR072W	YPR072W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR072W-A	YHR072W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR089C	YHR089C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER029C	YER029C	6	0.580	1	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
YLR148W	YLR148W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR396C	YLR396C	2	0.359	2	3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR231W	YMR231W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL080C	YDL080C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL138C	YOL138C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL148C	YOL148C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR018W	YIR018W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL057W	YCL057W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR442C	YLR442C	15	0.431	2	0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
YNL201C	YNL201C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR407C	YDR407C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
