oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_CC_count	go_CC_intersect_abc
13438	YMR268C	YGR091W	YLR438C-A	p	p	1	nucleus
13439	YMR268C	YJR022W	YBL026W	p	p	1	nucleus
13440	YMR268C	YJR022W	YDR378C	p	p	1	nucleus
13441	YMR268C	YJR022W	YER112W	p	p	1	nucleus
13442	YMR268C	YJR022W	YER146W	p	p	1	nucleus
13443	YMR268C	YJR022W	YLR438C-A	p	p	1	nucleus
13444	YMR268C	YJR022W	YNL147W	p	p	1	nucleus
13445	YMR270C	YCR086W	YFR028C	p	p	2	nucleolus; nucleus
13446	YMR270C	YGL019W	YER148W	p	p	2	nucleolus; nucleus
13447	YMR270C	YJL115W	YER148W	p	p	1	nucleus
13448	YMR272C	YEL054C	YGL013C	tu	tu	1	cytoplasm
13449	YMR272C	YJR044C	YGL013C	tu	tu	1	cytoplasm
13450	YMR272C	YML008C	YHR007C	p	p	3	cytoplasm; endomembrane system; endoplasmic reticulum
13451	YMR273C	YBR133C	YKL101W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13452	YMR273C	YBR133C	YKL101W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
13453	YMR273C	YDL225W	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13454	YMR273C	YDR507C	YBR160W	ku	kd	2	cellular bud; site of polarized growth
13455	YMR273C	YDR507C	YBR160W	ku	ku	2	cellular bud; site of polarized growth
13456	YMR273C	YDR507C	YBR160W	ku	p	2	cellular bud; site of polarized growth
13457	YMR273C	YDR507C	YKL101W	ku	kd	2	cellular bud; site of polarized growth
13458	YMR273C	YDR507C	YKL101W	ku	ku	2	cellular bud; site of polarized growth
13459	YMR273C	YDR507C	YKL101W	ku	p	2	cellular bud; site of polarized growth
13460	YMR273C	YHR107C	YKL101W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13461	YMR273C	YHR107C	YKL101W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
13462	YMR273C	YJR076C	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13463	YMR273C	YJR076C	YKL101W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13464	YMR273C	YKL048C	YBR160W	ku	kd	3	cellular bud; cytoplasm; site of polarized growth
13465	YMR273C	YKL048C	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13466	YMR273C	YKL048C	YBR160W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
13467	YMR273C	YKL048C	YGL190C	p	kd	3	cellular bud; cytoplasm; site of polarized growth
13468	YMR273C	YKL048C	YKL101W	ku	kd	3	cellular bud; cytoplasm; site of polarized growth
13469	YMR273C	YKL048C	YKL101W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13470	YMR273C	YLR371W	YHR030C	ku	ku	2	cellular bud; site of polarized growth
13471	YMR273C	YLR371W	YHR030C	ku	p	2	cellular bud; site of polarized growth
13472	YMR273C	YML109W	YAL016W	p	p	3	cellular bud; cytoplasm; site of polarized growth
13473	YMR273C	YML109W	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13474	YMR273C	YML109W	YDL134C	p	p	1	cytoplasm
13475	YMR273C	YML109W	YGL190C	p	p	3	cellular bud; cytoplasm; site of polarized growth
13476	YMR276W	YBL058W	YDL190C	p	p	1	nucleus
13477	YMR276W	YDL126C	YBL105C	ku	ku	1	nucleus
13478	YMR276W	YDL126C	YDL190C	p	p	1	nucleus
13479	YMR276W	YDL126C	YEL037C	p	p	1	nucleus
13480	YMR276W	YDL126C	YER012W	p	p	1	nucleus
13481	YMR276W	YGL244W	YHR030C	ku	p	1	nucleus
13482	YMR277W	YBR135W	YLL039C	p	p	1	cytoplasm
13483	YMR277W	YBR290W	YLL039C	p	p	1	cytoplasm
13484	YMR277W	YGL244W	YDL140C	p	p	1	nucleus
13485	YMR277W	YKL020C	YLL039C	p	p	1	cytoplasm
13486	YMR277W	YLR015W	YDL140C	p	p	1	nucleus
13487	YMR277W	YLR113W	YDL140C	p	kd	2	cytoplasm; nucleus
13488	YMR277W	YLR113W	YDL140C	p	p	2	cytoplasm; nucleus
13489	YMR280C	YBL058W	YBR049C	tu	tu	1	nucleus
13490	YMR280C	YIL035C	YDR477W	ku	ku	1	nucleus
13491	YMR284W	YBR049C	YDR510W	p	p	1	nucleus
13492	YMR288W	YJL203W	YAL032C	p	p	1	nucleus
13493	YMR288W	YJL203W	YER172C	p	p	1	nucleus
13494	YMR288W	YJL203W	YLL036C	p	p	1	nucleus
13495	YMR288W	YJL203W	YPL213W	p	p	1	nucleus
13496	YMR288W	YLR298C	YPL213W	p	p	1	nucleus
13497	YMR290C	YCL031C	YCR057C	p	p	2	nucleolus; nucleus
13498	YMR290C	YCR057C	YOR310C	p	p	2	nucleolus; nucleus
13499	YMR290C	YDL014W	YGR103W	p	p	2	nucleolus; nucleus
13500	YMR290C	YDL014W	YHR052W	p	p	2	nucleolus; nucleus
13501	YMR290C	YDL014W	YMR229C	p	p	2	nucleolus; nucleus
13502	YMR290C	YDL014W	YOR310C	p	p	2	nucleolus; nucleus
13503	YMR290C	YDL208W	YBR049C	tu	tu	1	nucleus
13504	YMR290C	YDL208W	YMR229C	p	p	2	nucleolus; nucleus
13505	YMR290C	YEL026W	YBR049C	tu	tu	1	nucleus
13506	YMR290C	YEL026W	YOR310C	p	p	2	nucleolus; nucleus
13507	YMR290C	YER006W	YGR103W	p	p	2	nucleolus; nucleus
13508	YMR290C	YER006W	YHR052W	p	p	2	nucleolus; nucleus
13509	YMR290C	YER006W	YHR197W	p	p	1	nucleus
13510	YMR290C	YER006W	YKL009W	p	p	2	nucleolus; nucleus
13511	YMR290C	YER006W	YNL002C	p	p	2	nucleolus; nucleus
13512	YMR290C	YER006W	YPL093W	p	p	2	nucleolus; nucleus
13513	YMR290C	YER006W	YPR016C	p	p	2	nucleolus; nucleus
13514	YMR290C	YER082C	YKL117W	p	p	1	nucleus
13515	YMR290C	YER082C	YOR310C	p	p	2	nucleolus; nucleus
13516	YMR290C	YGR128C	YCR057C	p	p	2	nucleolus; nucleus
13517	YMR290C	YGR128C	YOR310C	p	p	2	nucleolus; nucleus
13518	YMR290C	YHR040W	YBR049C	tu	tu	1	nucleus
13519	YMR290C	YHR196W	YOR310C	p	p	2	nucleolus; nucleus
13520	YMR290C	YIL148W	YBR049C	tu	tu	1	nucleus
13521	YMR290C	YKL009W	YER006W	p	p	2	nucleolus; nucleus
13522	YMR290C	YKL009W	YGR103W	p	p	2	nucleolus; nucleus
13523	YMR290C	YKL009W	YHR052W	p	p	2	nucleolus; nucleus
13524	YMR290C	YKL009W	YHR066W	p	p	2	nucleolus; nucleus
13525	YMR290C	YKL009W	YHR197W	p	p	1	nucleus
13526	YMR290C	YKL009W	YKR081C	p	p	2	nucleolus; nucleus
13527	YMR290C	YKL009W	YNL002C	p	p	2	nucleolus; nucleus
13528	YMR290C	YKL009W	YPL093W	p	p	2	nucleolus; nucleus
13529	YMR290C	YKL009W	YPR016C	p	p	2	nucleolus; nucleus
13530	YMR290C	YKL172W	YGR103W	p	p	2	nucleolus; nucleus
13531	YMR290C	YKL172W	YHR052W	p	p	2	nucleolus; nucleus
13532	YMR290C	YKL172W	YHR066W	p	p	2	nucleolus; nucleus
13533	YMR290C	YKL172W	YKR081C	p	p	2	nucleolus; nucleus
13534	YMR290C	YKL172W	YMR229C	p	p	2	nucleolus; nucleus
13535	YMR290C	YKL172W	YNL002C	p	p	2	nucleolus; nucleus
13536	YMR290C	YLL008W	YGR103W	p	p	2	nucleolus; nucleus
13537	YMR290C	YLL008W	YHR052W	p	p	2	nucleolus; nucleus
13538	YMR290C	YLL008W	YHR066W	p	p	2	nucleolus; nucleus
13539	YMR290C	YLL008W	YPR016C	p	p	2	nucleolus; nucleus
13540	YMR290C	YLR129W	YBR049C	tu	tu	1	nucleus
13541	YMR290C	YLR129W	YCR057C	p	p	2	nucleolus; nucleus
13542	YMR290C	YLR129W	YOR310C	p	p	2	nucleolus; nucleus
13543	YMR290C	YLR197W	YBR049C	tu	tu	1	nucleus
13544	YMR290C	YLR197W	YOR310C	p	p	2	nucleolus; nucleus
13545	YMR290C	YLR275W	YBR049C	tu	tu	1	nucleus
13546	YMR290C	YML043C	YBR049C	tu	tu	1	nucleus
13547	YMR290C	YML093W	YOR310C	p	p	2	nucleolus; nucleus
13548	YMR290C	YMR093W	YOR310C	p	p	2	nucleolus; nucleus
13549	YMR291W	YBR136W	YDR207C	tu	tu	1	nucleus
13550	YMR294W	YEL003W	YPL174C	p	p	1	cytoplasm
13551	YMR294W	YLR200W	YPL174C	p	p	1	cytoplasm
13552	YMR294W	YML094W	YPL174C	p	p	1	cytoplasm
13553	YMR295C	YBR200W	YJL095W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13554	YMR295C	YBR200W	YJL095W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
13555	YMR295C	YBR200W	YJL187C	ku	ku	2	cellular bud; site of polarized growth
13556	YMR295C	YBR200W	YNL298W	ku	ku	2	cellular bud; cytoplasm
13557	YMR295C	YBR200W	YNL298W	ku	p	2	cellular bud; cytoplasm
13558	YMR295C	YER133W	YHR030C	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13559	YMR295C	YER133W	YJL095W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
13560	YMR296C	YBR058C-A	YDR062W	p	p	4	cytoplasm; endomembrane system; endoplasmic reticulum; membrane
13561	YMR298W	YDR086C	YKR039W	p	p	4	cytoplasm; endomembrane system; endoplasmic reticulum; membrane
13562	YMR298W	YGL008C	YKR039W	p	p	2	cytoplasm; membrane
13563	YMR298W	YKL008C	YHL003C	p	p	4	cytoplasm; endomembrane system; endoplasmic reticulum; membrane
13564	YMR299C	YFL037W	YKR054C	p	p	2	cytoplasm; cytoskeleton
13565	YMR301C	YCL040W	YJR060W	tu	tu	1	cytoplasm
13566	YMR301C	YGR078C	YJR060W	tu	tu	1	cytoplasm
13567	YMR305C	YGR279C	YHR206W	tu	tu	1	cytoplasm
13568	YMR307W	YBL061C	YHR030C	ku	ku	1	cytoplasm
13569	YMR307W	YBL061C	YJL095W	ku	ku	1	cytoplasm
13570	YMR307W	YBR023C	YHR030C	ku	ku	1	cytoplasm
13571	YMR307W	YBR023C	YJL095W	ku	ku	1	cytoplasm
13572	YMR307W	YBR078W	YLR182W	tu	tu	1	cytoplasm
13573	YMR307W	YBR229C	YHR030C	ku	ku	2	cytoplasm; mitochondrion
13574	YMR307W	YBR260C	YHR030C	ku	ku	1	cytoplasm
13575	YMR307W	YBR260C	YJL095W	ku	ku	1	cytoplasm
13576	YMR307W	YDL006W	YHR030C	ku	ku	2	cytoplasm; nucleus
13577	YMR307W	YDL006W	YJL095W	ku	ku	1	cytoplasm
13578	YMR307W	YDL006W	YJL095W	ku	p	1	cytoplasm
13579	YMR307W	YDL203C	YHR030C	ku	ku	2	cytoplasm; mitochondrion
13580	YMR307W	YDL203C	YJL095W	ku	ku	1	cytoplasm
13581	YMR307W	YDR145W	YLR182W	tu	tu	1	nucleus
13582	YMR307W	YDR162C	YJL095W	ku	ku	1	cytoplasm
13583	YMR307W	YDR162C	YJL095W	ku	p	1	cytoplasm
13584	YMR307W	YER086W	YLR182W	tu	tu	1	cytoplasm
13585	YMR307W	YER111C	YHR030C	ku	ku	1	nucleus
13586	YMR307W	YER111C	YHR030C	ku	p	1	nucleus
13587	YMR307W	YER111C	YLR182W	tu	p	1	nucleus
13588	YMR307W	YER111C	YLR182W	tu	tu	1	nucleus
13589	YMR307W	YGL203C	YAL053W	p	p	2	cytoplasm; endomembrane system
13590	YMR307W	YGR196C	YJL095W	ku	ku	1	cytoplasm
13591	YMR307W	YGR282C	YHR030C	ku	ku	1	cytoplasm
13592	YMR307W	YJL095W	YHR030C	ku	kd	1	cytoplasm
13593	YMR307W	YJL095W	YHR030C	ku	ku	1	cytoplasm
13594	YMR307W	YJL095W	YHR030C	ku	p	1	cytoplasm
13595	YMR307W	YJL158C	YHR030C	ku	ku	1	cytoplasm
13596	YMR307W	YJL158C	YLR182W	tu	tu	1	cytoplasm
13597	YMR307W	YJL159W	YHR030C	ku	ku	1	cytoplasm
13598	YMR307W	YKL096W-A	YLR182W	tu	tu	1	cytoplasm
13599	YMR307W	YKL096W-A	YNL309W	tu	tu	1	cytoplasm
13600	YMR307W	YKL101W	YHR030C	ku	ku	1	cytoplasm
13601	YMR307W	YLR056W	YJL095W	ku	ku	1	cytoplasm
13602	YMR307W	YLR332W	YHR030C	ku	ku	1	cytoplasm
13603	YMR307W	YLR332W	YLR182W	tu	tu	1	cytoplasm
13604	YMR307W	YLR371W	YHR030C	ku	ku	1	nucleus
13605	YMR307W	YLR371W	YHR030C	ku	p	1	nucleus
13606	YMR307W	YLR390W-A	YHR030C	ku	ku	2	cytoplasm; mitochondrion
13607	YMR307W	YMR010W	YNL309W	tu	tu	1	cytoplasm
13608	YMR308C	YAR007C	YNL031C	p	p	1	nucleus
13609	YMR308C	YCR086W	YDR224C	p	p	1	nucleus
13610	YMR308C	YDR002W	YLR293C	p	p	2	cytoplasm; nucleus
13611	YMR308C	YGL097W	YBR010W	p	p	1	nucleus
13612	YMR308C	YGL097W	YDR225W	p	p	1	nucleus
13613	YMR308C	YGL097W	YLR293C	p	p	2	membrane; nucleus
13614	YMR308C	YGL097W	YLR335W	p	p	2	membrane; nucleus
13615	YMR308C	YGL097W	YNL030W	p	p	1	nucleus
13616	YMR308C	YGL097W	YNL031C	p	p	1	nucleus
13617	YMR308C	YGL097W	YOR185C	p	p	2	membrane; nucleus
13618	YMR308C	YIL109C	YKL068W	p	p	1	membrane
13619	YMR308C	YKL112W	YGR119C	p	td	1	nucleus
13620	YMR308C	YKL112W	YLL011W	p	td	1	nucleus
13621	YMR308C	YKL112W	YLR293C	p	td	1	nucleus
13622	YMR308C	YKL112W	YPL012W	p	td	1	nucleus
13623	YMR308C	YLR131C	YML007W	p	td	2	cytoplasm; nucleus
13624	YMR311C	YHR030C	YER133W	p	kd	2	cytoplasm; nucleus
13625	YMR315W	YDR167W	YDR259C	tu	p	1	nucleus
13626	YNL002C	YBR142W	YDL031W	p	p	2	nucleolus; nucleus
13627	YNL002C	YBR142W	YDR060W	p	p	1	nucleus
13628	YNL002C	YBR142W	YLR276C	p	p	2	nucleolus; nucleus
13629	YNL002C	YBR142W	YMR229C	p	p	2	nucleolus; nucleus
13630	YNL002C	YBR142W	YMR290C	p	p	2	nucleolus; nucleus
13631	YNL002C	YBR142W	YOR272W	p	p	2	nucleolus; nucleus
13632	YNL002C	YBR142W	YPL093W	p	p	2	nucleolus; nucleus
13633	YNL002C	YGR103W	YDL031W	p	p	2	nucleolus; nucleus
13634	YNL002C	YGR103W	YDR060W	p	p	1	nucleus
13635	YNL002C	YGR103W	YDR087C	p	p	2	nucleolus; nucleus
13636	YNL002C	YGR103W	YER006W	p	p	2	nucleolus; nucleus
13637	YNL002C	YGR103W	YGL111W	p	p	2	nucleolus; nucleus
13638	YNL002C	YGR103W	YGR245C	p	p	1	nucleus
13639	YNL002C	YGR103W	YHR066W	p	p	2	nucleolus; nucleus
13640	YNL002C	YGR103W	YHR197W	p	p	1	nucleus
13641	YNL002C	YGR103W	YJL122W	p	p	1	nucleus
13642	YNL002C	YGR103W	YKL009W	p	p	2	nucleolus; nucleus
13643	YNL002C	YGR103W	YKL172W	p	p	2	nucleolus; nucleus
13644	YNL002C	YGR103W	YKR081C	p	p	2	nucleolus; nucleus
13645	YNL002C	YGR103W	YMR229C	p	p	2	nucleolus; nucleus
13646	YNL002C	YGR103W	YMR290C	p	p	2	nucleolus; nucleus
13647	YNL002C	YGR103W	YOL077C	p	p	2	nucleolus; nucleus
13648	YNL002C	YGR103W	YOR272W	p	p	2	nucleolus; nucleus
13649	YNL002C	YGR103W	YPL093W	p	p	2	nucleolus; nucleus
13650	YNL002C	YGR103W	YPR016C	p	p	2	nucleolus; nucleus
13651	YNL002C	YHR066W	YDR060W	p	p	1	nucleus
13652	YNL002C	YHR066W	YDR087C	p	p	2	nucleolus; nucleus
13653	YNL002C	YHR066W	YGL111W	p	p	2	nucleolus; nucleus
13654	YNL002C	YHR066W	YGR103W	p	p	2	nucleolus; nucleus
13655	YNL002C	YHR066W	YKL009W	p	p	2	nucleolus; nucleus
13656	YNL002C	YHR066W	YKL172W	p	p	2	nucleolus; nucleus
13657	YNL002C	YHR066W	YKR081C	p	p	2	nucleolus; nucleus
13658	YNL002C	YHR066W	YLR276C	p	p	2	nucleolus; nucleus
13659	YNL002C	YHR066W	YMR229C	p	p	2	nucleolus; nucleus
13660	YNL002C	YHR066W	YMR290C	p	p	2	nucleolus; nucleus
13661	YNL002C	YHR066W	YOL077C	p	p	2	nucleolus; nucleus
13662	YNL002C	YHR066W	YOR272W	p	p	2	nucleolus; nucleus
13663	YNL002C	YHR066W	YPL093W	p	p	2	nucleolus; nucleus
13664	YNL002C	YHR066W	YPR016C	p	p	2	nucleolus; nucleus
13665	YNL002C	YHR066W	YPR143W	p	p	2	nucleolus; nucleus
13666	YNL002C	YKL082C	YHR066W	p	p	2	nucleolus; nucleus
13667	YNL002C	YKL082C	YKL172W	p	p	2	nucleolus; nucleus
13668	YNL002C	YLL008W	YGR103W	p	p	2	nucleolus; nucleus
13669	YNL002C	YLL008W	YHR066W	p	p	2	nucleolus; nucleus
13670	YNL002C	YLL008W	YOL077C	p	p	2	nucleolus; nucleus
13671	YNL002C	YLL008W	YOR272W	p	p	2	nucleolus; nucleus
13672	YNL002C	YLL008W	YPR016C	p	p	2	nucleolus; nucleus
13673	YNL002C	YMR290C	YER006W	p	p	2	nucleolus; nucleus
13674	YNL002C	YMR290C	YGR103W	p	p	2	nucleolus; nucleus
13675	YNL002C	YMR290C	YHR066W	p	p	2	nucleolus; nucleus
13676	YNL002C	YMR290C	YHR197W	p	p	1	nucleus
13677	YNL002C	YMR290C	YKL009W	p	p	2	nucleolus; nucleus
13678	YNL002C	YMR290C	YKR081C	p	p	2	nucleolus; nucleus
13679	YNL002C	YMR290C	YMR229C	p	p	2	nucleolus; nucleus
13680	YNL002C	YMR290C	YPL093W	p	p	2	nucleolus; nucleus
13681	YNL002C	YMR290C	YPR016C	p	p	2	nucleolus; nucleus
13682	YNL004W	YBR136W	YDR138W	p	kd	1	nucleus
13683	YNL004W	YCL011C	YDL084W	p	p	2	cytoplasm; nucleus
13684	YNL004W	YCL011C	YDR138W	p	p	1	nucleus
13685	YNL004W	YCL011C	YDR381W	p	p	1	nucleus
13686	YNL004W	YCL011C	YHR167W	p	p	1	nucleus
13687	YNL004W	YCL011C	YKL139W	ku	ku	1	nucleus
13688	YNL004W	YCL011C	YKL139W	ku	p	1	nucleus
13689	YNL004W	YCL011C	YKL139W	p	ku	1	nucleus
13690	YNL004W	YCL011C	YKL139W	p	p	1	nucleus
13691	YNL004W	YCL011C	YML062C	p	p	1	nucleus
13692	YNL004W	YCL011C	YMR216C	ku	ku	1	cytoplasm
13693	YNL004W	YCL011C	YMR216C	ku	p	1	cytoplasm
13694	YNL004W	YCL011C	YMR216C	p	ku	1	cytoplasm
13695	YNL004W	YCL011C	YMR216C	p	p	1	cytoplasm
13696	YNL004W	YCL011C	YNL139C	p	p	1	nucleus
13697	YNL004W	YCL011C	YNL253W	p	p	1	nucleus
13698	YNL006W	YBR037C	YNL068C	tu	tu	1	cytoplasm
13699	YNL006W	YBR077C	YNL068C	tu	tu	1	cytoplasm
13700	YNL006W	YBR135W	YNL068C	tu	tu	2	cytoplasm; nucleus
13701	YNL006W	YBR170C	YBR049C	tu	tu	1	nucleus
13702	YNL006W	YBR253W	YBR049C	tu	tu	1	nucleus
13703	YNL006W	YCR053W	YKL203C	ku	ku	1	cytoplasm
13704	YNL006W	YCR053W	YKL203C	p	ku	1	cytoplasm
13705	YNL006W	YDR158W	YBR049C	tu	tu	1	nucleus
13706	YNL006W	YDR158W	YGL073W	tu	tu	2	cytoplasm; nucleus
13707	YNL006W	YER052C	YGL073W	tu	tu	1	cytoplasm
13708	YNL006W	YFL022C	YNL068C	tu	tu	1	cytoplasm
13709	YNL006W	YGL008C	YGL073W	tu	tu	1	cytoplasm
13710	YNL006W	YGL008C	YNL068C	tu	tu	1	cytoplasm
13711	YNL006W	YHR030C	YER093C	p	kd	1	cytoplasm
13712	YNL006W	YHR030C	YJR066W	ku	ku	2	cytoplasm; nucleus
13713	YNL006W	YHR030C	YJR066W	p	ku	2	cytoplasm; nucleus
13714	YNL006W	YHR030C	YKL203C	ku	ku	1	cytoplasm
13715	YNL006W	YHR030C	YKL203C	p	ku	1	cytoplasm
13716	YNL006W	YHR146W	YBR049C	tu	tu	1	nucleus
13717	YNL006W	YHR186C	YJR066W	ku	ku	3	cytoplasm; membrane; plasma membrane
13718	YNL006W	YHR186C	YJR066W	ku	p	3	cytoplasm; membrane; plasma membrane
13719	YNL006W	YHR186C	YJR066W	p	ku	3	cytoplasm; membrane; plasma membrane
13720	YNL006W	YHR186C	YJR066W	p	p	3	cytoplasm; membrane; plasma membrane
13721	YNL006W	YHR186C	YPL180W	p	p	3	cytoplasm; membrane; plasma membrane
13722	YNL006W	YIL105C	YJL058C	p	p	3	cytoplasm; membrane; plasma membrane
13723	YNL006W	YIL105C	YKL203C	ku	ku	3	cytoplasm; membrane; plasma membrane
13724	YNL006W	YIL105C	YKL203C	ku	p	3	cytoplasm; membrane; plasma membrane
13725	YNL006W	YIL105C	YKL203C	p	ku	3	cytoplasm; membrane; plasma membrane
13726	YNL006W	YIL105C	YKL203C	p	p	3	cytoplasm; membrane; plasma membrane
13727	YNL006W	YIL105C	YMR068W	p	p	1	cytoplasm
13728	YNL006W	YJL039C	YBR049C	tu	tu	1	nucleus
13729	YNL006W	YJL095W	YKL203C	ku	kd	1	cytoplasm
13730	YNL006W	YJL095W	YKL203C	ku	ku	1	cytoplasm
13731	YNL006W	YJL095W	YKL203C	p	kd	1	cytoplasm
13732	YNL006W	YJL095W	YKL203C	p	ku	1	cytoplasm
13733	YNL006W	YJR066W	YBR049C	tu	tu	1	nucleus
13734	YNL006W	YJR066W	YER093C	p	kd	1	cytoplasm
13735	YNL006W	YJR066W	YHR186C	p	kd	3	cytoplasm; membrane; plasma membrane
13736	YNL006W	YJR066W	YHR186C	p	p	3	cytoplasm; membrane; plasma membrane
13737	YNL006W	YJR066W	YKL203C	ku	kd	3	cytoplasm; membrane; plasma membrane
13738	YNL006W	YJR066W	YKL203C	ku	ku	3	cytoplasm; membrane; plasma membrane
13739	YNL006W	YJR066W	YKL203C	ku	p	3	cytoplasm; membrane; plasma membrane
13740	YNL006W	YJR066W	YKL203C	p	kd	3	cytoplasm; membrane; plasma membrane
13741	YNL006W	YJR066W	YKL203C	p	ku	3	cytoplasm; membrane; plasma membrane
13742	YNL006W	YJR066W	YKL203C	p	p	3	cytoplasm; membrane; plasma membrane
13743	YNL006W	YJR066W	YLR377C	p	p	1	cytoplasm
13744	YNL006W	YJR066W	YLR403W	p	kd	2	cytoplasm; nucleus
13745	YNL006W	YJR066W	YPL180W	p	kd	3	cytoplasm; membrane; plasma membrane
13746	YNL006W	YJR066W	YPL180W	p	p	3	cytoplasm; membrane; plasma membrane
13747	YNL006W	YKL203C	YER093C	p	kd	1	cytoplasm
13748	YNL006W	YKL203C	YER093C	p	p	1	cytoplasm
13749	YNL006W	YKL203C	YJL058C	p	p	3	cytoplasm; membrane; plasma membrane
13750	YNL006W	YKL203C	YJR066W	ku	kd	3	cytoplasm; membrane; plasma membrane
13751	YNL006W	YKL203C	YJR066W	ku	ku	3	cytoplasm; membrane; plasma membrane
13752	YNL006W	YKL203C	YJR066W	ku	p	3	cytoplasm; membrane; plasma membrane
13753	YNL006W	YKL203C	YJR066W	p	kd	3	cytoplasm; membrane; plasma membrane
13754	YNL006W	YKL203C	YJR066W	p	ku	3	cytoplasm; membrane; plasma membrane
13755	YNL006W	YKL203C	YJR066W	p	p	3	cytoplasm; membrane; plasma membrane
13756	YNL006W	YKL203C	YMR068W	p	p	1	cytoplasm
13757	YNL006W	YKL203C	YOL078W	p	kd	3	cytoplasm; membrane; plasma membrane
13758	YNL006W	YKL203C	YOL078W	p	p	3	cytoplasm; membrane; plasma membrane
13759	YNL006W	YML121W	YHR186C	p	p	2	cytoplasm; membrane
13760	YNL006W	YML121W	YJR066W	ku	ku	5	cytoplasm; cytoplasmic vesicle; endomembrane system; membrane; nucleus
13761	YNL006W	YML121W	YJR066W	p	ku	5	cytoplasm; cytoplasmic vesicle; endomembrane system; membrane; nucleus
13762	YNL006W	YML121W	YPL180W	p	p	2	cytoplasm; membrane
13763	YNL006W	YMR257C	YLR403W	p	tu	1	cytoplasm
13764	YNL007C	YDR151C	YBR049C	tu	tu	1	nucleus
13765	YNL007C	YGL219C	YAL005C	p	p	1	cytoplasm
13766	YNL007C	YGR135W	YBR049C	tu	tu	1	nucleus
13767	YNL007C	YJL141C	YGL073W	tu	kd	2	cytoplasm; nucleus
13768	YNL007C	YJL141C	YGL073W	tu	p	2	cytoplasm; nucleus
13769	YNL007C	YJL148W	YBR049C	tu	tu	1	nucleus
13770	YNL007C	YJR127C	YBR049C	tu	tu	1	nucleus
13771	YNL007C	YLR310C	YAL005C	p	p	2	cytoplasm; nucleus
13772	YNL007C	YLR377C	YDR477W	p	ku	1	cytoplasm
13773	YNL008C	YGL151W	YBR049C	tu	tu	1	nucleus
13774	YNL008C	YIL106W	YBR049C	tu	tu	1	nucleus
13775	YNL010W	YGL103W	YNL216W	tu	tu	2	cytoplasm; nucleus
13776	YNL010W	YKL006W	YNL216W	tu	tu	1	cytoplasm
13777	YNL010W	YMR205C	YNL216W	tu	tu	1	cytoplasm
13778	YNL012W	YLR131C	YDR207C	tu	tu	1	nucleus
13779	YNL014W	YER093C	YJR066W	ku	ku	1	cytoplasm
13780	YNL016W	YDR381W	YGL122C	p	p	1	nucleus
13781	YNL016W	YER040W	YNL103W	tu	p	1	nucleus
13782	YNL016W	YER112W	YER111C	tu	tu	1	nucleus
13783	YNL016W	YER112W	YGR162W	p	p	1	cytoplasm
13784	YNL016W	YLR438C-A	YDR146C	tu	tu	2	cytoplasm; nucleus
13785	YNL016W	YLR438C-A	YER111C	tu	tu	1	nucleus
13786	YNL020C	YIL095W	YBL007C	kd	kd	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13787	YNL020C	YIL095W	YBL007C	kd	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13788	YNL020C	YIL095W	YBL007C	p	kd	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13789	YNL020C	YIL095W	YBL007C	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13790	YNL020C	YIL095W	YBL047C	kd	kd	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13791	YNL020C	YIL095W	YBR234C	kd	kd	1	cytoskeleton
13792	YNL020C	YIL095W	YCR088W	kd	kd	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13793	YNL020C	YIL095W	YCR088W	kd	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13794	YNL020C	YIL095W	YCR088W	p	kd	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13795	YNL020C	YIL095W	YCR088W	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
13796	YNL020C	YIL095W	YDR099W	kd	kd	1	cytoplasm
13797	YNL020C	YIL095W	YER155C	kd	kd	3	cell cortex; cytoplasm; site of polarized growth
13798	YNL020C	YIL095W	YGR167W	kd	kd	1	cytoplasm
13799	YNL020C	YIL095W	YGR241C	kd	kd	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
