oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_CC_count	go_CC_intersect_abc
1	YBL023C	YAR007C	YDL056W	tu	tu	1	nucleus
2	YBL023C	YAR007C	YDR510W	p	p	3	chromosome; cytoplasm; nucleus
3	YBL023C	YAR007C	YLR103C	p	p	2	chromosome; nucleus
4	YBL105C	YAL005C	YBR160W	ku	ku	2	cytoplasm; nucleus
5	YBL105C	YAL005C	YBR160W	p	ku	2	cytoplasm; nucleus
6	YBL105C	YAL005C	YER165W	p	p	2	cytoplasm; nucleus
7	YBL105C	YBL004W	YBR049C	tu	tu	1	nucleus
8	YBR049C	YAL034W-A	YMR117C	td	p	1	nucleus
9	YBR049C	YAL034W-A	YPL018W	td	p	1	nucleus
10	YBR085W	YAL005C	YNL216W	tu	tu	1	cytoplasm
11	YBR087W	YBL035C	YOR217W	p	p	1	chromosome
12	YBR095C	YBL105C	YBR049C	tu	tu	1	nucleus
13	YBR101C	YAL005C	YDL229W	p	p	1	cytoplasm
14	YBR101C	YAL005C	YGL073W	tu	tu	1	cytoplasm
15	YBR107C	YAL034W-A	YBR211C	p	p	2	chromosome; nucleus
16	YBR107C	YAL034W-A	YDR254W	p	p	2	chromosome; nucleus
17	YBR107C	YAL034W-A	YGR179C	p	p	2	chromosome; nucleus
18	YBR107C	YAL034W-A	YIR010W	p	p	2	chromosome; nucleus
19	YBR107C	YAL034W-A	YPL018W	p	p	2	chromosome; nucleus
20	YBR107C	YAL034W-A	YPR046W	p	p	2	chromosome; nucleus
21	YBR111W-A	YAR002W	YBR010W	p	p	1	nucleus
22	YBR111W-A	YAR002W	YPL169C	p	p	2	endomembrane system; nucleus
23	YBR133C	YBL031W	YLR113W	ku	ku	1	cytoplasm
24	YBR135W	YAR002W	YBR160W	ku	ku	2	cytoplasm; nucleus
25	YBR135W	YAR002W	YBR160W	ku	p	2	cytoplasm; nucleus
26	YBR135W	YAR002W	YBR160W	p	ku	2	cytoplasm; nucleus
27	YBR135W	YAR002W	YBR160W	p	p	2	cytoplasm; nucleus
28	YBR135W	YAR002W	YLL039C	p	p	1	cytoplasm
29	YBR135W	YBL047C	YLL039C	p	p	1	cytoplasm
30	YBR135W	YBL084C	YBR160W	ku	ku	1	nucleus
31	YBR135W	YBL084C	YBR160W	p	ku	1	nucleus
32	YBR136W	YBL088C	YAR007C	kd	kd	2	cytoplasm; nucleus
33	YBR136W	YBL088C	YAR007C	p	kd	2	cytoplasm; nucleus
34	YBR136W	YBL088C	YDL101C	kd	kd	1	nucleus
35	YBR136W	YBL088C	YDL220C	kd	kd	1	nucleus
36	YBR136W	YBL088C	YDL220C	p	kd	1	nucleus
37	YBR136W	YBL088C	YDR217C	kd	kd	1	nucleus
38	YBR136W	YBL088C	YER095W	kd	kd	1	nucleus
39	YBR136W	YBL088C	YGL175C	kd	kd	2	cytoplasm; nucleus
40	YBR136W	YBL088C	YHR030C	kd	kd	3	cytoplasm; mitochondrion; nucleus
41	YBR136W	YBL088C	YJR060W	kd	kd	3	cytoplasm; mitochondrion; nucleus
42	YBR136W	YBL088C	YMR133W	kd	kd	1	nucleus
43	YBR136W	YBL088C	YNL312W	kd	kd	1	nucleus
44	YBR136W	YBL088C	YNL312W	p	kd	1	nucleus
45	YBR136W	YBL088C	YOR189W	kd	kd	1	nucleus
46	YBR136W	YBL088C	YPL153C	kd	kd	2	cytoplasm; nucleus
47	YBR136W	YBL088C	YPL153C	kd	ku	2	cytoplasm; nucleus
48	YBR136W	YBL088C	YPL153C	ku	kd	2	cytoplasm; nucleus
49	YBR136W	YBL088C	YPL153C	ku	ku	2	cytoplasm; nucleus
50	YBR136W	YBL088C	YPL153C	p	kd	2	cytoplasm; nucleus
51	YBR136W	YBL088C	YPL153C	p	ku	2	cytoplasm; nucleus
52	YBR155W	YAR019C	YPL240C	p	p	1	cytoplasm
53	YBR160W	YAL021C	YER165W	kd	p	2	cytoplasm; nucleus
54	YBR160W	YAL021C	YGL178W	kd	p	1	cytoplasm
55	YBR160W	YAL021C	YGL178W	p	p	1	cytoplasm
56	YBR160W	YAL021C	YOR061W	ku	ku	1	nucleus
57	YBR173C	YBL041W	YDL020C	tu	tu	2	cytoplasm; nucleus
58	YBR173C	YBL041W	YER012W	p	p	2	cytoplasm; nucleus
59	YBR173C	YBL041W	YER094C	p	p	2	cytoplasm; nucleus
60	YBR173C	YBL041W	YGR253C	p	p	2	cytoplasm; nucleus
61	YBR173C	YBL041W	YMR314W	p	p	2	cytoplasm; nucleus
62	YBR173C	YBL041W	YOR157C	p	p	2	cytoplasm; nucleus
63	YBR173C	YBL041W	YPR103W	p	p	2	cytoplasm; nucleus
64	YBR181C	YBR085W	YNL216W	tu	tu	1	cytoplasm
65	YBR189W	YBL027W	YNL216W	tu	tu	1	cytoplasm
66	YBR200W	YBL085W	YAL041W	p	p	3	cellular bud; cytoplasm; site of polarized growth
67	YBR200W	YBL085W	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
68	YBR200W	YBL085W	YBR160W	p	ku	3	cellular bud; cytoplasm; site of polarized growth
69	YBR200W	YBL085W	YHL007C	ku	ku	2	cytoplasm; site of polarized growth
70	YBR200W	YBL085W	YHL007C	ku	p	2	cytoplasm; site of polarized growth
71	YBR200W	YBL085W	YHL007C	p	ku	2	cytoplasm; site of polarized growth
72	YBR200W	YBL085W	YHL007C	p	p	2	cytoplasm; site of polarized growth
73	YBR200W	YBL085W	YLR229C	p	p	3	cellular bud; cytoplasm; site of polarized growth
74	YBR200W	YBL085W	YNL298W	ku	ku	2	cellular bud; cytoplasm
75	YBR200W	YBL085W	YNL298W	p	ku	2	cellular bud; cytoplasm
76	YBR211C	YBR009C	YKL049C	p	p	2	chromosome; nucleus
77	YBR215W	YBR009C	YBL008W	p	p	1	nucleus
78	YBR215W	YBR009C	YBL008W	p	tu	1	nucleus
79	YBR215W	YBR009C	YJL115W	p	p	1	nucleus
80	YBR215W	YBR009C	YOR038C	p	tu	1	nucleus
81	YBR215W	YBR010W	YBL008W	p	p	1	nucleus
82	YBR215W	YBR010W	YBL008W	p	tu	1	nucleus
83	YBR215W	YBR010W	YJL115W	p	p	1	nucleus
84	YBR215W	YBR010W	YOR038C	p	p	1	nucleus
85	YBR215W	YBR010W	YOR038C	p	tu	1	nucleus
86	YBR260C	YBL105C	YHR030C	ku	kd	3	cellular bud; cytoplasm; site of polarized growth
87	YBR260C	YBL105C	YHR030C	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
88	YBR260C	YBL105C	YJL095W	ku	kd	3	cellular bud; cytoplasm; site of polarized growth
89	YBR260C	YBL105C	YJL095W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
90	YBR260C	YBL105C	YJL095W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
91	YBR260C	YBL105C	YOR231W	ku	kd	3	cellular bud; cytoplasm; site of polarized growth
92	YBR260C	YBL105C	YOR231W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
93	YBR289W	YBL021C	YKL109W	p	p	1	nucleus
94	YBR290W	YBL007C	YER125W	p	p	1	cytoplasm
95	YBR290W	YBL007C	YLL039C	p	p	1	cytoplasm
96	YCL010C	YBL052C	YBR010W	p	p	1	nucleus
97	YCL010C	YBL052C	YNL031C	p	p	1	nucleus
98	YCL010C	YBR111W-A	YBR010W	p	p	1	nucleus
99	YCL010C	YBR111W-A	YBR081C	p	p	1	nucleus
100	YCL010C	YBR111W-A	YDR145W	p	p	1	nucleus
101	YCL010C	YBR111W-A	YDR176W	p	p	1	nucleus
102	YCL010C	YBR111W-A	YDR448W	p	p	1	nucleus
103	YCL010C	YBR111W-A	YGL066W	p	p	1	nucleus
104	YCL010C	YBR111W-A	YGL112C	p	p	1	nucleus
105	YCL010C	YBR111W-A	YGR252W	p	p	1	nucleus
106	YCL010C	YBR111W-A	YLR055C	p	p	1	nucleus
107	YCL010C	YBR111W-A	YMR223W	p	p	1	nucleus
108	YCL010C	YBR111W-A	YPL047W	p	p	1	nucleus
109	YCL029C	YBR135W	YBR160W	ku	ku	2	cytoplasm; nucleus
110	YCL029C	YBR135W	YBR160W	ku	p	2	cytoplasm; nucleus
111	YCL029C	YBR135W	YDR510W	p	p	2	cytoplasm; nucleus
112	YCL029C	YBR160W	YJL106W	ku	kd	1	nucleus
113	YCL029C	YBR160W	YJL106W	ku	ku	1	nucleus
114	YCL029C	YBR160W	YLR045C	p	kd	4	cytoplasm; cytoskeleton; microtubule organizing center; nucleus
115	YCL029C	YBR160W	YLR045C	p	p	4	cytoplasm; cytoskeleton; microtubule organizing center; nucleus
116	YCL029C	YBR160W	YPL155C	p	kd	2	cytoplasm; cytoskeleton
117	YCL029C	YBR160W	YPL155C	p	p	2	cytoplasm; cytoskeleton
118	YCL029C	YBR160W	YPL269W	p	kd	5	cytoplasm; cytoskeleton; microtubule organizing center; nucleus; site of polarized growth
119	YCL029C	YBR160W	YPL269W	p	p	5	cytoplasm; cytoskeleton; microtubule organizing center; nucleus; site of polarized growth
120	YCL029C	YBR160W	YPR018W	p	kd	1	nucleus
121	YCL029C	YBR160W	YPR018W	p	p	1	nucleus
122	YCL032W	YBL051C	YPL204W	ku	ku	1	cytoplasm
123	YCL043C	YBL007C	YER125W	p	p	1	cytoplasm
124	YCL061C	YAR002W	YLR113W	ku	ku	1	nucleus
125	YCL061C	YAR002W	YLR113W	p	ku	1	nucleus
126	YCL061C	YAR002W	YNL273W	p	p	1	nucleus
127	YCL061C	YAR002W	YPL153C	ku	ku	1	nucleus
128	YCL061C	YAR002W	YPL153C	p	ku	1	nucleus
129	YCL061C	YAR007C	YBL023C	p	p	2	chromosome; nucleus
130	YCL061C	YAR007C	YBR136W	ku	ku	1	nucleus
131	YCL061C	YAR007C	YBR136W	ku	p	1	nucleus
132	YCL061C	YAR007C	YLR103C	p	p	2	chromosome; nucleus
133	YCL061C	YBL023C	YDR489W	p	p	2	chromosome; nucleus
134	YCL061C	YBL023C	YEL032W	p	p	2	chromosome; nucleus
135	YCL061C	YBL023C	YGL201C	p	p	2	chromosome; nucleus
136	YCL061C	YBL023C	YLR103C	p	p	2	chromosome; nucleus
137	YCL061C	YBL023C	YMR048W	p	p	2	chromosome; nucleus
138	YCL061C	YBL023C	YNL262W	p	p	2	chromosome; nucleus
139	YCL061C	YBL023C	YNL273W	p	p	2	chromosome; nucleus
140	YCL061C	YBL023C	YOR080W	p	p	2	chromosome; nucleus
141	YCL061C	YBL023C	YPR019W	p	p	2	chromosome; nucleus
142	YCL061C	YBR136W	YGL201C	p	kd	1	nucleus
143	YCL061C	YBR136W	YPL153C	ku	kd	1	nucleus
144	YCL061C	YBR136W	YPL153C	ku	ku	1	nucleus
145	YCL061C	YBR136W	YPL153C	ku	p	1	nucleus
146	YCL061C	YBR136W	YPL153C	p	kd	1	nucleus
147	YCL061C	YBR136W	YPL153C	p	ku	1	nucleus
148	YCL061C	YBR136W	YPL153C	p	p	1	nucleus
149	YCL061C	YBR136W	YPR019W	p	kd	1	nucleus
150	YCL061C	YBR202W	YBL023C	p	p	2	chromosome; nucleus
151	YCL061C	YBR202W	YDR489W	p	p	2	chromosome; nucleus
152	YCL061C	YBR202W	YEL032W	p	p	2	chromosome; nucleus
153	YCL061C	YBR202W	YGL201C	p	p	2	chromosome; nucleus
154	YCL061C	YBR202W	YLR103C	p	p	2	chromosome; nucleus
155	YCL061C	YBR202W	YPR019W	p	p	2	chromosome; nucleus
156	YCR002C	YBL061C	YNL233W	p	p	5	cell cortex; cellular bud; cytoplasm; cytoskeleton; site of polarized growth
157	YCR002C	YBR135W	YDR510W	p	p	1	cytoplasm
158	YCR009C	YBR037C	YNL068C	tu	tu	1	cytoplasm
159	YCR009C	YBR160W	YNL068C	tu	kd	1	cytoplasm
160	YCR009C	YBR160W	YNL068C	tu	p	1	cytoplasm
161	YCR009C	YBR234C	YOR181W	p	p	1	cytoskeleton
162	YCR063W	YAL032C	YDL209C	p	p	1	nucleus
163	YCR063W	YAL032C	YER013W	p	p	1	nucleus
164	YCR063W	YAL032C	YLL036C	p	p	1	nucleus
165	YCR063W	YAL032C	YMR213W	p	p	1	nucleus
166	YCR063W	YBR055C	YER172C	p	p	1	nucleus
167	YCR063W	YBR055C	YHR165C	p	p	1	nucleus
168	YCR063W	YBR065C	YDL209C	p	p	1	nucleus
169	YCR063W	YBR065C	YLL036C	p	p	1	nucleus
170	YCR063W	YBR065C	YMR213W	p	p	1	nucleus
171	YCR066W	YBR114W	YDR510W	p	p	1	nucleus
172	YCR077C	YBR135W	YIL131C	tu	tu	2	cytoplasm; nucleus
173	YCR077C	YBR290W	YPL240C	p	p	1	cytoplasm
174	YCR086W	YBL097W	YLR086W	p	p	2	chromosome; nucleus
175	YCR086W	YBR010W	YDR224C	p	p	2	chromosome; nucleus
176	YCR086W	YBR010W	YDR227W	p	p	2	chromosome; nucleus
177	YCR086W	YBR010W	YPR018W	p	p	2	chromosome; nucleus
178	YCR086W	YBR103W	YDR227W	p	p	2	chromosome; nucleus
179	YCR088W	YBL007C	YBR160W	ku	ku	3	cytoplasm; cytoskeleton; site of polarized growth
180	YCR088W	YBL007C	YDR388W	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
181	YCR088W	YBL007C	YFR024C-A	p	p	2	cytoplasm; site of polarized growth
182	YCR088W	YBL007C	YHR016C	p	p	3	cell cortex; cytoplasm; cytoskeleton
183	YCR088W	YBL007C	YIL095W	ku	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
184	YCR088W	YBL007C	YIL095W	ku	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
185	YCR088W	YBL007C	YIL095W	p	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
186	YCR088W	YBL007C	YIL095W	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
187	YCR088W	YBL007C	YNL020C	ku	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
188	YCR088W	YBL007C	YNL020C	ku	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
189	YCR088W	YBL007C	YNL020C	p	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
190	YCR088W	YBL007C	YNL020C	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
191	YCR088W	YBL007C	YNL094W	p	p	3	cell cortex; cytoplasm; cytoskeleton
192	YCR088W	YBL007C	YNL106C	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
193	YCR088W	YBL007C	YOR181W	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
194	YCR088W	YBL007C	YPR171W	p	p	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
195	YCR088W	YBL047C	YIL095W	ku	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
196	YCR088W	YBL047C	YIL095W	p	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
197	YCR088W	YBL047C	YNL020C	ku	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
198	YCR088W	YBL047C	YNL020C	p	ku	4	cell cortex; cytoplasm; cytoskeleton; site of polarized growth
199	YDL006W	YBR133C	YNL298W	p	ku	1	cytoplasm
200	YDL007W	YBR272C	YDL147W	p	p	1	nucleus
201	YDL007W	YBR272C	YDR363W-A	p	p	1	nucleus
202	YDL007W	YBR272C	YFR004W	p	p	1	nucleus
203	YDL007W	YBR272C	YGL004C	p	p	1	nucleus
204	YDL007W	YBR272C	YGL048C	p	p	1	nucleus
205	YDL007W	YBR272C	YGR232W	p	p	1	nucleus
206	YDL007W	YBR272C	YIL075C	p	p	1	nucleus
207	YDL007W	YBR272C	YPR108W	p	p	1	nucleus
208	YDL008W	YBL084C	YDR118W	p	p	1	nucleus
209	YDL008W	YBL084C	YDR260C	p	p	1	nucleus
210	YDL008W	YBL084C	YFR036W	p	p	1	nucleus
211	YDL008W	YBL084C	YGL240W	p	p	1	nucleus
212	YDL008W	YBL084C	YHR166C	p	p	1	nucleus
213	YDL008W	YBL084C	YKL022C	p	p	1	nucleus
214	YDL008W	YBL084C	YLR102C	p	p	1	nucleus
215	YDL008W	YBL084C	YLR127C	p	p	1	nucleus
216	YDL008W	YBL084C	YNL172W	p	p	1	nucleus
217	YDL008W	YBL084C	YOR249C	p	p	1	nucleus
218	YDL017W	YAR007C	YBL023C	kd	p	2	chromosome; nucleus
219	YDL017W	YAR007C	YBL023C	p	p	2	chromosome; nucleus
220	YDL017W	YAR007C	YDL056W	tu	tu	1	nucleus
221	YDL017W	YAR007C	YLR103C	kd	p	2	chromosome; nucleus
222	YDL017W	YBR060C	YBR160W	ku	ku	1	nucleus
223	YDL017W	YBR060C	YBR160W	ku	p	1	nucleus
224	YDL017W	YBR060C	YDR052C	kd	p	2	chromosome; nucleus
225	YDL017W	YBR060C	YDR052C	p	p	2	chromosome; nucleus
226	YDL017W	YBR060C	YNL068C	tu	p	1	nucleus
227	YDL020C	YBL041W	YDL147W	td	p	2	cytoplasm; nucleus
228	YDL020C	YBL041W	YER012W	td	p	2	cytoplasm; nucleus
229	YDL020C	YBL041W	YER094C	td	p	2	cytoplasm; nucleus
230	YDL020C	YBL041W	YFR004W	td	p	2	cytoplasm; nucleus
231	YDL020C	YBL041W	YFR050C	td	p	2	cytoplasm; nucleus
232	YDL020C	YBL041W	YGR253C	td	p	2	cytoplasm; nucleus
233	YDL020C	YBL041W	YMR314W	td	p	2	cytoplasm; nucleus
234	YDL020C	YBL058W	YDL126C	td	p	2	cytoplasm; nucleus
235	YDL020C	YBL058W	YFL044C	td	p	2	cytoplasm; nucleus
236	YDL020C	YBR272C	YDL007W	td	p	1	nucleus
237	YDL020C	YBR272C	YDL097C	td	p	1	cytoplasm
238	YDL020C	YBR272C	YDL147W	td	p	2	cytoplasm; nucleus
239	YDL020C	YBR272C	YDR427W	td	p	2	cytoplasm; nucleus
240	YDL020C	YBR272C	YFR004W	td	p	2	cytoplasm; nucleus
241	YDL020C	YBR272C	YFR052W	p	p	1	cytoplasm
242	YDL020C	YBR272C	YFR052W	td	p	1	cytoplasm
243	YDL020C	YBR272C	YGL048C	td	p	2	cytoplasm; nucleus
244	YDL020C	YBR272C	YIL075C	p	p	2	cytoplasm; nucleus
245	YDL020C	YBR272C	YIL075C	td	p	2	cytoplasm; nucleus
246	YDL020C	YBR272C	YOR259C	td	p	1	nucleus
247	YDL020C	YBR272C	YOR261C	td	p	1	cytoplasm
248	YDL020C	YBR272C	YOR362C	td	p	2	cytoplasm; nucleus
249	YDL020C	YCR024C	YKL117W	td	p	1	cytoplasm
250	YDL028C	YAL019W	YBR160W	ku	ku	1	nucleus
251	YDL028C	YAL019W	YBR160W	ku	p	1	nucleus
252	YDL028C	YBR107C	YIR010W	kd	p	2	chromosome; nucleus
253	YDL028C	YCR065W	YBR160W	ku	ku	1	nucleus
254	YDL028C	YCR065W	YBR160W	ku	p	1	nucleus
255	YDL029W	YBL061C	YHR030C	p	ku	1	cytoplasm
256	YDL029W	YBR015C	YHR030C	p	ku	1	cytoplasm
257	YDL029W	YBR108W	YDR388W	p	p	2	cytoplasm; cytoskeleton
258	YDL029W	YBR234C	YIL062C	p	p	1	cytoskeleton
259	YDL029W	YBR234C	YIL095W	ku	ku	1	cytoskeleton
260	YDL029W	YBR234C	YIL095W	p	ku	1	cytoskeleton
261	YDL029W	YBR234C	YJR065C	p	p	1	cytoskeleton
262	YDL029W	YBR234C	YKL013C	p	p	1	cytoskeleton
263	YDL029W	YBR234C	YKL129C	p	p	1	cytoskeleton
264	YDL029W	YBR234C	YLR337C	p	p	1	cytoskeleton
265	YDL029W	YBR234C	YLR370C	p	p	1	cytoskeleton
266	YDL029W	YBR234C	YMR109W	p	p	1	cytoskeleton
267	YDL029W	YBR234C	YNR035C	p	p	1	cytoskeleton
268	YDL029W	YBR234C	YOR181W	p	p	1	cytoskeleton
269	YDL029W	YBR260C	YHR030C	p	ku	1	cytoplasm
270	YDL029W	YCR009C	YDR388W	p	p	2	cytoplasm; cytoskeleton
271	YDL029W	YCR009C	YOR181W	p	p	2	cytoplasm; cytoskeleton
272	YDL029W	YCR088W	YDR388W	p	p	2	cytoplasm; cytoskeleton
273	YDL029W	YCR088W	YFL039C	p	p	2	cytoplasm; cytoskeleton
274	YDL029W	YCR088W	YIL095W	ku	ku	2	cytoplasm; cytoskeleton
275	YDL029W	YCR088W	YIL095W	ku	p	2	cytoplasm; cytoskeleton
276	YDL029W	YCR088W	YIL095W	p	ku	2	cytoplasm; cytoskeleton
277	YDL029W	YCR088W	YIL095W	p	p	2	cytoplasm; cytoskeleton
278	YDL029W	YCR088W	YJR065C	p	p	2	cytoplasm; cytoskeleton
279	YDL029W	YCR088W	YMR109W	p	p	2	cytoplasm; cytoskeleton
280	YDL029W	YCR088W	YOR181W	p	p	2	cytoplasm; cytoskeleton
281	YDL030W	YBR119W	YLL036C	p	p	1	nucleus
282	YDL030W	YBR119W	YOR308C	p	p	1	nucleus
283	YDL030W	YBR119W	YPL213W	p	p	1	nucleus
284	YDL043C	YBR119W	YKL074C	p	p	1	nucleus
285	YDL043C	YBR119W	YLL036C	p	p	1	nucleus
286	YDL043C	YBR119W	YOR308C	p	p	1	nucleus
287	YDL043C	YBR119W	YPL213W	p	p	1	nucleus
288	YDL064W	YBR098W	YMR001C	ku	p	1	nucleus
289	YDL083C	YBR105C	YNL216W	tu	tu	1	cytoplasm
290	YDL084W	YAR002W	YDR381W	p	p	1	nucleus
291	YDL084W	YCR077C	YIL131C	tu	tu	2	cytoplasm; nucleus
292	YDL087C	YBR119W	YGR013W	p	p	1	nucleus
293	YDL087C	YBR119W	YHR086W	p	p	1	nucleus
294	YDL087C	YBR119W	YPL213W	p	p	1	nucleus
295	YDL088C	YBL079W	YKL068W	p	p	3	endomembrane system; membrane; nucleus
296	YDL088C	YBL079W	YML031W	p	p	3	endomembrane system; membrane; nucleus
297	YDL088C	YBL079W	YMR047C	p	p	3	endomembrane system; membrane; nucleus
298	YDL088C	YBL079W	YMR129W	p	p	3	endomembrane system; membrane; nucleus
299	YDL088C	YBL079W	YMR153W	p	p	3	endomembrane system; membrane; nucleus
300	YDL088C	YBR160W	YJL106W	ku	kd	1	nucleus
301	YDL088C	YBR160W	YJL106W	ku	ku	1	nucleus
302	YDL088C	YBR160W	YMR129W	p	kd	2	endomembrane system; nucleus
303	YDL088C	YBR160W	YMR129W	p	p	2	endomembrane system; nucleus
304	YDL088C	YBR160W	YMR153W	p	kd	2	endomembrane system; nucleus
305	YDL097C	YBR017C	YHL030W	p	p	1	cytoplasm
306	YDL098C	YBL026W	YER172C	p	p	1	nucleus
307	YDL098C	YBR152W	YER172C	p	p	1	nucleus
308	YDL098C	YBR152W	YGR075C	p	p	1	nucleus
309	YDL100C	YBR173C	YDL020C	tu	tu	1	cytoplasm
310	YDL101C	YAR007C	YBL088C	ku	ku	1	nucleus
311	YDL101C	YAR007C	YBR136W	ku	ku	1	nucleus
312	YDL101C	YAR007C	YBR136W	ku	p	1	nucleus
313	YDL101C	YAR007C	YDL056W	tu	tu	1	nucleus
314	YDL101C	YAR007C	YDR510W	p	p	1	nucleus
315	YDL106C	YBR030W	YKL112W	tu	tu	1	nucleus
316	YDL106C	YBR036C	YBR161W	td	p	1	cytoplasm
317	YDL108W	YBR009C	YLR071C	kd	p	1	nucleus
318	YDL108W	YBR253W	YDL140C	kd	p	1	nucleus
319	YDL108W	YBR253W	YDL140C	p	p	1	nucleus
320	YDL108W	YBR253W	YLR071C	kd	p	1	nucleus
321	YDL108W	YBR253W	YPL248C	kd	p	1	nucleus
322	YDL115C	YBR154C	YDL140C	p	p	1	nucleus
323	YDL115C	YBR154C	YIL021W	p	p	1	nucleus
324	YDL115C	YBR154C	YOL005C	p	p	1	nucleus
325	YDL115C	YBR154C	YOR116C	p	p	1	nucleus
326	YDL115C	YBR154C	YOR151C	p	p	1	nucleus
327	YDL117W	YCL032W	YER118C	p	p	1	cytoplasm
328	YDL125C	YBR237W	YBR049C	tu	tu	1	nucleus
329	YDL126C	YAL026C	YNL271C	p	p	2	cytoplasm; membrane
330	YDL126C	YBL058W	YDL020C	tu	tu	2	cytoplasm; nucleus
331	YDL126C	YBL058W	YDL190C	p	p	2	cytoplasm; nucleus
332	YDL126C	YBL058W	YFL044C	p	p	2	cytoplasm; nucleus
333	YDL126C	YBL058W	YKL213C	p	p	2	cytoplasm; nucleus
334	YDL126C	YBR106W	YDR510W	p	p	1	cytoplasm
335	YDL126C	YBR173C	YDL020C	tu	tu	2	cytoplasm; nucleus
336	YDL126C	YBR173C	YER012W	p	p	2	cytoplasm; nucleus
337	YDL126C	YCR053W	YIL030C	p	p	2	cytoplasm; nucleus
338	YDL127W	YBR038W	YHR030C	ku	ku	2	cellular bud; site of polarized growth
339	YDL136W	YBR160W	YDR146C	tu	kd	1	cytoplasm
340	YDL136W	YBR160W	YDR146C	tu	p	1	cytoplasm
341	YDL139C	YBR009C	YKL049C	p	p	2	chromosome; nucleus
342	YDL139C	YBR009C	YNL030W	p	p	2	chromosome; nucleus
343	YDL140C	YAL001C	YGR047C	p	p	2	cytoplasm; nucleus
344	YDL140C	YAL032C	YDR510W	p	p	1	nucleus
345	YDL140C	YBL071W-A	YGR200C	p	p	2	cytoplasm; nucleus
346	YDL140C	YBL071W-A	YLR384C	p	p	2	cytoplasm; nucleus
347	YDL140C	YBR154C	YDR404C	p	p	1	nucleus
348	YDL140C	YBR154C	YER139C	p	p	1	nucleus
349	YDL140C	YBR154C	YGL070C	p	p	1	nucleus
350	YDL140C	YBR154C	YGR005C	p	p	1	nucleus
351	YDL140C	YBR154C	YGR063C	p	p	1	nucleus
352	YDL140C	YBR154C	YGR186W	p	p	1	nucleus
353	YDL140C	YBR154C	YGR200C	p	p	1	nucleus
354	YDL140C	YBR154C	YHR143W-A	p	p	1	nucleus
355	YDL140C	YBR154C	YIL021W	p	p	1	nucleus
356	YDL140C	YBR154C	YJL140W	p	p	1	nucleus
357	YDL140C	YBR154C	YJL168C	p	p	1	nucleus
358	YDL140C	YBR154C	YJR072C	p	p	1	nucleus
359	YDL140C	YBR154C	YLR384C	p	p	1	nucleus
360	YDL140C	YBR154C	YML010W	p	p	1	nucleus
361	YDL140C	YBR154C	YOL005C	p	p	1	nucleus
362	YDL140C	YBR154C	YOR151C	p	p	1	nucleus
363	YDL140C	YBR154C	YOR224C	p	p	1	nucleus
364	YDL140C	YBR154C	YPL129W	p	p	1	nucleus
365	YDL140C	YBR154C	YPR093C	p	p	1	nucleus
366	YDL140C	YBR154C	YPR187W	p	p	1	nucleus
367	YDL145C	YBR080C	YGL137W	p	p	3	Golgi apparatus; cytoplasm; endomembrane system
368	YDL146W	YBR234C	YKL129C	p	p	1	cytoskeleton
369	YDL146W	YBR234C	YMR109W	p	p	1	cytoskeleton
370	YDL147W	YBR017C	YHL030W	p	p	1	cytoplasm
371	YDL147W	YBR080C	YDR427W	p	p	1	cytoplasm
372	YDL147W	YBR080C	YFR004W	p	p	1	cytoplasm
373	YDL148C	YBL079W	YGR128C	p	p	1	nucleus
374	YDL148C	YCL031C	YDR299W	p	p	2	nucleolus; nucleus
375	YDL148C	YCR057C	YDR299W	p	p	2	nucleolus; nucleus
376	YDL148C	YCR057C	YGR128C	p	p	2	nucleolus; nucleus
377	YDL148C	YCR057C	YJR002W	p	p	2	nucleolus; nucleus
378	YDL148C	YCR057C	YOR310C	p	p	2	nucleolus; nucleus
379	YDL148C	YCR057C	YPL217C	p	p	3	cytoplasm; nucleolus; nucleus
380	YDL149W	YCR093W	YAL021C	p	p	1	cytoplasm
381	YDL150W	YBR123C	YGR047C	p	p	1	nucleus
382	YDL150W	YBR154C	YOR116C	p	p	1	nucleus
