oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_MF_count	go_MF_intersect_abc
391	YGL092W	YDL116W	YKR082W	p	p	1	structural molecule activity
392	YGL092W	YDL116W	YLR208W	p	p	1	structural molecule activity
393	YGL092W	YDL116W	YMR047C	p	p	1	structural molecule activity
394	YGL092W	YDR192C	YDL116W	p	p	1	structural molecule activity
395	YGL092W	YDR192C	YGR119C	p	p	1	structural molecule activity
396	YGL092W	YDR192C	YJR042W	p	p	1	structural molecule activity
397	YGL092W	YDR192C	YKL057C	p	p	1	structural molecule activity
398	YGL092W	YDR192C	YKL068W	p	p	1	structural molecule activity
399	YGL092W	YDR192C	YKR082W	p	p	1	structural molecule activity
400	YGL092W	YDR192C	YMR047C	p	p	1	structural molecule activity
401	YGL092W	YDR381W	YPL169C	p	p	1	RNA binding
402	YGL093W	YDR016C	YKR083C	p	p	1	cytoskeletal protein binding
403	YGL093W	YDR201W	YDR130C	p	p	1	cytoskeletal protein binding
404	YGL093W	YDR201W	YKR083C	p	p	1	cytoskeletal protein binding
405	YGL093W	YER018C	YMR117C	p	p	1	structural molecule activity
406	YGL093W	YER018C	YOL069W	p	p	1	structural molecule activity
407	YGL112C	YCR077C	YIL131C	tu	tu	1	chromatin binding
408	YGL112C	YDR167W	YBR081C	p	p	1	structural molecule activity
409	YGL112C	YDR167W	YBR198C	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; structural molecule activity
410	YGL112C	YDR167W	YCR042C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
411	YGL112C	YDR167W	YDR145W	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; structural molecule activity
412	YGL112C	YDR167W	YDR216W	p	p	1	nucleic acid binding transcription factor activity
413	YGL112C	YDR167W	YDR448W	p	p	1	chromatin binding
414	YGL112C	YDR167W	YER148W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
415	YGL112C	YDR167W	YGR274C	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; structural molecule activity
416	YGL112C	YDR167W	YML015C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
417	YGL112C	YDR167W	YML098W	p	p	1	nucleic acid binding transcription factor activity
418	YGL112C	YDR167W	YML114C	p	p	1	nucleic acid binding transcription factor activity
419	YGL112C	YDR167W	YMR005W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
420	YGL112C	YDR167W	YMR223W	p	p	1	structural molecule activity
421	YGL112C	YDR167W	YMR227C	p	p	1	nucleic acid binding transcription factor activity
422	YGL112C	YDR167W	YMR236W	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; structural molecule activity
423	YGL112C	YDR167W	YPL011C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
424	YGL112C	YDR167W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
425	YGL112C	YDR167W	YPL248C	p	p	1	nucleic acid binding transcription factor activity
426	YGL113W	YBL023C	YBR202W	p	p	1	chromatin binding
427	YGL113W	YBL023C	YEL032W	p	p	1	chromatin binding
428	YGL113W	YBL023C	YLR103C	p	p	1	chromatin binding
429	YGL113W	YBL023C	YLR274W	p	p	1	chromatin binding
430	YGL113W	YBR202W	YBL023C	p	p	1	chromatin binding
431	YGL113W	YBR202W	YEL032W	p	p	1	chromatin binding
432	YGL113W	YBR202W	YLR103C	p	p	1	chromatin binding
433	YGL113W	YBR202W	YLR274W	p	p	1	chromatin binding
434	YGL115W	YDR422C	YDR477W	ku	ku	2	kinase activity; transferase activity
435	YGL115W	YDR422C	YDR477W	ku	p	2	kinase activity; transferase activity
436	YGL115W	YDR422C	YDR477W	p	ku	2	kinase activity; transferase activity
437	YGL115W	YDR422C	YDR477W	p	p	2	kinase activity; transferase activity
438	YGL115W	YER129W	YDR477W	ku	kd	2	kinase activity; transferase activity
439	YGL115W	YER129W	YDR477W	ku	ku	2	kinase activity; transferase activity
440	YGL115W	YER129W	YDR477W	ku	p	2	kinase activity; transferase activity
441	YGL115W	YER129W	YDR477W	p	kd	2	kinase activity; transferase activity
442	YGL115W	YER129W	YDR477W	p	ku	2	kinase activity; transferase activity
443	YGL115W	YER129W	YDR477W	p	p	2	kinase activity; transferase activity
444	YGL115W	YER129W	YER027C	p	kd	2	kinase activity; transferase activity
445	YGL115W	YER129W	YGL179C	ku	kd	2	kinase activity; transferase activity
446	YGL115W	YER129W	YGL179C	ku	ku	2	kinase activity; transferase activity
447	YGL115W	YER129W	YIL035C	ku	kd	2	kinase activity; transferase activity
448	YGL115W	YER129W	YIL035C	ku	ku	2	kinase activity; transferase activity
449	YGL115W	YER129W	YIL035C	ku	p	2	kinase activity; transferase activity
450	YGL116W	YBR135W	YPR119W	p	p	1	enzyme regulator activity
451	YGL120C	YDR381W	YGL173C	p	p	1	RNA binding
452	YGL120C	YER172C	YKL173W	p	p	1	hydrolase activity
453	YGL120C	YER172C	YLR424W	p	p	3	ATPase activity; helicase activity; hydrolase activity
454	YGL122C	YCL011C	YDR381W	p	p	1	RNA binding
455	YGL122C	YCL011C	YNL139C	p	p	2	RNA binding; mRNA binding
456	YGL130W	YFL029C	YDL108W	ku	kd	1	transferase activity
457	YGL130W	YFL029C	YDL108W	ku	p	1	transferase activity
458	YGL150C	YFR004W	YEL037C	p	p	1	hydrolase activity
459	YGL155W	YDL090C	YKL019W	p	p	1	transferase activity
460	YGL172W	YDR192C	YDL116W	p	p	1	structural molecule activity
461	YGL172W	YDR192C	YGL092W	p	p	1	structural molecule activity
462	YGL172W	YDR192C	YGR119C	p	p	1	structural molecule activity
463	YGL172W	YDR192C	YJR042W	p	p	1	structural molecule activity
464	YGL172W	YDR192C	YKL057C	p	p	1	structural molecule activity
465	YGL172W	YDR192C	YKR082W	p	p	1	structural molecule activity
466	YGL172W	YDR192C	YMR047C	p	p	1	structural molecule activity
467	YGL190C	YDR052C	YMR001C	ku	ku	1	enzyme regulator activity
468	YGL190C	YDR052C	YMR001C	ku	p	1	enzyme regulator activity
469	YGL201C	YBL023C	YBR202W	p	p	4	ATPase activity; DNA binding; helicase activity; hydrolase activity
470	YGL201C	YBL023C	YEL032W	p	p	4	ATPase activity; DNA binding; helicase activity; hydrolase activity
471	YGL201C	YBL023C	YIL150C	p	p	1	DNA binding
472	YGL201C	YBL023C	YLR103C	p	p	1	DNA binding
473	YGL201C	YBL023C	YPR019W	p	p	4	ATPase activity; DNA binding; helicase activity; hydrolase activity
474	YGL201C	YBR202W	YBL023C	p	p	4	ATPase activity; DNA binding; helicase activity; hydrolase activity
475	YGL201C	YBR202W	YEL032W	p	p	4	ATPase activity; DNA binding; helicase activity; hydrolase activity
476	YGL201C	YBR202W	YIL150C	p	p	1	DNA binding
477	YGL201C	YBR202W	YLR103C	p	p	1	DNA binding
478	YGL201C	YBR202W	YPR019W	p	p	4	ATPase activity; DNA binding; helicase activity; hydrolase activity
479	YGL210W	YER031C	YOR326W	p	p	1	hydrolase activity
480	YGL222C	YDR378C	YOL149W	p	p	1	RNA binding
481	YGL244W	YER148W	YLR418C	p	p	1	transcription factor activity, protein binding
482	YGR003W	YDR054C	YOL133W	p	p	1	transferase activity
483	YGR009C	YAL030W	YDR468C	p	p	1	other
484	YGR009C	YDR164C	YIL068C	p	p	1	other
485	YGR009C	YDR164C	YOR327C	p	p	1	other
486	YGR013W	YDL087C	YHR086W	p	p	1	RNA binding
487	YGR013W	YDL087C	YKL012W	p	p	1	RNA binding
488	YGR030C	YBR167C	YAL033W	p	p	3	RNA binding; hydrolase activity; nuclease activity
489	YGR030C	YBR167C	YBR257W	p	p	3	RNA binding; hydrolase activity; nuclease activity
490	YGR030C	YBR167C	YHR062C	p	p	3	RNA binding; hydrolase activity; nuclease activity
491	YGR030C	YBR167C	YIR015W	p	p	2	hydrolase activity; nuclease activity
492	YGR030C	YBR167C	YLR145W	p	p	1	RNA binding
493	YGR030C	YBR167C	YNL221C	p	p	3	RNA binding; hydrolase activity; nuclease activity
494	YGR030C	YDR478W	YBR257W	p	p	2	RNA binding; rRNA binding
495	YGR030C	YDR478W	YHR062C	p	p	1	RNA binding
496	YGR030C	YDR478W	YLR145W	p	p	2	RNA binding; rRNA binding
497	YGR030C	YDR478W	YNL221C	p	p	1	RNA binding
498	YGR048W	YDL126C	YKL213C	p	p	1	ubiquitin-like protein binding
499	YGR074W	YDR235W	YGR013W	p	p	1	RNA binding
500	YGR074W	YDR235W	YHR086W	p	p	1	RNA binding
501	YGR080W	YDR388W	YNL138W	p	p	1	cytoskeletal protein binding
502	YGR113W	YDR016C	YDR201W	p	p	1	cytoskeletal protein binding
503	YGR113W	YDR016C	YDR320C-A	p	p	1	cytoskeletal protein binding
504	YGR113W	YDR016C	YGL061C	p	p	1	cytoskeletal protein binding
505	YGR113W	YDR016C	YKL052C	p	p	1	cytoskeletal protein binding
506	YGR113W	YDR016C	YKL138C-A	p	p	1	cytoskeletal protein binding
507	YGR113W	YDR016C	YKR037C	p	p	1	cytoskeletal protein binding
508	YGR113W	YDR016C	YKR083C	p	p	1	cytoskeletal protein binding
509	YGR113W	YDR201W	YDR016C	p	p	1	cytoskeletal protein binding
510	YGR113W	YDR201W	YDR130C	p	p	1	cytoskeletal protein binding
511	YGR113W	YDR201W	YDR320C-A	p	p	1	cytoskeletal protein binding
512	YGR113W	YDR201W	YGL061C	p	p	1	cytoskeletal protein binding
513	YGR113W	YDR201W	YKL052C	p	p	1	cytoskeletal protein binding
514	YGR113W	YDR201W	YKL138C-A	p	p	1	cytoskeletal protein binding
515	YGR113W	YDR201W	YKR037C	p	p	1	cytoskeletal protein binding
516	YGR113W	YDR201W	YKR083C	p	p	1	cytoskeletal protein binding
517	YGR119C	YDR192C	YDL116W	p	p	1	structural molecule activity
518	YGR119C	YDR192C	YGL092W	p	p	1	structural molecule activity
519	YGR119C	YDR192C	YJR042W	p	p	1	structural molecule activity
520	YGR119C	YDR192C	YKL057C	p	p	1	structural molecule activity
521	YGR119C	YDR192C	YKL068W	p	p	1	structural molecule activity
522	YGR119C	YDR192C	YKR082W	p	p	1	structural molecule activity
523	YGR119C	YDR192C	YMR047C	p	p	1	structural molecule activity
524	YGR119C	YER105C	YDL116W	p	p	1	structural molecule activity
525	YGR119C	YER105C	YGL092W	p	p	1	structural molecule activity
526	YGR119C	YER105C	YJR042W	p	p	1	structural molecule activity
527	YGR119C	YER105C	YKL057C	p	p	1	structural molecule activity
528	YGR119C	YER105C	YKR082W	p	p	1	structural molecule activity
529	YGR119C	YER105C	YMR129W	p	p	1	structural molecule activity
530	YGR119C	YGL092W	YDL116W	p	p	1	structural molecule activity
531	YGR119C	YGL092W	YDR192C	p	p	1	structural molecule activity
532	YGR119C	YGL092W	YGL172W	p	p	1	structural molecule activity
533	YGR119C	YGL092W	YJR042W	p	p	1	structural molecule activity
534	YGR119C	YGL092W	YKL057C	p	p	1	structural molecule activity
535	YGR119C	YGL092W	YKL068W	p	p	1	structural molecule activity
536	YGR119C	YGL092W	YKR082W	p	p	1	structural molecule activity
537	YGR119C	YGL092W	YMR047C	p	p	1	structural molecule activity
538	YGR119C	YGL092W	YMR129W	p	p	1	structural molecule activity
539	YGR128C	YBR247C	YDL148C	p	p	1	RNA binding
540	YGR128C	YBR247C	YPL217C	p	p	1	RNA binding
541	YGR129W	YAL032C	YDR416W	p	p	1	other
542	YGR129W	YAL032C	YMR213W	p	p	1	other
543	YGR156W	YAL043C	YDR195W	p	p	1	RNA binding
544	YGR156W	YAL043C	YDR301W	p	p	1	RNA binding
545	YGR156W	YAL043C	YJR093C	p	p	1	RNA binding
546	YGR156W	YAL043C	YKL059C	p	p	1	RNA binding
547	YGR156W	YAL043C	YLR115W	p	p	1	RNA binding
548	YGR156W	YAL043C	YLR277C	p	p	1	RNA binding
549	YGR156W	YAL043C	YMR061W	p	p	1	RNA binding
550	YGR156W	YAL043C	YNL317W	p	p	1	RNA binding
551	YGR156W	YAL043C	YOR179C	p	p	1	RNA binding
552	YGR156W	YAL043C	YPR107C	p	p	1	RNA binding
553	YGR156W	YGL044C	YDR301W	p	p	1	RNA binding
554	YGR156W	YGL044C	YMR061W	p	p	1	RNA binding
555	YGR178C	YER112W	YDL160C	p	p	1	RNA binding
556	YGR178C	YER112W	YER165W	p	p	1	RNA binding
557	YGR186W	YGL244W	YML010W	p	p	1	transcription factor activity, protein binding
558	YGR188C	YBR038W	YBR160W	ku	ku	1	transferase activity
559	YGR188C	YBR038W	YBR160W	ku	p	1	transferase activity
560	YGR188C	YDL028C	YBR160W	ku	ku	2	kinase activity; transferase activity
561	YGR188C	YFR027W	YBR160W	ku	ku	1	transferase activity
562	YGR188C	YFR027W	YBR160W	ku	p	1	transferase activity
563	YGR270W	YER164W	YGL207W	p	p	2	chromatin binding; histone binding
564	YGR270W	YER164W	YML069W	p	p	2	chromatin binding; histone binding
565	YGR274C	YDR334W	YFL039C	p	p	1	structural molecule activity
566	YGR275W	YBR289W	YHL025W	p	p	2	ATPase activity; hydrolase activity
567	YGR275W	YBR289W	YJL176C	p	p	2	ATPase activity; hydrolase activity
568	YGR275W	YBR289W	YMR033W	p	p	2	ATPase activity; hydrolase activity
569	YGR275W	YBR289W	YOR290C	p	p	2	ATPase activity; hydrolase activity
570	YGR275W	YBR289W	YPL016W	p	p	2	ATPase activity; hydrolase activity
571	YGR275W	YBR289W	YPL129W	p	p	2	ATPase activity; hydrolase activity
572	YGR275W	YBR289W	YPR034W	p	p	2	ATPase activity; hydrolase activity
573	YGR275W	YFR037C	YCR020W-B	p	p	2	ATPase activity; hydrolase activity
574	YGR275W	YFR037C	YCR052W	p	p	2	ATPase activity; hydrolase activity
575	YGR275W	YFR037C	YDR303C	p	p	2	ATPase activity; hydrolase activity
576	YGR275W	YFR037C	YGR056W	p	p	2	ATPase activity; hydrolase activity
577	YGR275W	YFR037C	YIL126W	p	p	2	ATPase activity; hydrolase activity
578	YGR275W	YFR037C	YKR008W	p	p	2	ATPase activity; hydrolase activity
579	YGR275W	YFR037C	YLR033W	p	p	2	ATPase activity; hydrolase activity
580	YGR275W	YFR037C	YLR321C	p	p	2	ATPase activity; hydrolase activity
581	YGR275W	YFR037C	YLR357W	p	p	2	ATPase activity; hydrolase activity
582	YGR275W	YFR037C	YML127W	p	p	2	ATPase activity; hydrolase activity
583	YGR275W	YFR037C	YMR033W	p	p	2	ATPase activity; hydrolase activity
584	YGR275W	YFR037C	YMR091C	p	p	2	ATPase activity; hydrolase activity
585	YGR275W	YFR037C	YPR034W	p	p	2	ATPase activity; hydrolase activity
586	YGR282C	YBL105C	YHR030C	ku	kd	1	transferase activity
587	YGR282C	YBL105C	YHR030C	ku	ku	1	transferase activity
588	YHL025W	YBR193C	YEL037C	p	p	1	DNA binding
589	YHL025W	YDR073W	YBR289W	p	p	2	ATPase activity; hydrolase activity
590	YHL025W	YDR073W	YJL176C	p	p	2	ATPase activity; hydrolase activity
591	YHL025W	YDR073W	YNR023W	p	p	2	ATPase activity; hydrolase activity
592	YHL025W	YDR073W	YOR290C	p	p	2	ATPase activity; hydrolase activity
593	YHL025W	YDR073W	YPL129W	p	p	2	ATPase activity; hydrolase activity
594	YHL025W	YDR073W	YPR034W	p	p	2	ATPase activity; hydrolase activity
595	YHL025W	YFR004W	YEL037C	p	p	1	hydrolase activity
596	YHL025W	YGL048C	YEL037C	p	p	1	hydrolase activity
597	YHL030W	YDL097C	YDR427W	p	p	1	structural molecule activity
598	YHL030W	YDL097C	YHR200W	p	p	1	structural molecule activity
599	YHL030W	YDL097C	YPR108W	p	p	1	structural molecule activity
600	YHL031C	YDR189W	YLR026C	p	p	1	other
601	YHL031C	YDR189W	YLR078C	p	p	1	other
602	YHL031C	YDR468C	YLR026C	p	p	1	other
603	YHL034C	YDR381W	YGL049C	p	p	1	RNA binding
604	YHR027C	YDL007W	YDR394W	p	p	1	hydrolase activity
605	YHR027C	YDL007W	YFR004W	p	p	1	hydrolase activity
606	YHR027C	YDL007W	YFR010W	p	p	1	hydrolase activity
607	YHR027C	YDL007W	YGL048C	p	p	1	hydrolase activity
608	YHR027C	YDL007W	YIL075C	p	p	1	hydrolase activity
609	YHR027C	YDL007W	YKL145W	p	p	1	hydrolase activity
610	YHR027C	YDL007W	YOR117W	p	p	1	hydrolase activity
611	YHR027C	YDL132W	YML088W	p	p	1	protein binding, bridging
612	YHR027C	YGL048C	YDL007W	p	p	1	hydrolase activity
613	YHR027C	YGL048C	YDR394W	p	p	1	hydrolase activity
614	YHR027C	YGL048C	YEL037C	p	p	1	hydrolase activity
615	YHR027C	YGL048C	YFR004W	p	p	1	hydrolase activity
616	YHR027C	YGL048C	YFR010W	p	p	1	hydrolase activity
617	YHR027C	YGL048C	YIL075C	p	p	1	hydrolase activity
618	YHR027C	YGL048C	YKL145W	p	p	1	hydrolase activity
619	YHR027C	YGL048C	YOR117W	p	p	1	hydrolase activity
620	YHR027C	YGL048C	YOR259C	p	p	1	hydrolase activity
621	YHR030C	YBL105C	YBL088C	ku	ku	2	kinase activity; transferase activity
622	YHR030C	YBL105C	YBR023C	kd	kd	1	transferase activity
623	YHR030C	YBL105C	YBR160W	ku	ku	2	kinase activity; transferase activity
624	YHR030C	YBL105C	YBR160W	ku	p	2	kinase activity; transferase activity
625	YHR030C	YBL105C	YBR160W	p	ku	2	kinase activity; transferase activity
626	YHR030C	YBL105C	YBR160W	p	p	2	kinase activity; transferase activity
627	YHR030C	YBL105C	YGR282C	kd	kd	1	transferase activity
628	YHR030C	YBL105C	YJL095W	kd	kd	2	kinase activity; transferase activity
629	YHR030C	YBL105C	YJL095W	kd	ku	2	kinase activity; transferase activity
630	YHR030C	YBL105C	YJL095W	kd	p	2	kinase activity; transferase activity
631	YHR030C	YBL105C	YJL095W	ku	kd	2	kinase activity; transferase activity
632	YHR030C	YBL105C	YJL095W	ku	ku	2	kinase activity; transferase activity
633	YHR030C	YBL105C	YJL095W	ku	p	2	kinase activity; transferase activity
634	YHR030C	YBL105C	YJL095W	p	kd	2	kinase activity; transferase activity
635	YHR030C	YBL105C	YJL095W	p	ku	2	kinase activity; transferase activity
636	YHR030C	YBL105C	YJL095W	p	p	2	kinase activity; transferase activity
637	YHR030C	YBL105C	YKL126W	kd	kd	2	kinase activity; transferase activity
638	YHR030C	YBL105C	YKL126W	ku	kd	2	kinase activity; transferase activity
639	YHR030C	YBL105C	YLR342W	kd	kd	1	transferase activity
640	YHR030C	YBL105C	YLR342W	kd	p	1	transferase activity
641	YHR030C	YBL105C	YOR231W	kd	kd	2	kinase activity; transferase activity
642	YHR030C	YBL105C	YOR231W	kd	ku	2	kinase activity; transferase activity
643	YHR030C	YBL105C	YOR231W	ku	kd	2	kinase activity; transferase activity
644	YHR030C	YBL105C	YOR231W	ku	ku	2	kinase activity; transferase activity
645	YHR030C	YBL105C	YOR231W	p	kd	2	kinase activity; transferase activity
646	YHR030C	YBL105C	YOR231W	p	ku	2	kinase activity; transferase activity
647	YHR030C	YBR038W	YBR160W	ku	ku	1	transferase activity
648	YHR030C	YBR038W	YBR160W	ku	p	1	transferase activity
649	YHR030C	YBR038W	YBR160W	p	ku	1	transferase activity
650	YHR030C	YBR038W	YBR160W	p	p	1	transferase activity
651	YHR030C	YEL036C	YLR342W	kd	p	1	transferase activity
652	YHR041C	YCL010C	YDR448W	p	p	1	transcription factor activity, protein binding
653	YHR041C	YDR308C	YBR193C	p	p	1	transcription factor activity, protein binding
654	YHR041C	YDR308C	YDR448W	p	p	1	transcription factor activity, protein binding
655	YHR041C	YDR308C	YEL009C	p	p	1	transcription factor activity, protein binding
656	YHR041C	YDR308C	YER022W	p	p	1	transcription factor activity, protein binding
657	YHR041C	YDR308C	YGL025C	p	p	1	transcription factor activity, protein binding
658	YHR041C	YDR308C	YGR104C	p	p	1	transcription factor activity, protein binding
659	YHR041C	YDR308C	YHR058C	p	p	1	transcription factor activity, protein binding
660	YHR041C	YDR308C	YOL051W	p	p	1	transcription factor activity, protein binding
661	YHR041C	YDR308C	YPL248C	p	p	1	transcription factor activity, protein binding
662	YHR041C	YDR448W	YEL009C	p	p	1	transcription factor activity, protein binding
663	YHR041C	YDR448W	YER022W	p	p	1	transcription factor activity, protein binding
664	YHR041C	YDR448W	YER148W	p	p	1	transcription factor activity, protein binding
665	YHR041C	YDR448W	YPL248C	p	p	1	transcription factor activity, protein binding
666	YHR041C	YER022W	YBR193C	p	p	1	transcription factor activity, protein binding
667	YHR041C	YER022W	YDR448W	p	p	1	transcription factor activity, protein binding
668	YHR041C	YER022W	YEL009C	p	p	1	transcription factor activity, protein binding
669	YHR041C	YER022W	YER148W	p	p	1	transcription factor activity, protein binding
670	YHR041C	YER022W	YGL025C	p	p	1	transcription factor activity, protein binding
671	YHR041C	YER022W	YGR104C	p	p	1	transcription factor activity, protein binding
672	YHR041C	YER022W	YHR058C	p	p	1	transcription factor activity, protein binding
673	YHR041C	YER022W	YNR010W	p	p	1	transcription factor activity, protein binding
674	YHR041C	YER022W	YOL051W	p	p	1	transcription factor activity, protein binding
675	YHR041C	YER022W	YPL248C	p	p	1	transcription factor activity, protein binding
676	YHR058C	YBR193C	YBL093C	p	p	1	transcription factor activity, protein binding
677	YHR058C	YBR193C	YDR308C	p	p	1	transcription factor activity, protein binding
678	YHR058C	YBR193C	YER022W	p	p	1	transcription factor activity, protein binding
679	YHR058C	YBR193C	YGL025C	p	p	1	transcription factor activity, protein binding
680	YHR058C	YBR193C	YGR104C	p	p	1	transcription factor activity, protein binding
681	YHR058C	YBR193C	YHR041C	p	p	1	transcription factor activity, protein binding
682	YHR058C	YBR193C	YNR010W	p	p	1	transcription factor activity, protein binding
683	YHR058C	YBR193C	YOL051W	p	p	1	transcription factor activity, protein binding
684	YHR058C	YDR308C	YBR193C	p	p	1	transcription factor activity, protein binding
685	YHR058C	YDR308C	YER022W	p	p	1	transcription factor activity, protein binding
686	YHR058C	YDR308C	YGL025C	p	p	1	transcription factor activity, protein binding
687	YHR058C	YDR308C	YGR104C	p	p	1	transcription factor activity, protein binding
688	YHR058C	YDR308C	YOL051W	p	p	1	transcription factor activity, protein binding
689	YHR062C	YBR167C	YAL033W	p	p	3	RNA binding; hydrolase activity; nuclease activity
690	YHR062C	YBR167C	YBR257W	p	p	3	RNA binding; hydrolase activity; nuclease activity
691	YHR062C	YBR167C	YGR030C	p	p	3	RNA binding; hydrolase activity; nuclease activity
692	YHR062C	YBR167C	YIR015W	p	p	2	hydrolase activity; nuclease activity
693	YHR062C	YBR167C	YLR145W	p	p	1	RNA binding
694	YHR062C	YBR167C	YNL221C	p	p	3	RNA binding; hydrolase activity; nuclease activity
695	YHR062C	YBR167C	YNL282W	p	p	2	hydrolase activity; nuclease activity
696	YHR066W	YDR060W	YGR103W	p	p	1	RNA binding
697	YHR066W	YDR060W	YKR081C	p	p	1	RNA binding
698	YHR066W	YDR060W	YLR276C	p	p	1	RNA binding
699	YHR066W	YDR060W	YMR049C	p	p	1	RNA binding
700	YHR066W	YDR060W	YMR229C	p	p	1	RNA binding
701	YHR066W	YDR060W	YNL002C	p	p	1	RNA binding
702	YHR066W	YDR060W	YOL077C	p	p	1	RNA binding
703	YHR066W	YDR060W	YPL043W	p	p	1	RNA binding
704	YHR079C	YDR477W	YGR252W	kd	kd	1	transferase activity
705	YHR079C	YDR477W	YGR252W	kd	p	1	transferase activity
706	YHR079C	YDR477W	YGR252W	p	kd	1	transferase activity
