oln_id_a	oln_id_b	interaction_type	interaction_type_abbrev
YDR423C	YGL158W	kinase-substrate up	ku
YDR432W	YKL139W	kinase-substrate up	ku
YDR432W	YMR216C	kinase-substrate up	ku
YDR432W	YPL031C	kinase-substrate up	ku
YDR436W	YHR030C	kinase-substrate up	ku
YDR439W	YBR160W	kinase-substrate up	ku
YDR439W	YDL017W	kinase-substrate up	ku
YDR439W	YMR001C	kinase-substrate up	ku
YDR440W	YJL095W	kinase-substrate up	ku
YDR443C	YJL164C	kinase-substrate up	ku
YDR443C	YLR113W	kinase-substrate up	ku
YDR443C	YPL042C	kinase-substrate up	ku
YDR448W	YLR113W	kinase-substrate up	ku
YDR451C	YBR160W	kinase-substrate up	ku
YDR460W	YDL108W	kinase-substrate up	ku
YDR468C	YJL164C	kinase-substrate up	ku
YDR477W	YBL061C	kinase-substrate down	kd
YDR477W	YBR010W	kinase-substrate down	kd
YDR477W	YBR050C	kinase-substrate down	kd
YDR477W	YBR066C	kinase-substrate down	kd
YDR477W	YBR112C	kinase-substrate down	kd
YDR477W	YBR118W	kinase-substrate down	kd
YDR477W	YCL030C	kinase-substrate down	kd
YDR477W	YDL025C	kinase-substrate down	kd
YDR477W	YDL047W	kinase-substrate down	kd
YDR477W	YDL229W	kinase-substrate down	kd
YDR477W	YDR028C	kinase-substrate down	kd
YDR477W	YDR043C	kinase-substrate down	kd
YDR477W	YDR054C	kinase-substrate down	kd
YDR477W	YDR120C	kinase-substrate down	kd
YDR477W	YDR216W	kinase-substrate down	kd
YDR477W	YDR312W	kinase-substrate down	kd
YDR477W	YDR335W	kinase-substrate down	kd
YDR477W	YDR422C	kinase-substrate down	kd
YDR477W	YEL060C	kinase-substrate down	kd
YDR477W	YER024W	kinase-substrate down	kd
YDR477W	YER027C	kinase-substrate down	kd
YDR477W	YER028C	kinase-substrate down	kd
YDR477W	YER040W	kinase-substrate down	kd
YDR477W	YER055C	kinase-substrate down	kd
YDR477W	YER129W	kinase-substrate down	kd
YDR477W	YER129W	kinase-substrate up	ku
YDR477W	YER133W	kinase-substrate down	kd
YDR477W	YER177W	kinase-substrate down	kd
YDR477W	YFL021W	kinase-substrate down	kd
YDR477W	YGL035C	kinase-substrate down	kd
YDR477W	YGL073W	kinase-substrate down	kd
YDR477W	YGL115W	kinase-substrate down	kd
YDR477W	YGL179C	kinase-substrate down	kd
YDR477W	YGL179C	kinase-substrate up	ku
YDR477W	YGL184C	kinase-substrate down	kd
YDR477W	YGL208W	kinase-substrate down	kd
YDR477W	YGL253W	kinase-substrate down	kd
YDR477W	YGR252W	kinase-substrate down	kd
YDR477W	YHL033C	kinase-substrate down	kd
YDR477W	YHR073W	kinase-substrate down	kd
YDR477W	YIL035C	kinase-substrate down	kd
YDR477W	YIL112W	kinase-substrate down	kd
YDR477W	YJL005W	kinase-substrate down	kd
YDR477W	YJL088W	kinase-substrate down	kd
YDR477W	YJL089W	kinase-substrate down	kd
YDR477W	YJL128C	kinase-substrate down	kd
YDR477W	YJL165C	kinase-substrate down	kd
YDR477W	YJR109C	kinase-substrate down	kd
YDR477W	YKL038W	kinase-substrate down	kd
YDR477W	YKL048C	kinase-substrate down	kd
YDR477W	YKL048C	kinase-substrate up	ku
YDR477W	YKL062W	kinase-substrate down	kd
YDR477W	YKL139W	kinase-substrate down	kd
YDR477W	YKL139W	kinase-substrate up	ku
YDR477W	YKL182W	kinase-substrate down	kd
YDR477W	YKR009C	kinase-substrate down	kd
YDR477W	YLL024C	kinase-substrate down	kd
YDR477W	YLL039C	kinase-substrate down	kd
YDR477W	YLR113W	kinase-substrate down	kd
YDR477W	YLR150W	kinase-substrate down	kd
YDR477W	YLR248W	kinase-substrate down	kd
YDR477W	YLR258W	kinase-substrate down	kd
YDR477W	YLR342W	kinase-substrate down	kd
YDR477W	YLR377C	kinase-substrate down	kd
YDR477W	YLR433C	kinase-substrate down	kd
YDR477W	YML006C	kinase-substrate down	kd
YDR477W	YML042W	kinase-substrate down	kd
YDR477W	YMR037C	kinase-substrate down	kd
YDR477W	YMR140W	kinase-substrate down	kd
YDR477W	YMR165C	kinase-substrate down	kd
YDR477W	YMR205C	kinase-substrate down	kd
YDR477W	YMR280C	kinase-substrate down	kd
YDR477W	YNL025C	kinase-substrate down	kd
YDR477W	YNL027W	kinase-substrate down	kd
YDR477W	YNL031C	kinase-substrate down	kd
YDR477W	YNL183C	kinase-substrate down	kd
YDR477W	YNL209W	kinase-substrate down	kd
YDR477W	YNL236W	kinase-substrate down	kd
YDR477W	YNL257C	kinase-substrate down	kd
YDR477W	YNL272C	kinase-substrate down	kd
YDR477W	YNR016C	kinase-substrate down	kd
YDR477W	YOL058W	kinase-substrate down	kd
YDR477W	YOL136C	kinase-substrate down	kd
YDR477W	YOR018W	kinase-substrate down	kd
YDR477W	YOR047C	kinase-substrate down	kd
YDR477W	YOR123C	kinase-substrate down	kd
YDR477W	YOR198C	kinase-substrate down	kd
YDR477W	YPL031C	kinase-substrate down	kd
YDR477W	YPL031C	kinase-substrate up	ku
YDR477W	YPL042C	kinase-substrate down	kd
YDR477W	YPL133C	kinase-substrate down	kd
YDR477W	YPL231W	kinase-substrate down	kd
YDR477W	YPR156C	kinase-substrate down	kd
YDR478W	YBR160W	kinase-substrate up	ku
YDR478W	YMR001C	kinase-substrate up	ku
YDR480W	YBL016W	kinase-substrate up	ku
YDR480W	YGR040W	kinase-substrate up	ku
YDR484W	YJL095W	kinase-substrate up	ku
YDR490C	YBL105C	kinase-substrate down	kd
YDR490C	YBL105C	kinase-substrate up	ku
YDR490C	YDR099W	kinase-substrate down	kd
YDR490C	YDR283C	kinase-substrate down	kd
YDR490C	YEL063C	kinase-substrate down	kd
YDR490C	YGR086C	kinase-substrate down	kd
YDR490C	YHR205W	kinase-substrate down	kd
YDR490C	YIL105C	kinase-substrate down	kd
YDR490C	YJL164C	kinase-substrate down	kd
YDR490C	YJL164C	kinase-substrate up	ku
YDR490C	YKL126W	kinase-substrate down	kd
YDR490C	YKL126W	kinase-substrate up	ku
YDR490C	YKL166C	kinase-substrate down	kd
YDR490C	YMR104C	kinase-substrate down	kd
YDR490C	YMR109W	kinase-substrate down	kd
YDR490C	YPL004C	kinase-substrate down	kd
YDR490C	YPL203W	kinase-substrate down	kd
YDR496C	YIL035C	kinase-substrate up	ku
YDR496C	YOR061W	kinase-substrate up	ku
YDR499W	YBR136W	kinase-substrate up	ku
YDR499W	YMR001C	kinase-substrate up	ku
YDR501W	YBR160W	kinase-substrate up	ku
YDR505C	YJL164C	kinase-substrate up	ku
YDR505C	YKL166C	kinase-substrate up	ku
YDR505C	YPL203W	kinase-substrate up	ku
YDR507C	YBR133C	kinase-substrate down	kd
YDR507C	YBR160W	kinase-substrate down	kd
YDR507C	YBR160W	kinase-substrate up	ku
YDR507C	YCL024W	kinase-substrate down	kd
YDR507C	YCL024W	kinase-substrate up	ku
YDR507C	YCL032W	kinase-substrate down	kd
YDR507C	YCR002C	kinase-substrate down	kd
YDR507C	YDL225W	kinase-substrate down	kd
YDR507C	YDR507C	kinase-substrate down	kd
YDR507C	YDR507C	kinase-substrate up	ku
YDR507C	YHR107C	kinase-substrate down	kd
YDR507C	YIL140W	kinase-substrate down	kd
YDR507C	YJL095W	kinase-substrate down	kd
YDR507C	YJL187C	kinase-substrate down	kd
YDR507C	YJR076C	kinase-substrate down	kd
YDR507C	YKL048C	kinase-substrate down	kd
YDR507C	YKL048C	kinase-substrate up	ku
YDR507C	YKL101W	kinase-substrate down	kd
YDR507C	YKL101W	kinase-substrate up	ku
YDR507C	YKR048C	kinase-substrate down	kd
YDR507C	YLR182W	kinase-substrate down	kd
YDR507C	YLR229C	kinase-substrate down	kd
YDR507C	YLR314C	kinase-substrate down	kd
YDR507C	YNL166C	kinase-substrate down	kd
YDR507C	YNL298W	kinase-substrate up	ku
YDR507C	YOR014W	kinase-substrate down	kd
YDR507C	YPL153C	kinase-substrate down	kd
YDR507C	YPL153C	kinase-substrate up	ku
YDR510W	YLL019C	kinase-substrate up	ku
YDR516C	YMR216C	kinase-substrate up	ku
YDR523C	YBR009C	kinase-substrate down	kd
YDR523C	YBR023C	kinase-substrate down	kd
YDR523C	YDR099W	kinase-substrate down	kd
YDR523C	YER096W	kinase-substrate down	kd
YDR523C	YER177W	kinase-substrate down	kd
YDR523C	YGR032W	kinase-substrate down	kd
YDR523C	YNL030W	kinase-substrate down	kd
YEL002C	YBL105C	kinase-substrate up	ku
YEL009C	YBR160W	kinase-substrate up	ku
YEL009C	YPL031C	kinase-substrate up	ku
YEL009C	YPL042C	kinase-substrate up	ku
YEL015W	YNL307C	kinase-substrate up	ku
YEL032W	YBR160W	kinase-substrate up	ku
YEL037C	YBL105C	kinase-substrate up	ku
YEL060C	YAL017W	kinase-substrate up	ku
YEL060C	YDR477W	kinase-substrate up	ku
YEL061C	YBR160W	kinase-substrate up	ku
YEL062W	YHR135C	kinase-substrate up	ku
YEL062W	YNL154C	kinase-substrate up	ku
YEL063C	YDR490C	kinase-substrate up	ku
YEL063C	YOL100W	kinase-substrate up	ku
YEL065W	YBR160W	kinase-substrate up	ku
YEL065W	YPL203W	kinase-substrate up	ku
YER008C	YBR160W	kinase-substrate up	ku
YER016W	YPL209C	kinase-substrate up	ku
YER020W	YJL106W	kinase-substrate up	ku
YER021W	YBR160W	kinase-substrate up	ku
YER022W	YLR113W	kinase-substrate up	ku
YER022W	YPL042C	kinase-substrate up	ku
YER024W	YDR477W	kinase-substrate up	ku
YER027C	YDR477W	kinase-substrate up	ku
YER027C	YER129W	kinase-substrate up	ku
YER027C	YGL179C	kinase-substrate up	ku
YER027C	YOR061W	kinase-substrate up	ku
YER028C	YDR477W	kinase-substrate up	ku
YER032W	YBR160W	kinase-substrate up	ku
YER032W	YNL161W	kinase-substrate up	ku
YER033C	YBR160W	kinase-substrate up	ku
YER033C	YNL161W	kinase-substrate up	ku
YER040W	YDR477W	kinase-substrate up	ku
YER040W	YJR066W	kinase-substrate up	ku
YER040W	YKL203C	kinase-substrate up	ku
YER041W	YBR160W	kinase-substrate up	ku
YER054C	YFR014C	kinase-substrate up	ku
YER054C	YKL166C	kinase-substrate up	ku
YER055C	YDR477W	kinase-substrate up	ku
YER059W	YBR160W	kinase-substrate up	ku
YER059W	YPL031C	kinase-substrate up	ku
YER065C	YJL164C	kinase-substrate up	ku
YER065C	YPL203W	kinase-substrate up	ku
YER070W	YDL101C	kinase-substrate up	ku
YER075C	YLR113W	kinase-substrate up	ku
YER088C	YHR205W	kinase-substrate up	ku
YER088C	YJL164C	kinase-substrate up	ku
YER089C	YBR136W	kinase-substrate up	ku
YER089C	YFL029C	kinase-substrate up	ku
YER089C	YHR079C	kinase-substrate up	ku
YER089C	YLR113W	kinase-substrate up	ku
YER089C	YPL153C	kinase-substrate up	ku
YER093C	YHR030C	kinase-substrate up	ku
YER093C	YJR066W	kinase-substrate up	ku
YER093C	YKL203C	kinase-substrate up	ku
YER095W	YBL088C	kinase-substrate up	ku
YER095W	YBR136W	kinase-substrate up	ku
YER095W	YOR351C	kinase-substrate up	ku
YER096W	YDR523C	kinase-substrate up	ku
YER096W	YPL031C	kinase-substrate up	ku
YER099C	YMR139W	kinase-substrate up	ku
YER103W	YBL105C	kinase-substrate up	ku
YER106W	YMR001C	kinase-substrate up	ku
YER106W	YPL204W	kinase-substrate up	ku
YER109C	YPL203W	kinase-substrate up	ku
YER110C	YJR066W	kinase-substrate up	ku
YER111C	YBL105C	kinase-substrate up	ku
YER111C	YBR160W	kinase-substrate up	ku
YER111C	YHR030C	kinase-substrate up	ku
YER111C	YNL298W	kinase-substrate up	ku
YER111C	YPL153C	kinase-substrate up	ku
YER114C	YBR160W	kinase-substrate up	ku
YER114C	YHL007C	kinase-substrate up	ku
YER114C	YPL209C	kinase-substrate up	ku
YER118C	YHL007C	kinase-substrate up	ku
YER118C	YIL147C	kinase-substrate up	ku
YER118C	YJL128C	kinase-substrate up	ku
YER118C	YLR113W	kinase-substrate up	ku
YER118C	YLR362W	kinase-substrate up	ku
YER120W	YBR160W	kinase-substrate up	ku
YER123W	YDR080W	kinase-substrate down	kd
YER123W	YHR135C	kinase-substrate down	kd
YER123W	YHR135C	kinase-substrate up	ku
YER123W	YLR093C	kinase-substrate down	kd
YER123W	YMR036C	kinase-substrate down	kd
YER123W	YMR153W	kinase-substrate down	kd
YER123W	YNL154C	kinase-substrate down	kd
YER123W	YNL154C	kinase-substrate up	ku
YER123W	YOR106W	kinase-substrate down	kd
YER124C	YNL161W	kinase-substrate up	ku
YER129W	YBR160W	kinase-substrate up	ku
YER129W	YDL229W	kinase-substrate down	kd
YER129W	YDR477W	kinase-substrate down	kd
YER129W	YDR477W	kinase-substrate up	ku
YER129W	YER027C	kinase-substrate down	kd
YER129W	YGL035C	kinase-substrate down	kd
YER129W	YGL115W	kinase-substrate down	kd
YER129W	YGL179C	kinase-substrate down	kd
YER129W	YGL179C	kinase-substrate up	ku
YER129W	YHR005C	kinase-substrate down	kd
YER129W	YIL035C	kinase-substrate down	kd
YER129W	YIL035C	kinase-substrate up	ku
YER132C	YNL307C	kinase-substrate up	ku
YER133W	YBL105C	kinase-substrate up	ku
YER133W	YDR477W	kinase-substrate up	ku
YER133W	YHR030C	kinase-substrate up	ku
YER133W	YJL095W	kinase-substrate up	ku
YER133W	YOR351C	kinase-substrate up	ku
YER133W	YPL031C	kinase-substrate up	ku
YER145C	YPL203W	kinase-substrate up	ku
YER148W	YOR061W	kinase-substrate up	ku
YER151C	YBL016W	kinase-substrate up	ku
YER151C	YBR160W	kinase-substrate up	ku
YER151C	YLR113W	kinase-substrate up	ku
YER155C	YBR160W	kinase-substrate up	ku
YER155C	YIL095W	kinase-substrate up	ku
YER155C	YMR001C	kinase-substrate up	ku
YER155C	YNL020C	kinase-substrate up	ku
YER158C	YBR160W	kinase-substrate up	ku
YER161C	YIL035C	kinase-substrate up	ku
YER161C	YOR061W	kinase-substrate up	ku
YER164W	YIL035C	kinase-substrate up	ku
YER164W	YOR061W	kinase-substrate up	ku
YER165W	YBR160W	kinase-substrate up	ku
YER167W	YBL105C	kinase-substrate up	ku
YER167W	YBR160W	kinase-substrate up	ku
YER167W	YHR030C	kinase-substrate up	ku
YER169W	YBR136W	kinase-substrate up	ku
YER169W	YPL153C	kinase-substrate up	ku
YER171W	YDL108W	kinase-substrate up	ku
YER174C	YGR262C	kinase-substrate up	ku
YER174C	YHR030C	kinase-substrate up	ku
YER177W	YAL017W	kinase-substrate up	ku
YER177W	YBR059C	kinase-substrate up	ku
YER177W	YDR477W	kinase-substrate up	ku
YER177W	YDR523C	kinase-substrate up	ku
YER177W	YGR188C	kinase-substrate up	ku
YER177W	YJL095W	kinase-substrate up	ku
YER177W	YJL164C	kinase-substrate up	ku
YER177W	YJR066W	kinase-substrate up	ku
YER177W	YKL139W	kinase-substrate up	ku
YER177W	YKL168C	kinase-substrate up	ku
YER177W	YKL171W	kinase-substrate up	ku
YER177W	YNR047W	kinase-substrate up	ku
YER177W	YPL153C	kinase-substrate up	ku
YER177W	YPL204W	kinase-substrate up	ku
YER178W	YIL042C	kinase-substrate up	ku
YFL005W	YNL161W	kinase-substrate up	ku
YFL008W	YMR001C	kinase-substrate up	ku
YFL009W	YBR160W	kinase-substrate up	ku
YFL014W	YJL128C	kinase-substrate up	ku
YFL014W	YLR113W	kinase-substrate up	ku
YFL021W	YDR477W	kinase-substrate up	ku
YFL026W	YBR160W	kinase-substrate up	ku
YFL028C	YGR040W	kinase-substrate up	ku
YFL029C	YBL056W	kinase-substrate down	kd
YFL029C	YBR160W	kinase-substrate down	kd
YFL029C	YBR160W	kinase-substrate up	ku
YFL029C	YDL108W	kinase-substrate down	kd
YFL029C	YDR168W	kinase-substrate down	kd
YFL029C	YER089C	kinase-substrate down	kd
YFL029C	YFL029C	kinase-substrate down	kd
YFL029C	YFL029C	kinase-substrate up	ku
YFL029C	YHR124W	kinase-substrate down	kd
YFL029C	YJL106W	kinase-substrate down	kd
YFL029C	YKL139W	kinase-substrate down	kd
YFL029C	YLR079W	kinase-substrate down	kd
YFL029C	YPL256C	kinase-substrate down	kd
YFL029C	YPR054W	kinase-substrate down	kd
YFL029C	YPR054W	kinase-substrate up	ku
YFL029C	YPR119W	kinase-substrate down	kd
YFL029C	YPR161C	kinase-substrate down	kd
YFL029C	YPR161C	kinase-substrate up	ku
YFL030W	YPL031C	kinase-substrate up	ku
YFL031W	YHR030C	kinase-substrate up	ku
YFL031W	YHR079C	kinase-substrate up	ku
YFL033C	YDR074W	kinase-substrate down	kd
YFL033C	YDR096W	kinase-substrate down	kd
YFL033C	YGL073W	kinase-substrate down	kd
YFL033C	YHR205W	kinase-substrate down	kd
YFL033C	YHR205W	kinase-substrate up	ku
YFL033C	YJL164C	kinase-substrate down	kd
YFL033C	YJL164C	kinase-substrate up	ku
YFL033C	YJR066W	kinase-substrate down	kd
YFL033C	YJR066W	kinase-substrate up	ku
YFL033C	YKL062W	kinase-substrate down	kd
YFL033C	YKL166C	kinase-substrate up	ku
YFL033C	YLR079W	kinase-substrate down	kd
YFL033C	YMR037C	kinase-substrate down	kd
YFL033C	YNL157W	kinase-substrate down	kd
YFL033C	YPL031C	kinase-substrate down	kd
YFL033C	YPL031C	kinase-substrate up	ku
YFL033C	YPL203W	kinase-substrate up	ku
YFL034C-B	YHR102W	kinase-substrate up	ku
YFL034C-B	YNL161W	kinase-substrate up	ku
YFL039C	YNR031C	kinase-substrate up	ku
YFR014C	YBR109C	kinase-substrate down	kd
YFR014C	YER054C	kinase-substrate down	kd
YFR014C	YGL073W	kinase-substrate down	kd
YFR014C	YOR123C	kinase-substrate down	kd
YFR015C	YPL031C	kinase-substrate up	ku
YFR017C	YKL166C	kinase-substrate up	ku
YFR017C	YNL307C	kinase-substrate up	ku
YFR017C	YPL031C	kinase-substrate up	ku
YFR021W	YBR160W	kinase-substrate up	ku
YFR021W	YGL180W	kinase-substrate up	ku
YFR021W	YJL106W	kinase-substrate up	ku
YFR021W	YJL164C	kinase-substrate up	ku
YFR021W	YKL166C	kinase-substrate up	ku
YFR021W	YPL203W	kinase-substrate up	ku
YFR027W	YBR160W	kinase-substrate up	ku
YFR028C	YBR160W	kinase-substrate up	ku
YFR028C	YGR092W	kinase-substrate up	ku
YFR028C	YMR001C	kinase-substrate up	ku
YFR029W	YHR135C	kinase-substrate up	ku
YFR029W	YNL154C	kinase-substrate up	ku
YFR034C	YIL035C	kinase-substrate up	ku
YFR034C	YOR061W	kinase-substrate up	ku
YFR034C	YPL031C	kinase-substrate up	ku
YFR046C	YBR160W	kinase-substrate up	ku
YFR046C	YDL028C	kinase-substrate up	ku
YFR046C	YPL209C	kinase-substrate up	ku
YGL003C	YBR136W	kinase-substrate up	ku
YGL003C	YBR160W	kinase-substrate up	ku
YGL003C	YJL106W	kinase-substrate up	ku
YGL003C	YJL187C	kinase-substrate up	ku
YGL003C	YKL101W	kinase-substrate up	ku
YGL003C	YMR001C	kinase-substrate up	ku
YGL008C	YHR135C	kinase-substrate up	ku
YGL008C	YJR059W	kinase-substrate up	ku
YGL008C	YNL154C	kinase-substrate up	ku
YGL012W	YHL007C	kinase-substrate up	ku
YGL013C	YKL048C	kinase-substrate up	ku
YGL013C	YNL298W	kinase-substrate up	ku
YGL019W	YIL035C	kinase-substrate up	ku
YGL019W	YOR061W	kinase-substrate up	ku
YGL019W	YOR119C	kinase-substrate up	ku
YGL022W	YBL105C	kinase-substrate up	ku
YGL035C	YBL105C	kinase-substrate up	ku
YGL035C	YDR477W	kinase-substrate up	ku
YGL035C	YER129W	kinase-substrate up	ku
YGL035C	YGL179C	kinase-substrate up	ku
YGL035C	YKL048C	kinase-substrate up	ku
YGL035C	YKL139W	kinase-substrate up	ku
YGL035C	YPL203W	kinase-substrate up	ku
YGL038C	YNL161W	kinase-substrate up	ku
YGL049C	YBR160W	kinase-substrate up	ku
YGL058W	YPR161C	kinase-substrate up	ku
YGL059W	YGR008C	kinase-substrate down	kd
YGL059W	YIL042C	kinase-substrate down	kd
YGL059W	YIL042C	kinase-substrate up	ku
YGL073W	YDR477W	kinase-substrate up	ku
YGL073W	YFL033C	kinase-substrate up	ku
YGL073W	YFR014C	kinase-substrate up	ku
YGL073W	YJL141C	kinase-substrate up	ku
YGL073W	YLL019C	kinase-substrate up	ku
YGL073W	YOL016C	kinase-substrate up	ku
YGL075C	YBR160W	kinase-substrate up	ku
YGL086W	YDL028C	kinase-substrate up	ku
YGL086W	YGR188C	kinase-substrate up	ku
YGL090W	YBR160W	kinase-substrate up	ku
YGL093W	YDL028C	kinase-substrate up	ku
YGL093W	YGR188C	kinase-substrate up	ku
YGL097W	YBR160W	kinase-substrate up	ku
YGL105W	YJL165C	kinase-substrate up	ku
YGL113W	YBR160W	kinase-substrate up	ku
YGL115W	YDR477W	kinase-substrate up	ku
YGL115W	YER129W	kinase-substrate up	ku
YGL115W	YGL179C	kinase-substrate up	ku
YGL115W	YIL035C	kinase-substrate up	ku
YGL116W	YBR136W	kinase-substrate up	ku
YGL116W	YBR160W	kinase-substrate up	ku
YGL116W	YBR274W	kinase-substrate up	ku
YGL116W	YGR188C	kinase-substrate up	ku
YGL116W	YJL164C	kinase-substrate up	ku
YGL116W	YKL101W	kinase-substrate up	ku
YGL116W	YPL203W	kinase-substrate up	ku
YGL120C	YOR119C	kinase-substrate up	ku
YGL122C	YBR160W	kinase-substrate up	ku
YGL123W	YKL139W	kinase-substrate up	ku
YGL124C	YBR160W	kinase-substrate up	ku
YGL130W	YDL108W	kinase-substrate up	ku
YGL134W	YPL031C	kinase-substrate up	ku
YGL134W	YPL204W	kinase-substrate up	ku
YGL144C	YDL079C	kinase-substrate up	ku
YGL144C	YMR139W	kinase-substrate up	ku
YGL144C	YNL307C	kinase-substrate up	ku
YGL144C	YOL128C	kinase-substrate up	ku
YGL156W	YGL180W	kinase-substrate up	ku
YGL158W	YDR423C	kinase-substrate down	kd
YGL158W	YLR113W	kinase-substrate down	kd
YGL158W	YLR113W	kinase-substrate up	ku
YGL158W	YOR018W	kinase-substrate down	kd
YGL158W	YPL031C	kinase-substrate up	ku
YGL162W	YHL007C	kinase-substrate up	ku
YGL163C	YOR351C	kinase-substrate up	ku
YGL173C	YJL095W	kinase-substrate up	ku
YGL175C	YBL088C	kinase-substrate up	ku
YGL175C	YBR136W	kinase-substrate up	ku
YGL175C	YBR160W	kinase-substrate up	ku
YGL175C	YMR001C	kinase-substrate up	ku
YGL178W	YBR160W	kinase-substrate up	ku
YGL179C	YDR477W	kinase-substrate down	kd
YGL179C	YDR477W	kinase-substrate up	ku
YGL179C	YER027C	kinase-substrate down	kd
YGL179C	YER129W	kinase-substrate down	kd
YGL179C	YER129W	kinase-substrate up	ku
YGL179C	YGL035C	kinase-substrate down	kd
YGL179C	YGL115W	kinase-substrate down	kd
YGL179C	YHR005C	kinase-substrate down	kd
YGL180W	YBL078C	kinase-substrate down	kd
YGL180W	YBR128C	kinase-substrate down	kd
YGL180W	YDL149W	kinase-substrate down	kd
YGL180W	YDR022C	kinase-substrate down	kd
YGL180W	YFR021W	kinase-substrate down	kd
YGL180W	YGL156W	kinase-substrate down	kd
YGL180W	YGL180W	kinase-substrate down	kd
YGL180W	YGL180W	kinase-substrate up	ku
YGL180W	YJL164C	kinase-substrate up	ku
YGL180W	YJL178C	kinase-substrate down	kd
YGL180W	YKL166C	kinase-substrate up	ku
YGL180W	YLR423C	kinase-substrate down	kd
YGL180W	YLR431C	kinase-substrate down	kd
YGL180W	YNL242W	kinase-substrate down	kd
YGL180W	YNL272C	kinase-substrate down	kd
YGL180W	YPL031C	kinase-substrate up	ku
YGL180W	YPL166W	kinase-substrate down	kd
YGL180W	YPL203W	kinase-substrate up	ku
YGL180W	YPR049C	kinase-substrate down	kd
YGL180W	YPR185W	kinase-substrate down	kd
YGL181W	YMR216C	kinase-substrate up	ku
YGL181W	YPL031C	kinase-substrate up	ku
YGL184C	YDR477W	kinase-substrate up	ku
YGL190C	YBR160W	kinase-substrate up	ku
YGL190C	YHR082C	kinase-substrate up	ku
YGL190C	YKL048C	kinase-substrate up	ku
YGL190C	YKL101W	kinase-substrate up	ku
YGL190C	YMR001C	kinase-substrate up	ku
YGL190C	YNL154C	kinase-substrate up	ku
YGL197W	YNL307C	kinase-substrate up	ku
YGL201C	YBR136W	kinase-substrate up	ku
YGL201C	YBR160W	kinase-substrate up	ku
YGL201C	YDL017W	kinase-substrate up	ku
YGL207W	YIL035C	kinase-substrate up	ku
YGL207W	YJL095W	kinase-substrate up	ku
YGL207W	YOR061W	kinase-substrate up	ku
YGL208W	YDR477W	kinase-substrate up	ku
YGL213C	YBR059C	kinase-substrate up	ku
YGL215W	YPL031C	kinase-substrate up	ku
YGL216W	YBR160W	kinase-substrate up	ku
YGL235W	YBR160W	kinase-substrate up	ku
YGL245W	YGR040W	kinase-substrate up	ku
YGL253W	YDR477W	kinase-substrate up	ku
YGL253W	YMR291W	kinase-substrate up	ku
YGR008C	YGL059W	kinase-substrate up	ku
YGR009C	YDR122W	kinase-substrate up	ku
YGR009C	YLR096W	kinase-substrate up	ku
YGR014W	YBR160W	kinase-substrate up	ku
YGR014W	YLR113W	kinase-substrate up	ku
YGR032W	YDR523C	kinase-substrate up	ku
YGR032W	YHR030C	kinase-substrate up	ku
YGR032W	YJL095W	kinase-substrate up	ku
YGR032W	YNL298W	kinase-substrate up	ku
YGR032W	YPR054W	kinase-substrate up	ku
YGR035C	YBR160W	kinase-substrate up	ku
YGR038W	YKL126W	kinase-substrate up	ku
YGR040W	YBL105C	kinase-substrate up	ku
YGR040W	YCL027W	kinase-substrate down	kd
YGR040W	YCL047C	kinase-substrate down	kd
YGR040W	YDL006W	kinase-substrate down	kd
YGR040W	YDL159W	kinase-substrate down	kd
YGR040W	YDL159W	kinase-substrate up	ku
YGR040W	YDR480W	kinase-substrate down	kd
YGR040W	YFL028C	kinase-substrate down	kd
YGR040W	YGL245W	kinase-substrate down	kd
YGR040W	YHR084W	kinase-substrate down	kd
YGR040W	YJL128C	kinase-substrate up	ku
YGR040W	YKR048C	kinase-substrate down	kd
YGR040W	YLR113W	kinase-substrate down	kd
YGR040W	YLR113W	kinase-substrate up	ku
YGR040W	YLR362W	kinase-substrate down	kd
YGR040W	YLR362W	kinase-substrate up	ku
YGR040W	YOL070C	kinase-substrate down	kd
YGR040W	YOR212W	kinase-substrate down	kd
YGR040W	YPL049C	kinase-substrate down	kd
YGR040W	YPL233W	kinase-substrate down	kd
YGR086C	YDR490C	kinase-substrate up	ku
YGR086C	YHR030C	kinase-substrate up	ku
YGR086C	YKL126W	kinase-substrate up	ku
YGR086C	YMR104C	kinase-substrate up	ku
YGR086C	YOL100W	kinase-substrate up	ku
YGR088W	YLR113W	kinase-substrate up	ku
YGR090W	YIL035C	kinase-substrate up	ku
YGR090W	YOR061W	kinase-substrate up	ku
YGR092W	YAR019C	kinase-substrate down	kd
YGR092W	YAR019C	kinase-substrate up	ku
YGR092W	YBR038W	kinase-substrate down	kd
YGR092W	YBR160W	kinase-substrate down	kd
YGR092W	YBR160W	kinase-substrate up	ku
YGR092W	YDL117W	kinase-substrate down	kd
YGR092W	YDL155W	kinase-substrate down	kd
YGR092W	YFR028C	kinase-substrate down	kd
YGR092W	YHR152W	kinase-substrate down	kd
YGR092W	YIL106W	kinase-substrate down	kd
YGR092W	YJL076W	kinase-substrate down	kd
YGR092W	YLR079W	kinase-substrate down	kd
YGR092W	YMR001C	kinase-substrate down	kd
YGR092W	YMR001C	kinase-substrate up	ku
YGR092W	YMR032W	kinase-substrate down	kd
YGR092W	YPL155C	kinase-substrate down	kd
YGR092W	YPL242C	kinase-substrate down	kd
YGR092W	YPR119W	kinase-substrate down	kd
