node_a	node_b	node_c	type_ac	type_bc	genetic_interaction_score
YBL007C	YAL023C	YKL112W	tu	tu	-0.139
YBL023C	YAR007C	YDL056W	tu	tu	-0.1556
YBL023C	YAR007C	YDR510W	p	p	-0.1556
YBL023C	YAR007C	YLR103C	p	p	-0.1556
YBL105C	YAL005C	YBR160W	ku	ku	-0.1722
YBL105C	YAL005C	YBR160W	p	ku	-0.1722
YBL105C	YAL005C	YER165W	p	p	-0.1722
YBL105C	YBL004W	YBR049C	tu	tu	-0.1491
YBR009C	YAL024C	YNL068C	tu	tu	-0.1517
YBR011C	YAL023C	YKL112W	tu	tu	-0.5278
YBR049C	YAL034W-A	YMR117C	td	p	-0.2887
YBR049C	YAL034W-A	YPL018W	td	p	-0.2887
YBR078W	YAL023C	YKL112W	tu	tu	-0.13
YBR078W	YAL053W	YKL112W	tu	tu	-0.1306
YBR082C	YBL084C	YBR049C	tu	tu	-0.4505
YBR082C	YBL084C	YDL008W	p	p	-0.4505
YBR082C	YBL084C	YGL003C	p	p	-0.4505
YBR085W	YAL005C	YNL216W	tu	tu	-0.1779
YBR087W	YBL035C	YOR217W	p	p	-0.2277
YBR095C	YBL105C	YBR049C	tu	tu	-0.1334
YBR101C	YAL005C	YDL229W	p	p	-0.1539
YBR101C	YAL005C	YGL073W	tu	tu	-0.1539
YBR105C	YAL061W	YBR112C	tu	tu	-0.1669
YBR107C	YAL034W-A	YBR211C	p	p	-0.2527
YBR107C	YAL034W-A	YDR254W	p	p	-0.2527
YBR107C	YAL034W-A	YGR179C	p	p	-0.2527
YBR107C	YAL034W-A	YIR010W	p	p	-0.2527
YBR107C	YAL034W-A	YPL018W	p	p	-0.2527
YBR107C	YAL034W-A	YPR046W	p	p	-0.2527
YBR111W-A	YAR002W	YBR010W	p	p	-0.1678
YBR111W-A	YAR002W	YPL169C	p	p	-0.1678
YBR118W	YAL004W	YNL216W	tu	tu	-0.1269
YBR133C	YBL031W	YLR113W	ku	ku	-0.4121
YBR135W	YAL024C	YBR160W	ku	ku	-0.3029
YBR135W	YAL024C	YBR160W	p	ku	-0.3029
YBR135W	YAL024C	YBR160W	ku	p	-0.3029
YBR135W	YAL024C	YBR160W	p	p	-0.3029
YBR135W	YAL024C	YNL068C	tu	tu	-0.3029
YBR135W	YAL024C	YPR119W	p	p	-0.3029
YBR135W	YAR002W	YBR160W	ku	ku	-0.2128
YBR135W	YAR002W	YBR160W	p	ku	-0.2128
YBR135W	YAR002W	YBR160W	ku	p	-0.2128
YBR135W	YAR002W	YBR160W	p	p	-0.2128
YBR135W	YAR002W	YLL039C	p	p	-0.2128
YBR135W	YAR018C	YNL068C	tu	tu	-0.1918
YBR135W	YBL047C	YLL039C	p	p	-0.2041
YBR135W	YBL084C	YBR160W	ku	ku	-0.2037
YBR135W	YBL084C	YBR160W	p	ku	-0.2037
YBR136W	YBL088C	YAR007C	kd	kd	-0.1529
YBR136W	YBL088C	YAR007C	p	kd	-0.1529
YBR136W	YBL088C	YDL101C	kd	kd	-0.1529
YBR136W	YBL088C	YDL220C	kd	kd	-0.1529
YBR136W	YBL088C	YDL220C	p	kd	-0.1529
YBR136W	YBL088C	YDR217C	kd	kd	-0.1529
YBR136W	YBL088C	YER095W	kd	kd	-0.1529
YBR136W	YBL088C	YGL175C	kd	kd	-0.1529
YBR136W	YBL088C	YHR030C	kd	kd	-0.1529
YBR136W	YBL088C	YJR060W	kd	kd	-0.1529
YBR136W	YBL088C	YMR133W	kd	kd	-0.1529
YBR136W	YBL088C	YNL312W	kd	kd	-0.1529
YBR136W	YBL088C	YNL312W	p	kd	-0.1529
YBR136W	YBL088C	YOR189W	kd	kd	-0.1529
YBR136W	YBL088C	YPL153C	kd	kd	-0.1529
YBR136W	YBL088C	YPL153C	ku	kd	-0.1529
YBR136W	YBL088C	YPL153C	p	kd	-0.1529
YBR136W	YBL088C	YPL153C	kd	ku	-0.1529
YBR136W	YBL088C	YPL153C	ku	ku	-0.1529
YBR136W	YBL088C	YPL153C	p	ku	-0.1529
YBR155W	YAR019C	YPL240C	p	p	-0.1217
YBR160W	YAL021C	YER165W	kd	p	-0.2353
YBR160W	YAL021C	YGL178W	kd	p	-0.2353
YBR160W	YAL021C	YGL178W	p	p	-0.2353
YBR160W	YAL021C	YGR092W	kd	p	-0.2353
YBR160W	YAL021C	YGR092W	ku	p	-0.2353
YBR160W	YAL021C	YGR092W	p	p	-0.2353
YBR160W	YAL021C	YOR061W	ku	ku	-0.2353
YBR161W	YAL023C	YKL112W	tu	tu	-0.1268
YBR161W	YAL043C	YKL112W	tu	tu	-0.1399
YBR162C	YBL007C	YKL112W	tu	tu	-0.1622
YBR173C	YBL041W	YDL020C	tu	tu	-0.519
YBR173C	YBL041W	YER012W	p	p	-0.519
YBR173C	YBL041W	YER094C	p	p	-0.519
YBR173C	YBL041W	YGR253C	p	p	-0.519
YBR173C	YBL041W	YMR314W	p	p	-0.519
YBR173C	YBL041W	YOR157C	p	p	-0.519
YBR173C	YBL041W	YPR103W	p	p	-0.519
YBR181C	YBR085W	YNL216W	tu	tu	-0.1461
YBR189W	YBL027W	YNL216W	tu	tu	-0.1845
YBR190W	YBL027W	YNL216W	tu	tu	-0.3315
YBR200W	YBL085W	YAL041W	p	p	-0.3015
YBR200W	YBL085W	YBR160W	ku	ku	-0.3015
YBR200W	YBL085W	YBR160W	p	ku	-0.3015
YBR200W	YBL085W	YHL007C	ku	ku	-0.3015
YBR200W	YBL085W	YHL007C	p	ku	-0.3015
YBR200W	YBL085W	YHL007C	ku	p	-0.3015
YBR200W	YBL085W	YHL007C	p	p	-0.3015
YBR200W	YBL085W	YLR229C	p	p	-0.3015
YBR200W	YBL085W	YNL298W	ku	ku	-0.3015
YBR200W	YBL085W	YNL298W	p	ku	-0.3015
YBR211C	YBR009C	YKL049C	p	p	-0.3316
YBR215W	YBR009C	YBL008W	p	p	-0.1653
YBR215W	YBR009C	YBL008W	p	tu	-0.1653
YBR215W	YBR009C	YJL115W	p	p	-0.1653
YBR215W	YBR009C	YOR038C	p	tu	-0.1653
YBR215W	YBR010W	YBL008W	p	p	-0.1516
YBR215W	YBR010W	YBL008W	p	tu	-0.1516
YBR215W	YBR010W	YJL115W	p	p	-0.1516
YBR215W	YBR010W	YOR038C	p	p	-0.1516
YBR215W	YBR010W	YOR038C	p	tu	-0.1516
YBR229C	YAL053W	YBR049C	tu	tu	-0.1278
YBR229C	YBL040C	YBR049C	tu	tu	-0.1375
YBR237W	YBL050W	YBR049C	tu	tu	-0.184
YBR253W	YBR036C	YBR049C	tu	tu	-0.158
YBR260C	YBL105C	YHR030C	ku	kd	-0.5941
YBR260C	YBL105C	YHR030C	ku	ku	-0.5941
YBR260C	YBL105C	YJL095W	ku	kd	-0.5941
YBR260C	YBL105C	YJL095W	ku	ku	-0.5941
YBR260C	YBL105C	YJL095W	ku	p	-0.5941
YBR260C	YBL105C	YOR231W	ku	kd	-0.5941
YBR260C	YBL105C	YOR231W	ku	ku	-0.5941
YBR274W	YAL038W	YPL203W	kd	ku	-0.2712
YBR274W	YAL038W	YPL203W	ku	ku	-0.2712
YBR274W	YAL038W	YPL203W	kd	p	-0.2712
YBR274W	YAL038W	YPL203W	ku	p	-0.2712
YBR289W	YBL021C	YKL109W	p	p	-0.1491
YBR290W	YBL007C	YER125W	p	p	-0.1256
YBR290W	YBL007C	YKL112W	tu	tu	-0.1256
YBR290W	YBL007C	YLL039C	p	p	-0.1256
YCL008C	YBR234C	YLL039C	p	p	-0.1255
YCL010C	YBL052C	YBR010W	p	p	-0.1222
YCL010C	YBL052C	YNL031C	p	p	-0.1222
YCL010C	YBR111W-A	YBR010W	p	p	-0.1339
YCL010C	YBR111W-A	YBR081C	p	p	-0.1339
YCL010C	YBR111W-A	YDR145W	p	p	-0.1339
YCL010C	YBR111W-A	YDR176W	p	p	-0.1339
YCL010C	YBR111W-A	YDR448W	p	p	-0.1339
YCL010C	YBR111W-A	YGL066W	p	p	-0.1339
YCL010C	YBR111W-A	YGL112C	p	p	-0.1339
YCL010C	YBR111W-A	YGR252W	p	p	-0.1339
YCL010C	YBR111W-A	YLR055C	p	p	-0.1339
YCL010C	YBR111W-A	YMR223W	p	p	-0.1339
YCL010C	YBR111W-A	YPL047W	p	p	-0.1339
YCL029C	YAL024C	YBR160W	ku	ku	-0.1327
YCL029C	YAL024C	YBR160W	ku	p	-0.1327
YCL029C	YBR135W	YBR160W	ku	ku	-0.1571
YCL029C	YBR135W	YBR160W	ku	p	-0.1571
YCL029C	YBR135W	YDR510W	p	p	-0.1571
YCL029C	YBR160W	YJL106W	ku	kd	-0.2759
YCL029C	YBR160W	YJL106W	ku	ku	-0.2759
YCL029C	YBR160W	YLR045C	p	kd	-0.2759
YCL029C	YBR160W	YLR045C	p	p	-0.2759
YCL029C	YBR160W	YPL155C	p	kd	-0.2759
YCL029C	YBR160W	YPL155C	p	p	-0.2759
YCL029C	YBR160W	YPL269W	p	kd	-0.2759
YCL029C	YBR160W	YPL269W	p	p	-0.2759
YCL029C	YBR160W	YPR018W	p	kd	-0.2759
YCL029C	YBR160W	YPR018W	p	p	-0.2759
YCL032W	YBL051C	YPL204W	ku	ku	-0.1462
YCL032W	YBR083W	YLR113W	ku	ku	-0.2658
YCL043C	YBL007C	YER125W	p	p	-0.2081
YCL048W	YBR017C	YDR310C	tu	tu	-0.1213
YCL061C	YAR002W	YLR113W	ku	ku	-0.3239
YCL061C	YAR002W	YLR113W	p	ku	-0.3239
YCL061C	YAR002W	YNL273W	p	p	-0.3239
YCL061C	YAR002W	YPL153C	ku	ku	-0.3239
YCL061C	YAR002W	YPL153C	p	ku	-0.3239
YCL061C	YAR007C	YBL023C	p	p	-0.2951
YCL061C	YAR007C	YBR136W	ku	ku	-0.2951
YCL061C	YAR007C	YBR136W	ku	p	-0.2951
YCL061C	YAR007C	YLR103C	p	p	-0.2951
YCL061C	YBL023C	YDR489W	p	p	-0.2428
YCL061C	YBL023C	YEL032W	p	p	-0.2428
YCL061C	YBL023C	YGL201C	p	p	-0.2428
YCL061C	YBL023C	YLR103C	p	p	-0.2428
YCL061C	YBL023C	YMR048W	p	p	-0.2428
YCL061C	YBL023C	YNL262W	p	p	-0.2428
YCL061C	YBL023C	YNL273W	p	p	-0.2428
YCL061C	YBL023C	YOR080W	p	p	-0.2428
YCL061C	YBL023C	YPR019W	p	p	-0.2428
YCL061C	YBR136W	YGL201C	p	kd	-0.6577
YCL061C	YBR136W	YPL153C	ku	kd	-0.6577
YCL061C	YBR136W	YPL153C	p	kd	-0.6577
YCL061C	YBR136W	YPL153C	ku	ku	-0.6577
YCL061C	YBR136W	YPL153C	p	ku	-0.6577
YCL061C	YBR136W	YPL153C	ku	p	-0.6577
YCL061C	YBR136W	YPL153C	p	p	-0.6577
YCL061C	YBR136W	YPR019W	p	kd	-0.6577
YCL061C	YBR202W	YBL023C	p	p	-0.4499
YCL061C	YBR202W	YDR489W	p	p	-0.4499
YCL061C	YBR202W	YEL032W	p	p	-0.4499
YCL061C	YBR202W	YGL201C	p	p	-0.4499
YCL061C	YBR202W	YLR103C	p	p	-0.4499
YCL061C	YBR202W	YPR019W	p	p	-0.4499
YCR002C	YBL061C	YNL233W	p	p	-0.1724
YCR002C	YBR135W	YDR510W	p	p	-0.5308
YCR002C	YBR215W	YDR510W	p	p	-0.1384
YCR009C	YBR010W	YNL068C	tu	tu	-0.1604
YCR009C	YBR037C	YNL068C	tu	tu	-0.1458
YCR009C	YBR038W	YNL068C	tu	tu	-0.1816
YCR009C	YBR049C	YBR095C	p	td	-0.411
YCR009C	YBR083W	YPL049C	tu	p	-0.1526
YCR009C	YBR083W	YPL049C	tu	tu	-0.1526
YCR009C	YBR160W	YNL068C	tu	kd	-0.14
YCR009C	YBR160W	YNL068C	tu	p	-0.14
YCR009C	YBR234C	YOR181W	p	p	-0.272
YCR024C-A	YBR198C	YNL216W	tu	p	-0.1851
YCR025C	YBR198C	YNL216W	tu	p	-0.1668
YCR031C	YBR049C	YNL216W	tu	td	-0.3007
YCR053W	YBR077C	YKL112W	tu	tu	-0.131
YCR053W	YBR118W	YML126C	p	p	-0.1821
YCR063W	YAL032C	YDL209C	p	p	-0.4015
YCR063W	YAL032C	YER013W	p	p	-0.4015
YCR063W	YAL032C	YLL036C	p	p	-0.4015
YCR063W	YAL032C	YMR213W	p	p	-0.4015
YCR063W	YBR055C	YER172C	p	p	-0.1733
YCR063W	YBR055C	YHR165C	p	p	-0.1733
YCR063W	YBR056W	YPR152C	p	p	-0.1325
YCR063W	YBR065C	YDL209C	p	p	-0.3029
YCR063W	YBR065C	YLL036C	p	p	-0.3029
YCR063W	YBR065C	YMR213W	p	p	-0.3029
YCR066W	YBR114W	YDR510W	p	p	-0.2178
YCR073C	YBR049C	YMR117C	p	td	-0.1265
YCR077C	YBR135W	YIL131C	tu	tu	-0.2899
YCR077C	YBR290W	YPL240C	p	p	-0.2631
YCR086W	YBL097W	YLR086W	p	p	-0.6693
YCR086W	YBR010W	YDR224C	p	p	-0.171
YCR086W	YBR010W	YDR227W	p	p	-0.171
YCR086W	YBR010W	YPR018W	p	p	-0.171
YCR086W	YBR103W	YDR227W	p	p	-0.2235
YCR088W	YBL007C	YBR160W	ku	ku	-0.4422
YCR088W	YBL007C	YDR388W	p	p	-0.4422
YCR088W	YBL007C	YFR024C-A	p	p	-0.4422
YCR088W	YBL007C	YHR016C	p	p	-0.4422
YCR088W	YBL007C	YIL095W	ku	ku	-0.4422
YCR088W	YBL007C	YIL095W	p	ku	-0.4422
YCR088W	YBL007C	YIL095W	ku	p	-0.4422
YCR088W	YBL007C	YIL095W	p	p	-0.4422
YCR088W	YBL007C	YNL020C	ku	ku	-0.4422
YCR088W	YBL007C	YNL020C	p	ku	-0.4422
YCR088W	YBL007C	YNL020C	ku	p	-0.4422
YCR088W	YBL007C	YNL020C	p	p	-0.4422
YCR088W	YBL007C	YNL094W	p	p	-0.4422
YCR088W	YBL007C	YNL106C	p	p	-0.4422
YCR088W	YBL007C	YOR181W	p	p	-0.4422
YCR088W	YBL007C	YPR171W	p	p	-0.4422
YCR088W	YBL047C	YIL095W	ku	ku	-0.1373
YCR088W	YBL047C	YIL095W	p	ku	-0.1373
YCR088W	YBL047C	YNL020C	ku	ku	-0.1373
YCR088W	YBL047C	YNL020C	p	ku	-0.1373
YCR088W	YBL047C	YPL031C	ku	ku	-0.1373
YCR095C	YBL105C	YBR049C	tu	tu	-0.6422
YDL005C	YBR078W	YKL112W	tu	tu	-0.1388
YDL006W	YBR038W	YHR030C	ku	ku	-0.2536
YDL006W	YBR133C	YDR507C	p	ku	-0.4403
YDL006W	YBR133C	YNL298W	p	ku	-0.4403
YDL007W	YBR171W	YBR049C	tu	tu	-0.1801
YDL007W	YBR272C	YDL147W	p	p	-0.4525
YDL007W	YBR272C	YDR363W-A	p	p	-0.4525
YDL007W	YBR272C	YDR394W	p	p	-0.4525
YDL007W	YBR272C	YFR004W	p	p	-0.4525
YDL007W	YBR272C	YGL004C	p	p	-0.4525
YDL007W	YBR272C	YGL048C	p	p	-0.4525
YDL007W	YBR272C	YGR232W	p	p	-0.4525
YDL007W	YBR272C	YHR200W	p	p	-0.4525
YDL007W	YBR272C	YIL075C	p	p	-0.4525
YDL007W	YBR272C	YKL145W	p	p	-0.4525
YDL007W	YBR272C	YOR117W	p	p	-0.4525
YDL007W	YBR272C	YPR108W	p	p	-0.4525
YDL008W	YBL084C	YDR118W	p	p	-0.3248
YDL008W	YBL084C	YDR260C	p	p	-0.3248
YDL008W	YBL084C	YFR036W	p	p	-0.3248
YDL008W	YBL084C	YGL240W	p	p	-0.3248
YDL008W	YBL084C	YHR166C	p	p	-0.3248
YDL008W	YBL084C	YKL022C	p	p	-0.3248
YDL008W	YBL084C	YLR102C	p	p	-0.3248
YDL008W	YBL084C	YLR127C	p	p	-0.3248
YDL008W	YBL084C	YNL172W	p	p	-0.3248
YDL008W	YBL084C	YOR249C	p	p	-0.3248
YDL013W	YBR121C	YDR510W	p	p	-0.1562
YDL017W	YAR007C	YBL023C	kd	p	-0.1755
YDL017W	YAR007C	YBL023C	p	p	-0.1755
YDL017W	YAR007C	YDL056W	tu	tu	-0.1755
YDL017W	YAR007C	YLR103C	kd	p	-0.1755
YDL017W	YBR060C	YBR160W	ku	ku	-0.3298
YDL017W	YBR060C	YBR160W	ku	p	-0.3298
YDL017W	YBR060C	YDR052C	kd	p	-0.3298
YDL017W	YBR060C	YDR052C	p	p	-0.3298
YDL017W	YBR060C	YNL068C	tu	p	-0.3298
YDL017W	YBR133C	YNL068C	tu	tu	-0.2293
YDL020C	YBL041W	YDL147W	td	p	-0.5689
YDL020C	YBL041W	YER012W	td	p	-0.5689
YDL020C	YBL041W	YER094C	td	p	-0.5689
YDL020C	YBL041W	YFR004W	td	p	-0.5689
YDL020C	YBL041W	YFR050C	td	p	-0.5689
YDL020C	YBL041W	YGR253C	td	p	-0.5689
YDL020C	YBL041W	YMR314W	td	p	-0.5689
YDL020C	YBL058W	YDL126C	td	p	-0.5169
YDL020C	YBL058W	YFL044C	td	p	-0.5169
YDL020C	YBR272C	YDL007W	td	p	-0.1956
YDL020C	YBR272C	YDL097C	td	p	-0.1956
YDL020C	YBR272C	YDL147W	td	p	-0.1956
YDL020C	YBR272C	YDR394W	td	p	-0.1956
YDL020C	YBR272C	YDR427W	td	p	-0.1956
YDL020C	YBR272C	YER021W	td	p	-0.1956
YDL020C	YBR272C	YFR004W	td	p	-0.1956
YDL020C	YBR272C	YFR052W	p	p	-0.1956
YDL020C	YBR272C	YFR052W	td	p	-0.1956
YDL020C	YBR272C	YGL048C	td	p	-0.1956
YDL020C	YBR272C	YHR200W	p	p	-0.1956
YDL020C	YBR272C	YHR200W	td	p	-0.1956
YDL020C	YBR272C	YIL075C	p	p	-0.1956
YDL020C	YBR272C	YIL075C	td	p	-0.1956
YDL020C	YBR272C	YKL145W	td	p	-0.1956
YDL020C	YBR272C	YOR259C	td	p	-0.1956
YDL020C	YBR272C	YOR261C	td	p	-0.1956
YDL020C	YBR272C	YOR362C	td	p	-0.1956
YDL020C	YCR024C	YKL117W	td	p	-0.2203
YDL028C	YAL019W	YBR160W	ku	ku	-0.1744
YDL028C	YAL019W	YBR160W	ku	p	-0.1744
YDL028C	YBR107C	YIR010W	kd	p	-0.3114
YDL028C	YCR065W	YBR160W	ku	ku	-0.2003
YDL028C	YCR065W	YBR160W	ku	p	-0.2003
YDL029W	YBL061C	YHR030C	p	ku	-0.1394
YDL029W	YBR015C	YHR030C	p	ku	-0.1805
YDL029W	YBR108W	YDR388W	p	p	-0.1619
YDL029W	YBR234C	YIL062C	p	p	-0.3138
YDL029W	YBR234C	YIL095W	ku	ku	-0.3138
YDL029W	YBR234C	YIL095W	p	ku	-0.3138
YDL029W	YBR234C	YJR065C	p	p	-0.3138
YDL029W	YBR234C	YKL013C	p	p	-0.3138
YDL029W	YBR234C	YKL129C	p	p	-0.3138
YDL029W	YBR234C	YLR337C	p	p	-0.3138
YDL029W	YBR234C	YLR370C	p	p	-0.3138
YDL029W	YBR234C	YMR109W	p	p	-0.3138
YDL029W	YBR234C	YNR035C	p	p	-0.3138
YDL029W	YBR234C	YOR181W	p	p	-0.3138
YDL029W	YBR260C	YHR030C	p	ku	-0.1666
YDL029W	YCR009C	YDR388W	p	p	-0.1904
YDL029W	YCR009C	YOR181W	p	p	-0.1904
YDL029W	YCR063W	YPR152C	p	p	-0.1388
YDL029W	YCR088W	YDR388W	p	p	-0.2928
YDL029W	YCR088W	YFL039C	p	p	-0.2928
YDL029W	YCR088W	YIL095W	ku	ku	-0.2928
YDL029W	YCR088W	YIL095W	p	ku	-0.2928
YDL029W	YCR088W	YIL095W	ku	p	-0.2928
YDL029W	YCR088W	YIL095W	p	p	-0.2928
YDL029W	YCR088W	YJR065C	p	p	-0.2928
YDL029W	YCR088W	YMR109W	p	p	-0.2928
YDL029W	YCR088W	YOR181W	p	p	-0.2928
YDL030W	YBR119W	YLL036C	p	p	-0.2427
YDL030W	YBR119W	YOR308C	p	p	-0.2427
YDL030W	YBR119W	YPL213W	p	p	-0.2427
YDL035C	YBR080C	YKL112W	tu	tu	-0.1927
YDL035C	YCL005W	YKL112W	tu	tu	-0.1291
YDL035C	YCR003W	YKL112W	tu	tu	-0.1365
YDL043C	YBR119W	YKL074C	p	p	-0.3731
YDL043C	YBR119W	YLL036C	p	p	-0.3731
YDL043C	YBR119W	YOR308C	p	p	-0.3731
YDL043C	YBR119W	YPL213W	p	p	-0.3731
YDL056W	YBR133C	YDR507C	td	ku	-0.2017
YDL056W	YBR133C	YJL187C	td	ku	-0.2017
YDL056W	YBR133C	YJL187C	td	p	-0.2017
YDL064W	YBR098W	YMR001C	ku	p	-0.3137
YDL070W	YBR161W	YKL112W	tu	tu	-0.1218
YDL083C	YBR105C	YNL216W	tu	tu	-0.1332
YDL084W	YAR002W	YDR381W	p	p	-0.1353
YDL084W	YCR077C	YIL131C	tu	tu	-0.5453
YDL087C	YBR119W	YGR013W	p	p	-0.5053
YDL087C	YBR119W	YHR086W	p	p	-0.5053
YDL087C	YBR119W	YPL213W	p	p	-0.5053
YDL088C	YBL079W	YKL068W	p	p	-0.3975
YDL088C	YBL079W	YML031W	p	p	-0.3975
YDL088C	YBL079W	YMR047C	p	p	-0.3975
YDL088C	YBL079W	YMR129W	p	p	-0.3975
YDL088C	YBL079W	YMR153W	p	p	-0.3975
YDL088C	YBR160W	YJL106W	ku	kd	-0.1241
YDL088C	YBR160W	YJL106W	ku	ku	-0.1241
YDL088C	YBR160W	YMR129W	p	kd	-0.1241
YDL088C	YBR160W	YMR129W	p	p	-0.1241
YDL088C	YBR160W	YMR153W	p	kd	-0.1241
YDL097C	YBL084C	YBR049C	tu	tu	-0.2142
YDL097C	YBR017C	YBR049C	tu	tu	-0.1581
YDL097C	YBR017C	YHL030W	p	p	-0.1581
YDL097C	YBR171W	YBR049C	tu	tu	-0.2916
YDL097C	YBR175W	YDL020C	tu	tu	-0.1499
YDL098C	YBL026W	YER172C	p	p	-0.1328
YDL098C	YBR152W	YER172C	p	p	-0.5009
YDL098C	YBR152W	YGR075C	p	p	-0.5009
YDL100C	YBR173C	YDL020C	tu	tu	-0.1536
YDL101C	YAR007C	YBL088C	ku	ku	-0.2513
YDL101C	YAR007C	YBR136W	ku	ku	-0.2513
YDL101C	YAR007C	YBR136W	ku	p	-0.2513
YDL101C	YAR007C	YDL056W	tu	tu	-0.2513
YDL101C	YAR007C	YDR510W	p	p	-0.2513
YDL101C	YBL039C	YDR510W	p	p	-0.1968
YDL102W	YBL051C	YPL153C	ku	ku	-0.1259
YDL102W	YBL051C	YPL153C	ku	p	-0.1259
YDL106C	YBR030W	YKL112W	tu	tu	-0.1817
YDL106C	YBR036C	YBR161W	td	p	-0.1989
YDL108W	YBR009C	YLR071C	kd	p	-0.2017
YDL108W	YBR253W	YDL140C	kd	p	-0.2585
YDL108W	YBR253W	YDL140C	p	p	-0.2585
YDL108W	YBR253W	YLR071C	kd	p	-0.2585
YDL108W	YBR253W	YPL248C	kd	p	-0.2585
YDL115C	YBR154C	YDL140C	p	p	-0.248
YDL115C	YBR154C	YIL021W	p	p	-0.248
YDL115C	YBR154C	YOL005C	p	p	-0.248
YDL115C	YBR154C	YOR116C	p	p	-0.248
YDL115C	YBR154C	YOR151C	p	p	-0.248
YDL117W	YCL032W	YER118C	p	p	-0.1875
YDL122W	YBL041W	YKL112W	tu	tu	-0.2033
YDL122W	YBR029C	YKL112W	tu	tu	-0.2247
YDL125C	YBR017C	YBR049C	tu	tu	-0.1295
YDL125C	YBR237W	YBR049C	tu	tu	-0.1863
YDL126C	YAL026C	YNL271C	p	p	-0.2046
YDL126C	YBL058W	YDL020C	tu	tu	-0.564
YDL126C	YBL058W	YDL190C	p	p	-0.564
YDL126C	YBL058W	YFL044C	p	p	-0.564
YDL126C	YBL058W	YKL213C	p	p	-0.564
YDL126C	YBR106W	YDR510W	p	p	-0.3243
YDL126C	YBR173C	YDL020C	tu	tu	-0.4398
YDL126C	YBR173C	YER012W	p	p	-0.4398
YDL126C	YCR053W	YIL030C	p	p	-0.1736
YDL127W	YBR038W	YHR030C	ku	ku	-0.1428
YDL136W	YBR160W	YDR146C	tu	kd	-0.1868
YDL136W	YBR160W	YDR146C	tu	p	-0.1868
YDL136W	YBR198C	YNL216W	tu	p	-0.1725
YDL139C	YBR009C	YKL049C	p	p	-0.9102
YDL139C	YBR009C	YNL030W	p	p	-0.9102
YDL139C	YBR156C	YGR140W	p	p	-0.2339
YDL140C	YAL001C	YGR047C	p	p	-0.1546
YDL140C	YAL032C	YDR510W	p	p	-0.1326
YDL140C	YBL071W-A	YGR200C	p	p	-0.1363
YDL140C	YBL071W-A	YLR384C	p	p	-0.1363
YDL140C	YBR154C	YDR404C	p	p	-0.4227
YDL140C	YBR154C	YER139C	p	p	-0.4227
YDL140C	YBR154C	YGL070C	p	p	-0.4227
YDL140C	YBR154C	YGR005C	p	p	-0.4227
YDL140C	YBR154C	YGR063C	p	p	-0.4227
YDL140C	YBR154C	YGR186W	p	p	-0.4227
YDL140C	YBR154C	YGR200C	p	p	-0.4227
YDL140C	YBR154C	YHR143W-A	p	p	-0.4227
YDL140C	YBR154C	YIL021W	p	p	-0.4227
YDL140C	YBR154C	YJL140W	p	p	-0.4227
YDL140C	YBR154C	YJL168C	p	p	-0.4227
YDL140C	YBR154C	YJR072C	p	p	-0.4227
YDL140C	YBR154C	YLR384C	p	p	-0.4227
YDL140C	YBR154C	YML010W	p	p	-0.4227
YDL140C	YBR154C	YOL005C	p	p	-0.4227
YDL140C	YBR154C	YOR151C	p	p	-0.4227
YDL140C	YBR154C	YOR224C	p	p	-0.4227
YDL140C	YBR154C	YPL129W	p	p	-0.4227
YDL140C	YBR154C	YPR093C	p	p	-0.4227
YDL140C	YBR154C	YPR187W	p	p	-0.4227
YDL145C	YBR080C	YGL137W	p	p	-0.1843
YDL145C	YBR080C	YKL112W	tu	tu	-0.1843
YDL146W	YBR234C	YKL129C	p	p	-0.1349
YDL146W	YBR234C	YMR109W	p	p	-0.1349
YDL147W	YBR017C	YHL030W	p	p	-0.1251
YDL147W	YBR080C	YDR427W	p	p	-0.1718
YDL147W	YBR080C	YFR004W	p	p	-0.1718
YDL147W	YBR080C	YHR200W	p	p	-0.1718
YDL148C	YBL079W	YGR128C	p	p	-0.2798
YDL148C	YCL031C	YDR299W	p	p	-0.1553
YDL148C	YCR057C	YDR299W	p	p	-0.1928
YDL148C	YCR057C	YGR128C	p	p	-0.1928
YDL148C	YCR057C	YJR002W	p	p	-0.1928
YDL148C	YCR057C	YOR310C	p	p	-0.1928
YDL148C	YCR057C	YPL217C	p	p	-0.1928
YDL149W	YCR093W	YAL021C	p	p	-0.1243
YDL150W	YBL076C	YDR510W	p	p	-0.1203
YDL150W	YBR123C	YGR047C	p	p	-0.2362
YDL150W	YBR154C	YOR116C	p	p	-0.343
YDL150W	YBR154C	YOR207C	p	p	-0.343
YDL153C	YCL059C	YJR002W	p	p	-0.2053
YDL155W	YBL058W	YBR049C	tu	tu	-0.1499
YDL156W	YAR007C	YMR106C	p	p	-0.1229
YDL156W	YAR007C	YNL031C	p	p	-0.1229
YDL165W	YCR093W	YAL021C	p	p	-0.5433
YDL165W	YCR093W	YDR443C	p	p	-0.5433
YDL165W	YCR093W	YER068W	p	p	-0.5433
YDL165W	YCR093W	YIL038C	p	p	-0.5433
YDL165W	YCR093W	YNL025C	p	p	-0.5433
YDL165W	YCR093W	YNL288W	p	p	-0.5433
YDL165W	YCR093W	YNR052C	p	p	-0.5433
YDL165W	YCR093W	YPR072W	p	p	-0.5433
YDL168W	YBR071W	YOR028C	tu	tu	-0.158
