node_a	node_b	node_c	type_ac	type_bc	genetic_interaction_score
YNL138W	YML121W	YHR114W	p	p	-0.1428
YNL138W	YMR092C	YFL039C	p	p	-0.3722
YNL140C	YCL011C	YML062C	p	p	-0.132
YNL140C	YDL084W	YML062C	p	p	-0.7119
YNL140C	YDR381W	YML062C	p	p	-0.711
YNL146W	YDR225W	YOR038C	tu	tu	-0.1222
YNL147W	YBL026W	YCR077C	p	p	-0.4647
YNL147W	YBL026W	YDL160C	p	p	-0.4647
YNL147W	YBL026W	YDR378C	p	p	-0.4647
YNL147W	YBL026W	YER112W	p	p	-0.4647
YNL147W	YBL026W	YER146W	p	p	-0.4647
YNL147W	YBL026W	YER172C	p	p	-0.4647
YNL147W	YBL026W	YGL173C	p	p	-0.4647
YNL147W	YBL026W	YJL124C	p	p	-0.4647
YNL147W	YBL026W	YJR022W	p	p	-0.4647
YNL147W	YBL026W	YLR438C-A	p	p	-0.4647
YNL147W	YBL026W	YMR268C	p	p	-0.4647
YNL147W	YBL026W	YOL149W	p	p	-0.4647
YNL147W	YBR049C	YER146W	p	td	-0.4858
YNL147W	YBR049C	YJL124C	p	td	-0.4858
YNL147W	YBR152W	YER172C	p	p	-0.2578
YNL147W	YDL098C	YER172C	p	p	-0.1447
YNL147W	YDR172W	YOL149W	p	p	-0.1606
YNL147W	YDR378C	YBL026W	p	p	-0.4374
YNL147W	YDR378C	YCR077C	p	p	-0.4374
YNL147W	YDR378C	YDL160C	p	p	-0.4374
YNL147W	YDR378C	YER112W	p	p	-0.4374
YNL147W	YDR378C	YER146W	p	p	-0.4374
YNL147W	YDR378C	YER172C	p	p	-0.4374
YNL147W	YDR378C	YGL173C	p	p	-0.4374
YNL147W	YDR378C	YJL124C	p	p	-0.4374
YNL147W	YDR378C	YJR022W	p	p	-0.4374
YNL147W	YDR378C	YLR438C-A	p	p	-0.4374
YNL147W	YDR378C	YMR268C	p	p	-0.4374
YNL147W	YDR378C	YOL149W	p	p	-0.4374
YNL147W	YDR381W	YGL173C	p	p	-0.4124
YNL147W	YDR473C	YER172C	p	p	-0.4794
YNL147W	YDR473C	YJR022W	p	p	-0.4794
YNL147W	YDR473C	YLR438C-A	p	p	-0.4794
YNL147W	YDR473C	YPR178W	p	p	-0.4794
YNL147W	YER112W	YBL026W	p	p	-0.6284
YNL147W	YER112W	YCR077C	p	p	-0.6284
YNL147W	YER112W	YDL160C	p	p	-0.6284
YNL147W	YER112W	YDR378C	p	p	-0.6284
YNL147W	YER112W	YER146W	p	p	-0.6284
YNL147W	YER112W	YER172C	p	p	-0.6284
YNL147W	YER112W	YGL173C	p	p	-0.6284
YNL147W	YER112W	YJL124C	p	p	-0.6284
YNL147W	YER112W	YJR022W	p	p	-0.6284
YNL147W	YER112W	YLR438C-A	p	p	-0.6284
YNL147W	YER112W	YMR268C	p	p	-0.6284
YNL147W	YER112W	YOL149W	p	p	-0.6284
YNL147W	YGL238W	YDL160C	p	p	-0.4571
YNL147W	YJR050W	YER172C	p	p	-0.1588
YNL147W	YLR117C	YER172C	p	p	-0.248
YNL147W	YLR438C-A	YBL026W	p	p	-0.5889
YNL147W	YLR438C-A	YCR077C	p	p	-0.5889
YNL147W	YLR438C-A	YDL160C	p	p	-0.5889
YNL147W	YLR438C-A	YDR378C	p	p	-0.5889
YNL147W	YLR438C-A	YER112W	p	p	-0.5889
YNL147W	YLR438C-A	YER146W	p	p	-0.5889
YNL147W	YLR438C-A	YER172C	p	p	-0.5889
YNL147W	YLR438C-A	YGL173C	p	p	-0.5889
YNL147W	YLR438C-A	YJL124C	p	p	-0.5889
YNL147W	YLR438C-A	YJR022W	p	p	-0.5889
YNL147W	YLR438C-A	YMR268C	p	p	-0.5889
YNL147W	YLR438C-A	YOL149W	p	p	-0.5889
YNL147W	YLR438C-A	YPR178W	p	p	-0.5889
YNL147W	YMR268C	YBL026W	p	p	-0.4473
YNL147W	YMR268C	YDR378C	p	p	-0.4473
YNL147W	YMR268C	YER112W	p	p	-0.4473
YNL147W	YMR268C	YER146W	p	p	-0.4473
YNL147W	YMR268C	YJR022W	p	p	-0.4473
YNL147W	YMR268C	YLR438C-A	p	p	-0.4473
YNL149C	YBR029C	YKL112W	tu	tu	-0.2074
YNL149C	YCL025C	YDR207C	tu	tu	-0.1612
YNL149C	YCR053W	YKL112W	tu	tu	-0.2199
YNL149C	YDL190C	YKL112W	tu	tu	-0.3433
YNL149C	YGL019W	YKL112W	tu	p	-0.219
YNL149C	YHL028W	YKL112W	tu	tu	-0.1523
YNL149C	YHL029C	YKL112W	tu	tu	-0.1711
YNL149C	YJR046W	YKL112W	tu	tu	-0.1823
YNL149C	YMR197C	YKL112W	tu	tu	-0.1287
YNL151C	YDR045C	YJL011C	p	p	-0.5695
YNL151C	YDR045C	YNR003C	p	p	-0.5695
YNL151C	YDR045C	YOR116C	p	p	-0.5695
YNL151C	YDR045C	YOR207C	p	p	-0.5695
YNL152W	YAL024C	YBR160W	p	ku	-0.2153
YNL152W	YAL024C	YBR160W	p	p	-0.2153
YNL152W	YAL024C	YFR028C	p	p	-0.2153
YNL152W	YBL007C	YBR160W	p	ku	-0.56
YNL152W	YBL007C	YDR388W	p	p	-0.56
YNL152W	YBL007C	YFR024C-A	p	p	-0.56
YNL152W	YBL007C	YHR016C	p	p	-0.56
YNL152W	YBL023C	YBR160W	p	ku	-0.1241
YNL152W	YBR135W	YBR160W	p	ku	-0.1366
YNL152W	YBR135W	YBR160W	p	p	-0.1366
YNL152W	YCL032W	YER118C	p	p	-0.1349
YNL152W	YCR009C	YDR388W	p	p	-0.494
YNL152W	YDL117W	YER118C	p	p	-0.7874
YNL152W	YDL117W	YMR032W	p	p	-0.7874
YNL152W	YDR388W	YBL007C	p	p	-0.4074
YNL152W	YER111C	YBR160W	p	ku	-0.278
YNL152W	YER111C	YBR160W	p	p	-0.278
YNL152W	YER120W	YBR160W	p	ku	-0.1484
YNL152W	YER133W	YBL007C	p	p	-0.2877
YNL152W	YER155C	YBR160W	p	ku	-0.3448
YNL152W	YGR092W	YBR038W	p	kd	-0.3706
YNL152W	YGR092W	YBR160W	p	kd	-0.3706
YNL152W	YGR092W	YBR160W	p	ku	-0.3706
YNL152W	YGR092W	YBR160W	p	p	-0.3706
YNL152W	YGR092W	YDL117W	p	kd	-0.3706
YNL152W	YGR092W	YFR028C	p	kd	-0.3706
YNL152W	YGR092W	YFR028C	p	p	-0.3706
YNL152W	YGR092W	YMR032W	p	kd	-0.3706
YNL152W	YGR092W	YMR032W	p	p	-0.3706
YNL152W	YGR092W	YPL242C	p	kd	-0.3706
YNL152W	YGR188C	YBR160W	p	ku	-0.1383
YNL152W	YHR030C	YBR038W	p	kd	-0.5453
YNL152W	YHR030C	YBR160W	p	ku	-0.5453
YNL152W	YHR030C	YBR160W	p	p	-0.5453
YNL152W	YHR107C	YMR032W	p	p	-0.218
YNL152W	YHR158C	YBR160W	p	ku	-0.1247
YNL152W	YHR158C	YBR160W	p	p	-0.1247
YNL152W	YHR164C	YBR160W	p	ku	-0.1863
YNL152W	YHR164C	YBR160W	p	p	-0.1863
YNL152W	YIL106W	YBR160W	p	ku	-0.3967
YNL152W	YIL106W	YBR160W	p	p	-0.3967
YNL152W	YIL106W	YFR028C	p	p	-0.3967
YNL152W	YIL106W	YMR032W	p	p	-0.3967
YNL152W	YIR006C	YBL007C	p	p	-0.2759
YNL152W	YIR023W	YBR160W	p	ku	-0.3164
YNL152W	YIR023W	YBR160W	p	p	-0.3164
YNL152W	YJL194W	YBR160W	p	ku	-0.1565
YNL152W	YJL194W	YBR160W	p	p	-0.1565
YNL152W	YJL194W	YFR024C-A	p	p	-0.1565
YNL152W	YJL194W	YFR028C	p	p	-0.1565
YNL152W	YLL021W	YBR160W	p	ku	-0.3014
YNL152W	YLL021W	YBR160W	p	p	-0.3014
YNL152W	YLR182W	YBR160W	p	ku	-0.1815
YNL152W	YLR182W	YBR160W	p	p	-0.1815
YNL152W	YLR182W	YBR160W	p	td	-0.1815
YNL152W	YLR182W	YER118C	p	td	-0.1815
YNL152W	YLR182W	YFR028C	p	p	-0.1815
YNL152W	YLR410W	YBR160W	p	ku	-0.3018
YNL152W	YMR033W	YBR160W	p	ku	-0.146
YNL153C	YBL007C	YDR388W	p	p	-0.3941
YNL153C	YBL007C	YJL020C	p	p	-0.3941
YNL153C	YBL007C	YLR200W	p	p	-0.3941
YNL153C	YBL104C	YJR127C	tu	tu	-0.2407
YNL153C	YBR049C	YBR171W	p	td	-0.6257
YNL153C	YBR049C	YBR234C	p	td	-0.6257
YNL153C	YBR049C	YGR078C	p	td	-0.6257
YNL153C	YBR049C	YJL020C	p	td	-0.6257
YNL153C	YBR049C	YJR127C	tu	td	-0.6257
YNL153C	YBR049C	YLR212C	p	td	-0.6257
YNL153C	YCL029C	YKR054C	p	p	-0.7055
YNL153C	YDR129C	YBR234C	p	p	-0.2781
YNL153C	YDR150W	YKR054C	p	p	-0.5511
YNL153C	YDR334W	YLR200W	p	p	-0.5472
YNL153C	YDR424C	YKR054C	p	p	-0.4047
YNL153C	YER155C	YGR078C	p	p	-0.1469
YNL153C	YGL093W	YKR054C	p	p	-0.2742
YNL153C	YGR200C	YNL298W	p	p	-0.138
YNL153C	YHR182W	YJL020C	p	p	-0.1205
YNL153C	YJL030W	YNL298W	p	ku	-0.7072
YNL153C	YJR053W	YGR078C	p	p	-0.5087
YNL153C	YJR066W	YDR293C	p	kd	-0.1585
YNL153C	YKL012W	YPR135W	p	p	-0.1501
YNL153C	YKL048C	YNL298W	p	kd	-0.1432
YNL153C	YLR212C	YGR078C	p	p	-0.1292
YNL153C	YLR212C	YLR200W	p	p	-0.1292
YNL153C	YLR212C	YML094W	p	p	-0.1292
YNL153C	YLR292C	YBR171W	p	p	-0.2832
YNL153C	YLR337C	YBR234C	p	p	-0.4246
YNL153C	YLR337C	YDR388W	p	p	-0.4246
YNL153C	YLR370C	YBR234C	p	p	-0.5244
YNL153C	YMR055C	YNL298W	p	ku	-0.4114
YNL153C	YMR109W	YBR234C	p	p	-0.2715
YNL153C	YMR109W	YDR388W	p	p	-0.2715
YNL153C	YMR109W	YGR078C	p	p	-0.2715
YNL153C	YMR109W	YJL020C	p	p	-0.2715
YNL153C	YMR109W	YNL298W	p	p	-0.2715
YNL153C	YMR299C	YKR054C	p	p	-0.45
YNL154C	YCR030C	YLL039C	p	p	-0.1705
YNL154C	YDR160W	YFR029W	kd	p	-0.1247
YNL154C	YHR135C	YBR021W	kd	kd	-0.8158
YNL154C	YHR135C	YCL032W	kd	kd	-0.8158
YNL154C	YHR135C	YDL226C	kd	kd	-0.8158
YNL154C	YHR135C	YDR028C	kd	kd	-0.8158
YNL154C	YHR135C	YDR264C	p	p	-0.8158
YNL154C	YHR135C	YEL062W	kd	kd	-0.8158
YNL154C	YHR135C	YER123W	kd	kd	-0.8158
YNL154C	YHR135C	YER123W	ku	kd	-0.8158
YNL154C	YHR135C	YER123W	kd	ku	-0.8158
YNL154C	YHR135C	YER123W	ku	ku	-0.8158
YNL154C	YHR135C	YFR029W	kd	kd	-0.8158
YNL154C	YHR135C	YGL008C	kd	kd	-0.8158
YNL154C	YHR135C	YHR107C	kd	kd	-0.8158
YNL154C	YHR135C	YLL039C	p	p	-0.8158
YNL154C	YHR135C	YMR036C	kd	kd	-0.8158
YNL154C	YHR135C	YMR153W	kd	kd	-0.8158
YNL154C	YHR135C	YOR014W	kd	kd	-0.8158
YNL154C	YHR194W	YDL056W	tu	tu	-0.1225
YNL154C	YLR417W	YLL039C	p	p	-0.1389
YNL154C	YMR001C	YGL190C	kd	kd	-0.1354
YNL154C	YMR001C	YHR107C	kd	kd	-0.1354
YNL154C	YMR001C	YMR036C	kd	kd	-0.1354
YNL154C	YMR001C	YMR036C	kd	p	-0.1354
YNL155W	YDL097C	YDL020C	tu	tu	-0.1341
YNL161W	YMR039C	YBR049C	tu	tu	-0.1766
YNL161W	YMR263W	YOL004W	kd	p	-0.1283
YNL166C	YJL186W	YBR083W	tu	tu	-0.1207
YNL166C	YJL186W	YLR182W	tu	tu	-0.1207
YNL166C	YLR342W	YHR030C	ku	ku	-0.1247
YNL169C	YBL013W	YBR049C	tu	tu	-0.2357
YNL169C	YBL051C	YBR049C	tu	tu	-0.2371
YNL169C	YBR131W	YBR049C	tu	tu	-0.37
YNL169C	YBR164C	YBR049C	tu	tu	-0.14
YNL169C	YGL087C	YBR049C	tu	tu	-0.238
YNL169C	YGR132C	YBR049C	tu	tu	-0.7093
YNL169C	YGR231C	YBR049C	tu	tu	-0.5369
YNL169C	YHL031C	YBR049C	tu	tu	-0.4602
YNL169C	YIL159W	YBR049C	tu	tu	-0.1832
YNL169C	YJL098W	YBR049C	tu	tu	-0.1954
YNL169C	YJR127C	YBR049C	tu	tu	-0.1256
YNL169C	YML001W	YBR049C	tu	tu	-0.4768
YNL172W	YBL084C	YDL008W	p	p	-0.5561
YNL172W	YBL084C	YDR118W	p	p	-0.5561
YNL172W	YBL084C	YDR260C	p	p	-0.5561
YNL172W	YBL084C	YFR036W	p	p	-0.5561
YNL172W	YBL084C	YGL240W	p	p	-0.5561
YNL172W	YBL084C	YHR166C	p	p	-0.5561
YNL172W	YBL084C	YIR025W	p	p	-0.5561
YNL172W	YBL084C	YKL022C	p	p	-0.5561
YNL172W	YBL084C	YLR102C	p	p	-0.5561
YNL172W	YBL084C	YLR127C	p	p	-0.5561
YNL172W	YBL084C	YMR001C	ku	ku	-0.5561
YNL172W	YBL084C	YOR249C	p	p	-0.5561
YNL172W	YBL097W	YMR001C	ku	ku	-0.1285
YNL172W	YBL097W	YNL068C	tu	tu	-0.1285
YNL172W	YBR082C	YDL008W	p	p	-0.7206
YNL172W	YDL008W	YBL084C	p	p	-0.2871
YNL172W	YDL008W	YDR118W	p	p	-0.2871
YNL172W	YDL008W	YDR260C	p	p	-0.2871
YNL172W	YDL008W	YFR036W	p	p	-0.2871
YNL172W	YDL008W	YGL240W	p	p	-0.2871
YNL172W	YDL008W	YHR166C	p	p	-0.2871
YNL172W	YDL008W	YKL022C	p	p	-0.2871
YNL172W	YDL008W	YLR102C	p	p	-0.2871
YNL172W	YDL008W	YLR127C	p	p	-0.2871
YNL172W	YDL008W	YOR249C	p	p	-0.2871
YNL172W	YDR118W	YBL084C	p	p	-0.5395
YNL172W	YDR118W	YDL008W	p	p	-0.5395
YNL172W	YDR118W	YDR260C	p	p	-0.5395
YNL172W	YDR118W	YFR036W	p	p	-0.5395
YNL172W	YDR118W	YGL240W	p	p	-0.5395
YNL172W	YDR118W	YHR166C	p	p	-0.5395
YNL172W	YDR118W	YIR025W	p	p	-0.5395
YNL172W	YDR118W	YKL022C	p	p	-0.5395
YNL172W	YDR118W	YLR102C	p	p	-0.5395
YNL172W	YDR118W	YLR127C	p	p	-0.5395
YNL172W	YDR118W	YMR001C	ku	ku	-0.5395
YNL172W	YDR118W	YOR249C	p	p	-0.5395
YNL172W	YDR146C	YNL068C	tu	tu	-0.6598
YNL172W	YDR263C	YNL068C	tu	tu	-0.1596
YNL172W	YER155C	YMR001C	ku	ku	-0.2379
YNL172W	YER161C	YHR166C	p	p	-0.2133
YNL172W	YFL008W	YMR001C	ku	ku	-0.1484
YNL172W	YFL008W	YMR001C	ku	p	-0.1484
YNL172W	YGL116W	YBL084C	p	p	-0.3483
YNL172W	YGL116W	YHR166C	p	p	-0.3483
YNL172W	YGL116W	YKL022C	p	p	-0.3483
YNL172W	YGL116W	YNL068C	tu	tu	-0.3483
YNL172W	YIL106W	YMR001C	ku	ku	-0.253
YNL172W	YJR076C	YMR001C	ku	ku	-0.3331
YNL172W	YJR076C	YMR001C	ku	p	-0.3331
YNL172W	YKL101W	YHR166C	p	kd	-0.5388
YNL172W	YKL101W	YMR001C	ku	kd	-0.5388
YNL172W	YLR086W	YMR001C	ku	ku	-0.1591
YNL172W	YLR300W	YNL068C	tu	tu	-0.3136
YNL172W	YMR043W	YNL068C	tu	p	-0.2383
YNL175C	YDR477W	YDL025C	ku	kd	-0.1309
YNL178W	YJR117W	YOR028C	tu	tu	-0.1343
YNL178W	YLR056W	YER111C	tu	tu	-0.2095
YNL178W	YLR056W	YOR028C	tu	tu	-0.2095
YNL178W	YLR342W	YER111C	tu	tu	-0.1551
YNL180C	YLR371W	YHR030C	ku	ku	-0.1395
YNL180C	YLR371W	YHR030C	ku	p	-0.1395
YNL180C	YLR371W	YJL095W	ku	ku	-0.1395
YNL182C	YGR245C	YCR072C	p	p	-0.5577
YNL182C	YGR245C	YHR085W	p	p	-0.5577
YNL182C	YGR245C	YHR197W	p	p	-0.5577
YNL182C	YGR245C	YJL122W	p	p	-0.5577
YNL183C	YDR207C	YKL112W	tu	tu	-0.1269
YNL183C	YKL048C	YDR477W	ku	kd	-0.1537
YNL183C	YKL048C	YDR477W	p	kd	-0.1537
YNL183C	YKL048C	YDR477W	ku	ku	-0.1537
YNL183C	YKL048C	YDR477W	p	ku	-0.1537
YNL185C	YBR095C	YBR049C	tu	tu	-0.1392
YNL185C	YKL081W	YBR049C	tu	tu	-0.1526
YNL185C	YKR048C	YBR049C	tu	tu	-0.1528
YNL185C	YMR183C	YBR049C	tu	tu	-0.1305
YNL185C	YMR306W	YBR049C	tu	tu	-0.1292
YNL186W	YDL213C	YBR049C	tu	tu	-0.1502
YNL186W	YJL124C	YBR049C	tu	tu	-0.5438
YNL189W	YDL084W	YDR510W	p	p	-0.1611
YNL189W	YDL140C	YDR510W	p	p	-0.3535
YNL189W	YDL140C	YKL130C	p	p	-0.3535
YNL189W	YDR002W	YLR293C	p	p	-0.6374
YNL189W	YDR159W	YMR047C	p	p	-0.159
YNL189W	YDR159W	YOR098C	p	p	-0.159
YNL189W	YDR207C	YKL112W	tu	tu	-0.3649
YNL189W	YDR510W	YKL112W	tu	p	-0.2652
YNL189W	YDR510W	YLR335W	p	p	-0.2652
YNL189W	YDR510W	YML060W	p	p	-0.2652
YNL189W	YDR510W	YPL020C	p	p	-0.2652
YNL189W	YER111C	YJL194W	p	td	-0.1217
YNL189W	YER111C	YPL153C	p	ku	-0.1217
YNL189W	YER111C	YPL153C	p	p	-0.1217
YNL189W	YER111C	YPR119W	p	p	-0.1217
YNL189W	YER111C	YPR119W	p	td	-0.1217
YNL189W	YER162C	YDR510W	p	p	-0.1828
YNL189W	YFL029C	YPR119W	p	kd	-0.1638
YNL189W	YFL033C	YKL112W	tu	tu	-0.2846
YNL189W	YGL086W	YAR002W	p	p	-0.2445
YNL189W	YGL092W	YDR192C	p	p	-0.3451
YNL189W	YGL092W	YGL172W	p	p	-0.3451
YNL189W	YGL092W	YGR119C	p	p	-0.3451
YNL189W	YGL092W	YKL068W	p	p	-0.3451
YNL189W	YGL092W	YLR347C	p	p	-0.3451
YNL189W	YGL092W	YMR047C	p	p	-0.3451
YNL189W	YGL092W	YPL020C	p	p	-0.3451
YNL189W	YGL097W	YLR293C	p	p	-0.2834
YNL189W	YGL097W	YLR335W	p	p	-0.2834
YNL189W	YGL164C	YLR293C	p	p	-0.1439
YNL189W	YGR119C	YDR192C	p	p	-0.2037
YNL189W	YGR119C	YGL172W	p	p	-0.2037
YNL189W	YGR119C	YKL068W	p	p	-0.2037
YNL189W	YGR119C	YKL112W	tu	tu	-0.2037
YNL189W	YGR119C	YLR335W	p	p	-0.2037
YNL189W	YGR119C	YLR347C	p	p	-0.2037
YNL189W	YGR119C	YMR047C	p	p	-0.2037
YNL189W	YHR196W	YKL112W	tu	tu	-0.5158
YNL189W	YHR200W	YKL112W	tu	tu	-0.5291
YNL189W	YHR200W	YLR293C	p	p	-0.5291
YNL189W	YJR042W	YDR192C	p	p	-0.6335
YNL189W	YJR042W	YGL172W	p	p	-0.6335
YNL189W	YJR042W	YGR119C	p	p	-0.6335
YNL189W	YJR042W	YKL068W	p	p	-0.6335
YNL189W	YJR042W	YKL112W	tu	tu	-0.6335
YNL189W	YJR042W	YLR293C	p	p	-0.6335
YNL189W	YJR042W	YMR047C	p	p	-0.6335
YNL189W	YJR046W	YKL112W	tu	tu	-0.1783
YNL189W	YJR074W	YLR293C	p	p	-0.4165
YNL189W	YJR093C	YIL035C	ku	ku	-0.2119
YNL189W	YJR093C	YIL035C	ku	p	-0.2119
YNL189W	YJR093C	YOR061W	ku	ku	-0.2119
YNL189W	YJR093C	YOR061W	ku	p	-0.2119
YNL189W	YKL089W	YIL035C	ku	ku	-0.3177
YNL189W	YKL089W	YIL035C	ku	p	-0.3177
YNL189W	YKL089W	YOR061W	ku	ku	-0.3177
YNL189W	YKL089W	YOR061W	ku	p	-0.3177
YNL189W	YKL139W	YMR125W	p	p	-0.1937
YNL189W	YKL139W	YPL178W	p	p	-0.1937
YNL189W	YLR045C	YMR001C	ku	ku	-0.7697
YNL189W	YLR045C	YMR001C	p	ku	-0.7697
YNL189W	YLR293C	YAR002W	p	p	-0.6344
YNL189W	YLR293C	YDR192C	p	p	-0.6344
YNL189W	YLR293C	YGL097W	p	p	-0.6344
YNL189W	YLR293C	YGL238W	p	p	-0.6344
YNL189W	YLR293C	YKL112W	tu	tu	-0.6344
YNL189W	YLR293C	YLR347C	p	p	-0.6344
YNL189W	YLR335W	YAR002W	p	p	-0.6926
YNL189W	YLR335W	YDR192C	p	p	-0.6926
YNL189W	YLR335W	YDR510W	p	p	-0.6926
YNL189W	YLR335W	YGL097W	p	p	-0.6926
YNL189W	YLR335W	YGL172W	p	p	-0.6926
YNL189W	YLR335W	YGR119C	p	p	-0.6926
YNL189W	YLR335W	YKL068W	p	p	-0.6926
YNL189W	YLR335W	YLR347C	p	p	-0.6926
YNL189W	YLR335W	YMR047C	p	p	-0.6926
YNL189W	YLR335W	YPL020C	p	p	-0.6926
YNL189W	YLR335W	YPL153C	p	ku	-0.6926
YNL189W	YML065W	YJL194W	p	p	-0.1338
YNL189W	YML103C	YAR002W	p	p	-0.6594
YNL189W	YML103C	YKL068W	p	p	-0.6594
YNL189W	YML103C	YMR047C	p	p	-0.6594
YNL189W	YML103C	YOR098C	p	p	-0.6594
YNL189W	YMR076C	YMR001C	ku	ku	-0.4777
YNL189W	YMR076C	YMR001C	p	ku	-0.4777
YNL189W	YMR078C	YKL112W	tu	tu	-0.353
YNL189W	YMR129W	YGL172W	p	p	-0.1277
YNL189W	YMR129W	YGR119C	p	p	-0.1277
YNL189W	YMR129W	YKL068W	p	p	-0.1277
YNL189W	YMR129W	YKL112W	tu	tu	-0.1277
YNL189W	YMR129W	YMR047C	p	p	-0.1277
YNL189W	YMR153W	YLR347C	p	p	-0.6727
YNL189W	YMR153W	YMR047C	p	p	-0.6727
YNL189W	YMR153W	YPL020C	p	p	-0.6727
YNL189W	YMR190C	YDR510W	p	p	-0.1536
YNL189W	YMR190C	YPL153C	p	ku	-0.1536
YNL189W	YMR190C	YPL153C	p	p	-0.1536
YNL189W	YMR198W	YKL112W	tu	tu	-0.6502
YNL191W	YLR452C	YNL216W	tu	tu	-0.1314
YNL194C	YBR197C	YDR207C	tu	tu	-0.3662
YNL194C	YHL024W	YBR112C	tu	tu	-0.1816
YNL194C	YHL024W	YDR207C	tu	tu	-0.1816
YNL194C	YIR013C	YDR207C	tu	tu	-0.2363
YNL196C	YIL090W	YDR207C	tu	tu	-0.1485
YNL197C	YDL224C	YJL164C	ku	ku	-0.4107
YNL197C	YDR216W	YJL164C	ku	ku	-0.1463
YNL199C	YGR192C	YDR510W	td	p	-0.1747
YNL199C	YGR192C	YPL075W	p	tu	-0.1747
YNL206C	YBR009C	YBL008W	p	p	-0.604
YNL206C	YBR009C	YBL008W	p	tu	-0.604
YNL206C	YBR009C	YBR010W	p	p	-0.604
YNL206C	YBR009C	YBR195C	p	p	-0.604
YNL206C	YBR009C	YDR227W	p	p	-0.604
YNL206C	YBR009C	YFR037C	p	p	-0.604
YNL206C	YBR009C	YML102W	p	p	-0.604
YNL206C	YBR009C	YNL030W	p	p	-0.604
YNL206C	YBR009C	YNL031C	p	p	-0.604
YNL206C	YBR009C	YOR038C	p	tu	-0.604
YNL206C	YBR010W	YBL008W	p	p	-0.4119
YNL206C	YBR010W	YBL008W	p	tu	-0.4119
YNL206C	YBR010W	YBR009C	p	p	-0.4119
YNL206C	YBR010W	YBR195C	p	p	-0.4119
YNL206C	YBR010W	YDR227W	p	p	-0.4119
YNL206C	YBR010W	YFR037C	p	p	-0.4119
YNL206C	YBR010W	YGR270W	p	p	-0.4119
YNL206C	YBR010W	YML102W	p	p	-0.4119
YNL206C	YBR010W	YNL030W	p	p	-0.4119
YNL206C	YBR010W	YNL031C	p	p	-0.4119
YNL206C	YBR010W	YOR038C	p	p	-0.4119
YNL206C	YBR010W	YOR038C	p	tu	-0.4119
YNL206C	YBR195C	YBR009C	p	p	-0.1879
YNL206C	YBR195C	YBR010W	p	p	-0.1879
YNL206C	YBR195C	YML102W	p	p	-0.1879
YNL206C	YBR195C	YNL031C	p	p	-0.1879
YNL206C	YIR023W	YBR195C	p	td	-0.2418
YNL206C	YML102W	YBR009C	p	p	-0.3133
YNL206C	YML102W	YBR010W	p	p	-0.3133
YNL206C	YML102W	YBR195C	p	p	-0.3133
YNL206C	YML102W	YNL030W	p	p	-0.3133
YNL206C	YML102W	YNL031C	p	p	-0.3133
YNL206C	YNL031C	YBL008W	p	tu	-0.1335
YNL206C	YNL031C	YBR009C	p	p	-0.1335
YNL206C	YNL031C	YBR010W	p	p	-0.1335
YNL206C	YNL031C	YBR195C	p	p	-0.1335
YNL206C	YNL031C	YDR227W	p	p	-0.1335
YNL206C	YNL031C	YFL049W	p	p	-0.1335
YNL206C	YNL031C	YFR037C	p	p	-0.1335
YNL206C	YNL031C	YGR270W	p	p	-0.1335
YNL206C	YNL031C	YML102W	p	p	-0.1335
YNL206C	YNL031C	YNL030W	p	p	-0.1335
YNL206C	YNL031C	YOR038C	p	tu	-0.1335
YNL207W	YDR510W	YDR299W	p	p	-0.1704
YNL207W	YGR081C	YBR247C	kd	p	-0.1272
YNL207W	YGR081C	YBR247C	p	p	-0.1272
YNL207W	YKL171W	YPL204W	p	p	-0.5733
YNL207W	YMR307W	YNL309W	tu	tu	-0.1422
YNL209W	YDL229W	YAL005C	p	p	-0.9432
YNL209W	YDL229W	YBR169C	p	p	-0.9432
YNL209W	YDL229W	YDR028C	p	p	-0.9432
YNL209W	YDL229W	YDR477W	ku	ku	-0.9432
YNL209W	YDL229W	YDR477W	ku	p	-0.9432
YNL209W	YDL229W	YIL115C	p	p	-0.9432
YNL209W	YDL229W	YKL068W	p	p	-0.9432
YNL209W	YDL229W	YKR095W	p	p	-0.9432
YNL209W	YDL229W	YLR335W	p	p	-0.9432
YNL209W	YDL229W	YPL106C	p	p	-0.9432
YNL209W	YGL016W	YLR335W	p	p	-0.1375
YNL213C	YDL035C	YKL112W	tu	tu	-0.2516
YNL213C	YDR207C	YKL112W	tu	tu	-0.1627
YNL213C	YLR056W	YKL112W	tu	tu	-0.186
YNL213C	YLR293C	YKL112W	tu	tu	-0.1289
YNL213C	YMR297W	YKL112W	tu	tu	-0.1961
YNL215W	YDL002C	YDR190C	p	p	-0.2176
YNL215W	YDL002C	YFL013C	p	p	-0.2176
YNL215W	YDL002C	YOR141C	p	p	-0.2176
YNL215W	YDL002C	YPL235W	p	p	-0.2176
YNL215W	YDR127W	YPL235W	p	p	-0.6672
YNL215W	YFL045C	YPL235W	p	p	-0.1594
YNL215W	YMR043W	YDR190C	p	td	-0.2204
YNL216W	YAL011W	YDR510W	p	p	-0.3653
YNL216W	YBR109C	YGR034W	td	p	-0.2298
YNL216W	YBR109C	YIL149C	td	p	-0.2298
YNL216W	YBR109C	YLL051C	td	p	-0.2298
YNL216W	YBR114W	YDR510W	p	p	-0.2097
YNL216W	YBR147W	YEL009C	p	tu	-0.1257
