oln_id_a	oln_id_b	interaction_type	interaction_type_abbrev
YHR118C	YLL004W	protein-protein	p
YHR118C	YLR002C	protein-protein	p
YHR118C	YML065W	protein-protein	p
YHR118C	YNL261W	protein-protein	p
YHR118C	YPL001W	protein-protein	p
YHR118C	YPR120C	protein-protein	p
YHR118C	YPR162C	protein-protein	p
YHR119W	YAR003W	protein-protein	p
YHR119W	YBR010W	protein-protein	p
YHR119W	YBR175W	protein-protein	p
YHR119W	YBR258C	protein-protein	p
YHR119W	YDL140C	protein-protein	p
YHR119W	YDR469W	protein-protein	p
YHR119W	YGR113W	protein-protein	p
YHR119W	YKL018W	protein-protein	p
YHR119W	YLR015W	protein-protein	p
YHR119W	YLR288C	protein-protein	p
YHR119W	YNL031C	protein-protein	p
YHR119W	YPL138C	protein-protein	p
YHR121W	YDL160C	protein-protein	p
YHR121W	YGR178C	protein-protein	p
YHR121W	YPL240C	protein-protein	p
YHR122W	YDR267C	protein-protein	p
YHR122W	YHR164C	protein-protein	p
YHR122W	YIL128W	protein-protein	p
YHR123W	YNL130C	protein-protein	p
YHR124W	YJL106W	protein-protein	p
YHR127W	YDR381W	protein-protein	p
YHR128W	YHR152W	protein-protein	p
YHR128W	YNR012W	protein-protein	p
YHR129C	YDR106W	protein-protein	p
YHR129C	YLL049W	protein-protein	p
YHR129C	YMR294W	protein-protein	p
YHR129C	YPL174C	protein-protein	p
YHR130C	YPL228W	protein-protein	p
YHR131C	YER125W	protein-protein	p
YHR133C	YDR477W	protein-protein	p
YHR133C	YLR450W	protein-protein	p
YHR134W	YDL013W	protein-protein	p
YHR134W	YDR510W	protein-protein	p
YHR134W	YER012W	protein-protein	p
YHR135C	YBL032W	protein-protein	p
YHR135C	YDR264C	protein-protein	p
YHR135C	YGR281W	protein-protein	p
YHR135C	YJR104C	protein-protein	p
YHR135C	YLL039C	protein-protein	p
YHR135C	YOR177C	protein-protein	p
YHR135C	YOR344C	protein-protein	p
YHR135C	YPR115W	protein-protein	p
YHR136C	YJL198W	protein-protein	p
YHR142W	YBR023C	protein-protein	p
YHR143W-A	YBR010W	protein-protein	p
YHR143W-A	YBR154C	protein-protein	p
YHR143W-A	YDL140C	protein-protein	p
YHR143W-A	YDR404C	protein-protein	p
YHR143W-A	YER139C	protein-protein	p
YHR143W-A	YGL070C	protein-protein	p
YHR143W-A	YGR047C	protein-protein	p
YHR143W-A	YGR063C	protein-protein	p
YHR143W-A	YIL021W	protein-protein	p
YHR143W-A	YJL140W	protein-protein	p
YHR143W-A	YJL168C	protein-protein	p
YHR143W-A	YOL005C	protein-protein	p
YHR143W-A	YOR151C	protein-protein	p
YHR143W-A	YOR207C	protein-protein	p
YHR143W-A	YOR210W	protein-protein	p
YHR143W-A	YOR224C	protein-protein	p
YHR143W-A	YOR340C	protein-protein	p
YHR143W-A	YOR341W	protein-protein	p
YHR143W-A	YPR010C	protein-protein	p
YHR143W-A	YPR093C	protein-protein	p
YHR143W-A	YPR187W	protein-protein	p
YHR144C	YJL090C	protein-protein	p
YHR144C	YMR201C	protein-protein	p
YHR147C	YGR220C	protein-protein	p
YHR147C	YNL284C	protein-protein	p
YHR148W	YJR002W	protein-protein	p
YHR148W	YNL075W	protein-protein	p
YHR148W	YOR078W	protein-protein	p
YHR148W	YOR310C	protein-protein	p
YHR149C	YBR160W	protein-protein	p
YHR150W	YBR168W	protein-protein	p
YHR152W	YDR110W	protein-protein	p
YHR152W	YDR267C	protein-protein	p
YHR152W	YER032W	protein-protein	p
YHR152W	YHR073W	protein-protein	p
YHR152W	YHR128W	protein-protein	p
YHR152W	YJL168C	protein-protein	p
YHR152W	YJR148W	protein-protein	p
YHR152W	YLR016C	protein-protein	p
YHR152W	YLR132C	protein-protein	p
YHR152W	YLR288C	protein-protein	p
YHR152W	YMR308C	protein-protein	p
YHR152W	YPR118W	protein-protein	p
YHR152W	YPR152C	protein-protein	p
YHR154W	YBR089C-A	protein-protein	p
YHR154W	YBR228W	protein-protein	p
YHR154W	YDR225W	protein-protein	p
YHR154W	YEL019C	protein-protein	p
YHR154W	YER038C	protein-protein	p
YHR154W	YJL047C	protein-protein	p
YHR154W	YJL090C	protein-protein	p
YHR154W	YLR135W	protein-protein	p
YHR154W	YLR320W	protein-protein	p
YHR154W	YLR383W	protein-protein	p
YHR154W	YML023C	protein-protein	p
YHR154W	YMR190C	protein-protein	p
YHR154W	YOL034W	protein-protein	p
YHR154W	YPR164W	protein-protein	p
YHR156C	YHR165C	protein-protein	p
YHR156C	YOR238W	protein-protein	p
YHR157W	YHL022C	protein-protein	p
YHR157W	YLR329W	protein-protein	p
YHR158C	YAL024C	protein-protein	p
YHR158C	YBR160W	protein-protein	p
YHR158C	YDR122W	protein-protein	p
YHR158C	YER155C	protein-protein	p
YHR158C	YER167W	protein-protein	p
YHR158C	YGR238C	protein-protein	p
YHR158C	YJL187C	protein-protein	p
YHR158C	YLL021W	protein-protein	p
YHR158C	YLR096W	protein-protein	p
YHR158C	YLR452C	protein-protein	p
YHR158C	YOR233W	protein-protein	p
YHR158C	YPL155C	protein-protein	p
YHR158C	YPR119W	protein-protein	p
YHR159W	YBR160W	protein-protein	p
YHR160C	YDR142C	protein-protein	p
YHR160C	YGL153W	protein-protein	p
YHR160C	YIL160C	protein-protein	p
YHR160C	YLR191W	protein-protein	p
YHR161C	YGL206C	protein-protein	p
YHR161C	YGR167W	protein-protein	p
YHR161C	YIL095W	protein-protein	p
YHR161C	YIR006C	protein-protein	p
YHR162W	YGL080W	protein-protein	p
YHR164C	YAL019W	protein-protein	p
YHR164C	YAR007C	protein-protein	p
YHR164C	YBR160W	protein-protein	p
YHR164C	YDR300C	protein-protein	p
YHR164C	YHR122W	protein-protein	p
YHR164C	YJL173C	protein-protein	p
YHR164C	YKL113C	protein-protein	p
YHR164C	YNL312W	protein-protein	p
YHR165C	YBL026W	protein-protein	p
YHR165C	YBL074C	protein-protein	p
YHR165C	YBR055C	protein-protein	p
YHR165C	YBR102C	protein-protein	p
YHR165C	YCR063W	protein-protein	p
YHR165C	YDL209C	protein-protein	p
YHR165C	YDR213W	protein-protein	p
YHR165C	YDR378C	protein-protein	p
YHR165C	YDR416W	protein-protein	p
YHR165C	YDR473C	protein-protein	p
YHR165C	YDR482C	protein-protein	p
YHR165C	YER146W	protein-protein	p
YHR165C	YER172C	protein-protein	p
YHR165C	YGL120C	protein-protein	p
YHR165C	YGR021W	protein-protein	p
YHR165C	YGR074W	protein-protein	p
YHR165C	YHR156C	protein-protein	p
YHR165C	YIL061C	protein-protein	p
YHR165C	YIR004W	protein-protein	p
YHR165C	YJR022W	protein-protein	p
YHR165C	YKL012W	protein-protein	p
YHR165C	YKL152C	protein-protein	p
YHR165C	YKL173W	protein-protein	p
YHR165C	YKR022C	protein-protein	p
YHR165C	YLL036C	protein-protein	p
YHR165C	YLR117C	protein-protein	p
YHR165C	YLR147C	protein-protein	p
YHR165C	YLR275W	protein-protein	p
YHR165C	YLR424W	protein-protein	p
YHR165C	YLR438C-A	protein-protein	p
YHR165C	YMR213W	protein-protein	p
YHR165C	YOR308C	protein-protein	p
YHR165C	YPL213W	protein-protein	p
YHR165C	YPR178W	protein-protein	p
YHR166C	YBL084C	protein-protein	p
YHR166C	YDL008W	protein-protein	p
YHR166C	YDR118W	protein-protein	p
YHR166C	YDR260C	protein-protein	p
YHR166C	YER161C	protein-protein	p
YHR166C	YFR036W	protein-protein	p
YHR166C	YGL003C	protein-protein	p
YHR166C	YGL116W	protein-protein	p
YHR166C	YGL240W	protein-protein	p
YHR166C	YIR025W	protein-protein	p
YHR166C	YKL022C	protein-protein	p
YHR166C	YLR102C	protein-protein	p
YHR166C	YLR127C	protein-protein	p
YHR166C	YNL172W	protein-protein	p
YHR166C	YOR249C	protein-protein	p
YHR166C	YPR119W	protein-protein	p
YHR167W	YCL011C	protein-protein	p
YHR167W	YDL084W	protein-protein	p
YHR167W	YDR138W	protein-protein	p
YHR167W	YDR381W	protein-protein	p
YHR167W	YML062C	protein-protein	p
YHR167W	YNL004W	protein-protein	p
YHR167W	YNL139C	protein-protein	p
YHR167W	YNL253W	protein-protein	p
YHR169W	YER036C	protein-protein	p
YHR169W	YLR153C	protein-protein	p
YHR169W	YNR054C	protein-protein	p
YHR170W	YBR267W	protein-protein	p
YHR170W	YDL229W	protein-protein	p
YHR170W	YDR101C	protein-protein	p
YHR170W	YGL099W	protein-protein	p
YHR170W	YHR197W	protein-protein	p
YHR170W	YLR074C	protein-protein	p
YHR170W	YMR080C	protein-protein	p
YHR170W	YNL227C	protein-protein	p
YHR170W	YPL169C	protein-protein	p
YHR170W	YPR016C	protein-protein	p
YHR171W	YBL078C	protein-protein	p
YHR171W	YBR217W	protein-protein	p
YHR171W	YLL042C	protein-protein	p
YHR171W	YNR007C	protein-protein	p
YHR172W	YAL047C	protein-protein	p
YHR172W	YDR356W	protein-protein	p
YHR172W	YIL149C	protein-protein	p
YHR172W	YLR045C	protein-protein	p
YHR172W	YLR212C	protein-protein	p
YHR172W	YNL126W	protein-protein	p
YHR174W	YER125W	protein-protein	p
YHR174W	YJL168C	protein-protein	p
YHR175W	YPL246C	protein-protein	p
YHR176W	YPL240C	protein-protein	p
YHR178W	YGL013C	protein-protein	p
YHR178W	YOL004W	protein-protein	p
YHR179W	YBR109C	protein-protein	p
YHR179W	YER125W	protein-protein	p
YHR179W	YFL039C	protein-protein	p
YHR179W	YKL012W	protein-protein	p
YHR181W	YBR205W	protein-protein	p
YHR182W	YFR024C-A	protein-protein	p
YHR182W	YHR016C	protein-protein	p
YHR182W	YJL020C	protein-protein	p
YHR183W	YER125W	protein-protein	p
YHR183W	YGR256W	protein-protein	p
YHR184W	YDL239C	protein-protein	p
YHR184W	YLR185W	protein-protein	p
YHR185C	YHR014W	protein-protein	p
YHR185C	YIL007C	protein-protein	p
YHR185C	YPL204W	protein-protein	p
YHR186C	YHR082C	protein-protein	p
YHR186C	YJR066W	protein-protein	p
YHR186C	YML121W	protein-protein	p
YHR186C	YMR028W	protein-protein	p
YHR186C	YNL006W	protein-protein	p
YHR186C	YNL076W	protein-protein	p
YHR186C	YPL180W	protein-protein	p
YHR186C	YPR165W	protein-protein	p
YHR187W	YBL021C	protein-protein	p
YHR187W	YDR510W	protein-protein	p
YHR187W	YGR200C	protein-protein	p
YHR187W	YKL110C	protein-protein	p
YHR187W	YLR384C	protein-protein	p
YHR187W	YMR312W	protein-protein	p
YHR187W	YPL086C	protein-protein	p
YHR187W	YPL101W	protein-protein	p
YHR188C	YDR331W	protein-protein	p
YHR188C	YDR434W	protein-protein	p
YHR188C	YLR088W	protein-protein	p
YHR190W	YGL001C	protein-protein	p
YHR190W	YGR060W	protein-protein	p
YHR190W	YLR100W	protein-protein	p
YHR191C	YBR087W	protein-protein	p
YHR191C	YCL016C	protein-protein	p
YHR191C	YJR068W	protein-protein	p
YHR191C	YMR078C	protein-protein	p
YHR191C	YNL290W	protein-protein	p
YHR191C	YOL094C	protein-protein	p
YHR193C	YBR082C	protein-protein	p
YHR193C	YDR252W	protein-protein	p
YHR193C	YDR510W	protein-protein	p
YHR193C	YGR134W	protein-protein	p
YHR193C	YKR039W	protein-protein	p
YHR193C	YLL039C	protein-protein	p
YHR193C	YPL037C	protein-protein	p
YHR193C	YPR088C	protein-protein	p
YHR195W	YAR042W	protein-protein	p
YHR195W	YDL015C	protein-protein	p
YHR195W	YEL013W	protein-protein	p
YHR196W	YDR324C	protein-protein	p
YHR196W	YDR398W	protein-protein	p
YHR196W	YGR128C	protein-protein	p
YHR196W	YJL109C	protein-protein	p
YHR196W	YJR002W	protein-protein	p
YHR196W	YMR093W	protein-protein	p
YHR196W	YOR310C	protein-protein	p
YHR196W	YPL126W	protein-protein	p
YHR196W	YPL217C	protein-protein	p
YHR196W	YPL266W	protein-protein	p
YHR196W	YPR112C	protein-protein	p
YHR197W	YCR072C	protein-protein	p
YHR197W	YDL136W	protein-protein	p
YHR197W	YDL191W	protein-protein	p
YHR197W	YDR101C	protein-protein	p
YHR197W	YER006W	protein-protein	p
YHR197W	YER126C	protein-protein	p
YHR197W	YFL002C	protein-protein	p
YHR197W	YGR103W	protein-protein	p
YHR197W	YGR245C	protein-protein	p
YHR197W	YHR052W	protein-protein	p
YHR197W	YHR085W	protein-protein	p
YHR197W	YHR170W	protein-protein	p
YHR197W	YJL122W	protein-protein	p
YHR197W	YKL009W	protein-protein	p
YHR197W	YKR063C	protein-protein	p
YHR197W	YLR002C	protein-protein	p
YHR197W	YLR009W	protein-protein	p
YHR197W	YLR074C	protein-protein	p
YHR197W	YLR075W	protein-protein	p
YHR197W	YLR106C	protein-protein	p
YHR197W	YMR290C	protein-protein	p
YHR197W	YNL002C	protein-protein	p
YHR197W	YNL110C	protein-protein	p
YHR197W	YNL182C	protein-protein	p
YHR197W	YNR053C	protein-protein	p
YHR197W	YOL077C	protein-protein	p
YHR197W	YOL127W	protein-protein	p
YHR197W	YOR063W	protein-protein	p
YHR197W	YPL093W	protein-protein	p
YHR197W	YPL131W	protein-protein	p
YHR197W	YPL146C	protein-protein	p
YHR197W	YPR016C	protein-protein	p
YHR199C-A	YBR156C	protein-protein	p
YHR199C-A	YJR089W	protein-protein	p
YHR199C-A	YPL209C	protein-protein	p
YHR200W	YBL025W	protein-protein	p
YHR200W	YBR080C	protein-protein	p
YHR200W	YBR272C	protein-protein	p
YHR200W	YDL007W	protein-protein	p
YHR200W	YDL020C	protein-protein	p
YHR200W	YDL097C	protein-protein	p
YHR200W	YDL147W	protein-protein	p
YHR200W	YDR363W-A	protein-protein	p
YHR200W	YDR394W	protein-protein	p
YHR200W	YDR427W	protein-protein	p
YHR200W	YEL009C	protein-protein	p
YHR200W	YEL037C	protein-protein	p
YHR200W	YER012W	protein-protein	p
YHR200W	YER021W	protein-protein	p
YHR200W	YFL045C	protein-protein	p
YHR200W	YFR004W	protein-protein	p
YHR200W	YFR010W	protein-protein	p
YHR200W	YFR052W	protein-protein	p
YHR200W	YGL004C	protein-protein	p
YHR200W	YGL048C	protein-protein	p
YHR200W	YGR232W	protein-protein	p
YHR200W	YHL030W	protein-protein	p
YHR200W	YHR027C	protein-protein	p
YHR200W	YKL145W	protein-protein	p
YHR200W	YLL039C	protein-protein	p
YHR200W	YLR293C	protein-protein	p
YHR200W	YLR421C	protein-protein	p
YHR200W	YML092C	protein-protein	p
YHR200W	YMR276W	protein-protein	p
YHR200W	YMR314W	protein-protein	p
YHR200W	YOR117W	protein-protein	p
YHR200W	YOR259C	protein-protein	p
YHR200W	YOR261C	protein-protein	p
YHR200W	YOR303W	protein-protein	p
YHR200W	YPL031C	protein-protein	p
YHR200W	YPR108W	protein-protein	p
YHR201C	YDR170C	protein-protein	p
YHR202W	YKL012W	protein-protein	p
YHR203C	YCL059C	protein-protein	p
YHR203C	YDR117C	protein-protein	p
YHR204W	YCL043C	protein-protein	p
YHR205W	YDR005C	protein-protein	p
YHR205W	YDR477W	protein-protein	p
YHR205W	YDR490C	protein-protein	p
YHR205W	YFL033C	protein-protein	p
YHR205W	YGR262C	protein-protein	p
YHR205W	YJR066W	protein-protein	p
YHR205W	YNL167C	protein-protein	p
YHR206W	YCR093W	protein-protein	p
YHR206W	YDL056W	protein-protein	p
YHR206W	YDL235C	protein-protein	p
YHR206W	YGL073W	protein-protein	p
YHR206W	YIL147C	protein-protein	p
YHR207C	YBR009C	protein-protein	p
YHR208W	YJR148W	protein-protein	p
YHR214C-C	YDR477W	protein-protein	p
YHR214W	YMR047C	protein-protein	p
YHR216W	YGR262C	protein-protein	p
YIL001W	YOL133W	protein-protein	p
YIL002W-A	YDR130C	protein-protein	p
YIL003W	YGL091C	protein-protein	p
YIL004C	YBL078C	protein-protein	p
YIL004C	YDL145C	protein-protein	p
YIL004C	YDL192W	protein-protein	p
YIL004C	YDL195W	protein-protein	p
YIL004C	YDR100W	protein-protein	p
YIL004C	YDR189W	protein-protein	p
YIL004C	YFR051C	protein-protein	p
YIL004C	YGL137W	protein-protein	p
YIL004C	YIL076W	protein-protein	p
YIL004C	YIL109C	protein-protein	p
YIL004C	YKL196C	protein-protein	p
YIL004C	YLR026C	protein-protein	p
YIL004C	YLR078C	protein-protein	p
YIL004C	YLR268W	protein-protein	p
YIL004C	YNL287W	protein-protein	p
YIL004C	YPL010W	protein-protein	p
YIL004C	YPL218W	protein-protein	p
YIL004C	YPR181C	protein-protein	p
YIL005W	YDR113C	protein-protein	p
YIL007C	YBL041W	protein-protein	p
YIL007C	YDR394W	protein-protein	p
YIL007C	YGL004C	protein-protein	p
YIL007C	YGL048C	protein-protein	p
YIL007C	YGR232W	protein-protein	p
YIL007C	YHR185C	protein-protein	p
YIL007C	YKR022C	protein-protein	p
YIL007C	YOR117W	protein-protein	p
YIL007C	YOR259C	protein-protein	p
YIL008W	YGL211W	protein-protein	p
YIL008W	YHR111W	protein-protein	p
YIL008W	YNL119W	protein-protein	p
YIL009C-A	YLR318W	protein-protein	p
YIL009W	YPL058C	protein-protein	p
YIL010W	YKL117W	protein-protein	p
YIL016W	YAL005C	protein-protein	p
YIL016W	YDL229W	protein-protein	p
YIL017C	YBR105C	protein-protein	p
YIL017C	YGL227W	protein-protein	p
YIL017C	YMR135C	protein-protein	p
YIL018W	YDR101C	protein-protein	p
YIL018W	YGR103W	protein-protein	p
YIL018W	YNL216W	protein-protein	p
YIL019W	YCL059C	protein-protein	p
YIL019W	YKL082C	protein-protein	p
YIL020C	YJL080C	protein-protein	p
YIL021W	YBR109C	protein-protein	p
YIL021W	YBR154C	protein-protein	p
YIL021W	YBR193C	protein-protein	p
YIL021W	YBR279W	protein-protein	p
YIL021W	YDL005C	protein-protein	p
YIL021W	YDL115C	protein-protein	p
YIL021W	YDL140C	protein-protein	p
YIL021W	YDR404C	protein-protein	p
YIL021W	YDR432W	protein-protein	p
YIL021W	YER022W	protein-protein	p
YIL021W	YER139C	protein-protein	p
YIL021W	YER148W	protein-protein	p
YIL021W	YFL039C	protein-protein	p
YIL021W	YGL025C	protein-protein	p
YIL021W	YGL070C	protein-protein	p
YIL021W	YGL207W	protein-protein	p
YIL021W	YGR005C	protein-protein	p
YIL021W	YGR063C	protein-protein	p
YIL021W	YGR104C	protein-protein	p
YIL021W	YGR186W	protein-protein	p
YIL021W	YGR200C	protein-protein	p
YIL021W	YHR143W-A	protein-protein	p
YIL021W	YJL140W	protein-protein	p
YIL021W	YJL168C	protein-protein	p
YIL021W	YJR072C	protein-protein	p
YIL021W	YLR071C	protein-protein	p
YIL021W	YLR384C	protein-protein	p
YIL021W	YML010W	protein-protein	p
YIL021W	YNL113W	protein-protein	p
YIL021W	YNL251C	protein-protein	p
YIL021W	YNR010W	protein-protein	p
YIL021W	YOL005C	protein-protein	p
YIL021W	YOL135C	protein-protein	p
YIL021W	YOR151C	protein-protein	p
YIL021W	YOR156C	protein-protein	p
YIL021W	YOR174W	protein-protein	p
YIL021W	YOR210W	protein-protein	p
YIL021W	YOR224C	protein-protein	p
YIL021W	YPL129W	protein-protein	p
YIL021W	YPR093C	protein-protein	p
YIL021W	YPR187W	protein-protein	p
YIL022W	YGR033C	protein-protein	p
YIL022W	YJL104W	protein-protein	p
YIL022W	YJL143W	protein-protein	p
YIL022W	YJR045C	protein-protein	p
YIL022W	YLR008C	protein-protein	p
YIL022W	YNR017W	protein-protein	p
YIL022W	YOR232W	protein-protein	p
YIL026C	YDL003W	protein-protein	p
YIL026C	YDR014W	protein-protein	p
YIL026C	YDR180W	protein-protein	p
YIL026C	YFL008W	protein-protein	p
YIL026C	YFR027W	protein-protein	p
YIL026C	YIL126W	protein-protein	p
YIL026C	YJL074C	protein-protein	p
YIL026C	YMR076C	protein-protein	p
YIL027C	YBR004C	protein-protein	p
YIL027C	YDR100W	protein-protein	p
YIL027C	YJL192C	protein-protein	p
YIL030C	YBR056W	protein-protein	p
YIL030C	YBR299W	protein-protein	p
YIL030C	YCL043C	protein-protein	p
YIL030C	YCL047C	protein-protein	p
YIL030C	YCR016W	protein-protein	p
YIL030C	YCR053W	protein-protein	p
YIL030C	YDL051W	protein-protein	p
YIL030C	YDL086W	protein-protein	p
YIL030C	YDL126C	protein-protein	p
YIL030C	YDL230W	protein-protein	p
YIL030C	YER070W	protein-protein	p
YIL030C	YER152C	protein-protein	p
YIL030C	YGL039W	protein-protein	p
YIL030C	YGL062W	protein-protein	p
YIL030C	YGL184C	protein-protein	p
YIL030C	YGL245W	protein-protein	p
YIL030C	YGR111W	protein-protein	p
YIL030C	YGR287C	protein-protein	p
YIL030C	YHR009C	protein-protein	p
YIL030C	YHR063C	protein-protein	p
YIL030C	YHR112C	protein-protein	p
YIL030C	YIL060W	protein-protein	p
YIL030C	YIL070C	protein-protein	p
YIL030C	YIR034C	protein-protein	p
YIL030C	YJL167W	protein-protein	p
YIL030C	YJL218W	protein-protein	p
YIL030C	YJR019C	protein-protein	p
YIL030C	YJR096W	protein-protein	p
YIL030C	YKL209C	protein-protein	p
YIL030C	YKR097W	protein-protein	p
YIL030C	YLL039C	protein-protein	p
YIL030C	YLR027C	protein-protein	p
YIL030C	YLR208W	protein-protein	p
YIL030C	YLR231C	protein-protein	p
YIL030C	YLR262C	protein-protein	p
YIL030C	YLR293C	protein-protein	p
YIL030C	YLR460C	protein-protein	p
YIL030C	YML013W	protein-protein	p
YIL030C	YML035C	protein-protein	p
YIL030C	YML048W	protein-protein	p
YIL030C	YMR004W	protein-protein	p
YIL030C	YMR022W	protein-protein	p
YIL030C	YMR041C	protein-protein	p
YIL030C	YMR092C	protein-protein	p
YIL030C	YMR110C	protein-protein	p
YIL030C	YMR120C	protein-protein	p
YIL030C	YMR146C	protein-protein	p
YIL030C	YMR205C	protein-protein	p
YIL030C	YMR264W	protein-protein	p
YIL030C	YMR304W	protein-protein	p
YIL030C	YNL045W	protein-protein	p
YIL030C	YNL117W	protein-protein	p
YIL030C	YNL220W	protein-protein	p
YIL030C	YNR033W	protein-protein	p
YIL030C	YNR034W	protein-protein	p
YIL030C	YOR056C	protein-protein	p
YIL030C	YOR143C	protein-protein	p
YIL030C	YOR209C	protein-protein	p
YIL030C	YOR251C	protein-protein	p
YIL030C	YOR323C	protein-protein	p
YIL030C	YOR335C	protein-protein	p
YIL030C	YPL023C	protein-protein	p
YIL030C	YPL171C	protein-protein	p
YIL030C	YPL222W	protein-protein	p
YIL030C	YPL281C	protein-protein	p
YIL030C	YPR035W	protein-protein	p
YIL030C	YPR135W	protein-protein	p
YIL030C	YPR160W	protein-protein	p
YIL031W	YBR160W	protein-protein	p
YIL031W	YCR086W	protein-protein	p
YIL031W	YDR091C	protein-protein	p
YIL031W	YFR001W	protein-protein	p
YIL031W	YHR052W	protein-protein	p
YIL031W	YLR449W	protein-protein	p
YIL031W	YML074C	protein-protein	p
YIL031W	YMR001C	protein-protein	p
YIL031W	YOR061W	protein-protein	p
YIL031W	YOR224C	protein-protein	p
YIL033C	YER133W	protein-protein	p
YIL033C	YJL164C	protein-protein	p
YIL033C	YJR017C	protein-protein	p
YIL033C	YKL166C	protein-protein	p
YIL033C	YPL203W	protein-protein	p
YIL034C	YBL049W	protein-protein	p
YIL034C	YGR080W	protein-protein	p
YIL034C	YIR003W	protein-protein	p
YIL034C	YKL007W	protein-protein	p
YIL034C	YLR171W	protein-protein	p
YIL034C	YOR181W	protein-protein	p
YIL035C	YDR005C	protein-protein	p
YIL035C	YDR043C	protein-protein	p
YIL035C	YDR135C	protein-protein	p
YIL035C	YDR346C	protein-protein	p
YIL035C	YER129W	protein-protein	p
YIL035C	YER164W	protein-protein	p
YIL035C	YFR028C	protein-protein	p
YIL035C	YGL019W	protein-protein	p
YIL035C	YGL207W	protein-protein	p
YIL035C	YJR093C	protein-protein	p
YIL035C	YKL020C	protein-protein	p
YIL035C	YKL088W	protein-protein	p
YIL035C	YKL089W	protein-protein	p
YIL035C	YKL112W	protein-protein	p
YIL035C	YKL160W	protein-protein	p
YIL035C	YLR403W	protein-protein	p
YIL035C	YML069W	protein-protein	p
YIL035C	YML074C	protein-protein	p
YIL035C	YNL088W	protein-protein	p
YIL035C	YNL131W	protein-protein	p
YIL035C	YOR039W	protein-protein	p
YIL035C	YOR061W	protein-protein	p
YIL035C	YPR143W	protein-protein	p
YIL038C	YAL021C	protein-protein	p
YIL038C	YCR093W	protein-protein	p
YIL038C	YDL165W	protein-protein	p
YIL038C	YER068W	protein-protein	p
YIL038C	YNL288W	protein-protein	p
YIL038C	YNR052C	protein-protein	p
YIL038C	YPR072W	protein-protein	p
YIL039W	YKR039W	protein-protein	p
YIL042C	YER178W	protein-protein	p
YIL042C	YGL059W	protein-protein	p
YIL043C	YGR032W	protein-protein	p
YIL043C	YHL007C	protein-protein	p
YIL045W	YLR258W	protein-protein	p
YIL046W	YDL132W	protein-protein	p
YIL046W	YDR054C	protein-protein	p
YIL046W	YDR328C	protein-protein	p
YIL046W	YJL187C	protein-protein	p
YIL046W	YLL039C	protein-protein	p
YIL046W	YNL103W	protein-protein	p
YIL046W	YOL133W	protein-protein	p
YIL047C	YLR039C	protein-protein	p
YIL047C	YOR212W	protein-protein	p
YIL048W	YDR264C	protein-protein	p
YIL050W	YBR160W	protein-protein	p
YIL050W	YDR140W	protein-protein	p
YIL050W	YGR233C	protein-protein	p
YIL050W	YPL031C	protein-protein	p
YIL053W	YDR510W	protein-protein	p
YIL053W	YFR014C	protein-protein	p
YIL060W	YER125W	protein-protein	p
YIL060W	YFL010C	protein-protein	p
YIL060W	YIL030C	protein-protein	p
YIL060W	YJL168C	protein-protein	p
YIL060W	YJR017C	protein-protein	p
YIL060W	YKL012W	protein-protein	p
YIL060W	YOR011W	protein-protein	p
YIL060W	YPR152C	protein-protein	p
YIL061C	YBR034C	protein-protein	p
YIL061C	YBR102C	protein-protein	p
YIL061C	YBR119W	protein-protein	p
YIL061C	YDR240C	protein-protein	p
YIL061C	YDR432W	protein-protein	p
YIL061C	YER172C	protein-protein	p
YIL061C	YFR024C-A	protein-protein	p
YIL061C	YGR013W	protein-protein	p
YIL061C	YHR016C	protein-protein	p
YIL061C	YHR086W	protein-protein	p
YIL061C	YHR165C	protein-protein	p
YIL061C	YKL012W	protein-protein	p
YIL061C	YML046W	protein-protein	p
YIL061C	YPL213W	protein-protein	p
YIL062C	YBR234C	protein-protein	p
YIL062C	YDL029W	protein-protein	p
YIL062C	YDR129C	protein-protein	p
YIL062C	YJR065C	protein-protein	p
YIL062C	YKL013C	protein-protein	p
YIL062C	YLR370C	protein-protein	p
YIL062C	YMR109W	protein-protein	p
YIL062C	YNR035C	protein-protein	p
YIL062C	YOR181W	protein-protein	p
YIL063C	YGL097W	protein-protein	p
YIL063C	YGR218W	protein-protein	p
YIL063C	YJL080C	protein-protein	p
YIL063C	YLR293C	protein-protein	p
YIL063C	YML121W	protein-protein	p
YIL065C	YCL056C	protein-protein	p
YIL065C	YJL112W	protein-protein	p
YIL065C	YKR036C	protein-protein	p
YIL065C	YLL001W	protein-protein	p
YIL066C	YER070W	protein-protein	p
YIL066C	YLR176C	protein-protein	p
YIL068C	YBR102C	protein-protein	p
YIL068C	YDR164C	protein-protein	p
YIL068C	YDR166C	protein-protein	p
YIL068C	YER008C	protein-protein	p
YIL068C	YGL233W	protein-protein	p
YIL068C	YGR009C	protein-protein	p
YIL068C	YJL085W	protein-protein	p
YIL068C	YLR166C	protein-protein	p
YIL068C	YPL145C	protein-protein	p
YIL068C	YPR055W	protein-protein	p
YIL070C	YBR146W	protein-protein	p
YIL070C	YHR059W	protein-protein	p
YIL070C	YIL030C	protein-protein	p
YIL070C	YIL105C	protein-protein	p
YIL070C	YML054C	protein-protein	p
YIL071C	YBR079C	protein-protein	p
YIL071C	YDL147W	protein-protein	p
YIL071C	YJR007W	protein-protein	p
