oln_id_a	oln_id_b	interaction_type	interaction_type_abbrev
YEL002C	YDR086C	protein-protein	p
YEL002C	YER087C-B	protein-protein	p
YEL002C	YGL022W	protein-protein	p
YEL002C	YGL226C-A	protein-protein	p
YEL002C	YIL076W	protein-protein	p
YEL002C	YJL002C	protein-protein	p
YEL002C	YLR350W	protein-protein	p
YEL002C	YLR378C	protein-protein	p
YEL002C	YML019W	protein-protein	p
YEL002C	YMR149W	protein-protein	p
YEL002C	YOR085W	protein-protein	p
YEL002C	YOR103C	protein-protein	p
YEL003W	YEL061C	protein-protein	p
YEL003W	YGR078C	protein-protein	p
YEL003W	YIL095W	protein-protein	p
YEL003W	YLR200W	protein-protein	p
YEL003W	YML094W	protein-protein	p
YEL003W	YNL153C	protein-protein	p
YEL003W	YOR269W	protein-protein	p
YEL003W	YPL174C	protein-protein	p
YEL003W	YPR135W	protein-protein	p
YEL005C	YDR357C	protein-protein	p
YEL005C	YEL013W	protein-protein	p
YEL005C	YGL079W	protein-protein	p
YEL005C	YNL086W	protein-protein	p
YEL007W	YDR510W	protein-protein	p
YEL009C	YBR081C	protein-protein	p
YEL009C	YBR198C	protein-protein	p
YEL009C	YBR289W	protein-protein	p
YEL009C	YDR145W	protein-protein	p
YEL009C	YDR176W	protein-protein	p
YEL009C	YDR308C	protein-protein	p
YEL009C	YDR392W	protein-protein	p
YEL009C	YDR448W	protein-protein	p
YEL009C	YDR510W	protein-protein	p
YEL009C	YER022W	protein-protein	p
YEL009C	YER040W	protein-protein	p
YEL009C	YER148W	protein-protein	p
YEL009C	YGL025C	protein-protein	p
YEL009C	YGL112C	protein-protein	p
YEL009C	YGR274C	protein-protein	p
YEL009C	YHR041C	protein-protein	p
YEL009C	YHR099W	protein-protein	p
YEL009C	YHR200W	protein-protein	p
YEL009C	YLL039C	protein-protein	p
YEL009C	YMR236W	protein-protein	p
YEL009C	YNL084C	protein-protein	p
YEL009C	YNL216W	protein-protein	p
YEL009C	YNR023W	protein-protein	p
YEL009C	YOL051W	protein-protein	p
YEL009C	YOR290C	protein-protein	p
YEL009C	YOR298C-A	protein-protein	p
YEL009C	YPL016W	protein-protein	p
YEL009C	YPL031C	protein-protein	p
YEL009C	YPL042C	protein-protein	p
YEL012W	YMR022W	protein-protein	p
YEL013W	YCL063W	protein-protein	p
YEL013W	YEL005C	protein-protein	p
YEL013W	YFL039C	protein-protein	p
YEL013W	YHR195W	protein-protein	p
YEL013W	YKL196C	protein-protein	p
YEL013W	YKR007W	protein-protein	p
YEL013W	YMR197C	protein-protein	p
YEL013W	YNL168C	protein-protein	p
YEL013W	YNL326C	protein-protein	p
YEL013W	YOR106W	protein-protein	p
YEL013W	YPR185W	protein-protein	p
YEL015W	YDL160C	protein-protein	p
YEL015W	YER035W	protein-protein	p
YEL015W	YGL173C	protein-protein	p
YEL015W	YJR022W	protein-protein	p
YEL015W	YNL118C	protein-protein	p
YEL015W	YOL149W	protein-protein	p
YEL015W	YPR129W	protein-protein	p
YEL016C	YBR034C	protein-protein	p
YEL017W	YNL293W	protein-protein	p
YEL018W	YBL003C	protein-protein	p
YEL018W	YDR359C	protein-protein	p
YEL018W	YFL024C	protein-protein	p
YEL018W	YFL039C	protein-protein	p
YEL018W	YGR002C	protein-protein	p
YEL018W	YHR090C	protein-protein	p
YEL018W	YHR099W	protein-protein	p
YEL018W	YJL081C	protein-protein	p
YEL018W	YJR082C	protein-protein	p
YEL018W	YNL107W	protein-protein	p
YEL018W	YNL136W	protein-protein	p
YEL018W	YOR244W	protein-protein	p
YEL018W	YPR023C	protein-protein	p
YEL019C	YDR288W	protein-protein	p
YEL019C	YGL241W	protein-protein	p
YEL019C	YHR154W	protein-protein	p
YEL019C	YOL034W	protein-protein	p
YEL020W-A	YBL030C	protein-protein	p
YEL020W-A	YBR091C	protein-protein	p
YEL020W-A	YDL217C	protein-protein	p
YEL020W-A	YHR005C-A	protein-protein	p
YEL020W-A	YKL195W	protein-protein	p
YEL020W-A	YOR297C	protein-protein	p
YEL022W	YAL026C	protein-protein	p
YEL022W	YDL192W	protein-protein	p
YEL024W	Q0105	protein-protein	p
YEL024W	YBL030C	protein-protein	p
YEL024W	YBL045C	protein-protein	p
YEL024W	YDL207W	protein-protein	p
YEL024W	YDR375C	protein-protein	p
YEL024W	YDR493W	protein-protein	p
YEL024W	YER107C	protein-protein	p
YEL024W	YML129C	protein-protein	p
YEL024W	YMR273C	protein-protein	p
YEL024W	YNR018W	protein-protein	p
YEL024W	YOR065W	protein-protein	p
YEL024W	YPR191W	protein-protein	p
YEL026W	YDL014W	protein-protein	p
YEL026W	YER172C	protein-protein	p
YEL026W	YLR197W	protein-protein	p
YEL026W	YOR310C	protein-protein	p
YEL026W	YPL193W	protein-protein	p
YEL027W	YDL185W	protein-protein	p
YEL027W	YGR105W	protein-protein	p
YEL027W	YHR026W	protein-protein	p
YEL027W	YOR270C	protein-protein	p
YEL027W	YPL234C	protein-protein	p
YEL030W	YOR232W	protein-protein	p
YEL032W	YBL023C	protein-protein	p
YEL032W	YBR160W	protein-protein	p
YEL032W	YBR202W	protein-protein	p
YEL032W	YCL061C	protein-protein	p
YEL032W	YDL017W	protein-protein	p
YEL032W	YDL042C	protein-protein	p
YEL032W	YDR013W	protein-protein	p
YEL032W	YDR489W	protein-protein	p
YEL032W	YFR028C	protein-protein	p
YEL032W	YGL113W	protein-protein	p
YEL032W	YGL201C	protein-protein	p
YEL032W	YIL150C	protein-protein	p
YEL032W	YJL072C	protein-protein	p
YEL032W	YJR046W	protein-protein	p
YEL032W	YLR103C	protein-protein	p
YEL032W	YLR274W	protein-protein	p
YEL032W	YNL273W	protein-protein	p
YEL032W	YOL146W	protein-protein	p
YEL032W	YPR019W	protein-protein	p
YEL032W	YPR119W	protein-protein	p
YEL032W	YPR135W	protein-protein	p
YEL034W	YBR079C	protein-protein	p
YEL034W	YHR068W	protein-protein	p
YEL034W	YJR047C	protein-protein	p
YEL034W	YJR070C	protein-protein	p
YEL034W	YLR069C	protein-protein	p
YEL034W	YLR340W	protein-protein	p
YEL034W	YPL111W	protein-protein	p
YEL034W	YPL237W	protein-protein	p
YEL036C	YCR043C	protein-protein	p
YEL036C	YDR245W	protein-protein	p
YEL036C	YJL183W	protein-protein	p
YEL036C	YJR075W	protein-protein	p
YEL036C	YLR026C	protein-protein	p
YEL036C	YLR342W	protein-protein	p
YEL036C	YPL050C	protein-protein	p
YEL036C	YPL094C	protein-protein	p
YEL037C	YBL057C	protein-protein	p
YEL037C	YBR193C	protein-protein	p
YEL037C	YDL126C	protein-protein	p
YEL037C	YDL140C	protein-protein	p
YEL037C	YDL190C	protein-protein	p
YEL037C	YDR394W	protein-protein	p
YEL037C	YDR427W	protein-protein	p
YEL037C	YER012W	protein-protein	p
YEL037C	YER143W	protein-protein	p
YEL037C	YER148W	protein-protein	p
YEL037C	YER162C	protein-protein	p
YEL037C	YFR004W	protein-protein	p
YEL037C	YFR052W	protein-protein	p
YEL037C	YGL048C	protein-protein	p
YEL037C	YGL150C	protein-protein	p
YEL037C	YGL207W	protein-protein	p
YEL037C	YHL025W	protein-protein	p
YEL037C	YHR027C	protein-protein	p
YEL037C	YHR200W	protein-protein	p
YEL037C	YIL075C	protein-protein	p
YEL037C	YIL148W	protein-protein	p
YEL037C	YKL145W	protein-protein	p
YEL037C	YLL039C	protein-protein	p
YEL037C	YMR201C	protein-protein	p
YEL037C	YMR276W	protein-protein	p
YEL037C	YOR117W	protein-protein	p
YEL037C	YOR157C	protein-protein	p
YEL037C	YOR259C	protein-protein	p
YEL037C	YPL096W	protein-protein	p
YEL037C	YPL122C	protein-protein	p
YEL040W	YDR272W	protein-protein	p
YEL041W	YJR049C	protein-protein	p
YEL043W	YBR200W	protein-protein	p
YEL043W	YGR089W	protein-protein	p
YEL044W	YER092W	protein-protein	p
YEL046C	YLL039C	protein-protein	p
YEL047C	YFL010C	protein-protein	p
YEL047C	YJL168C	protein-protein	p
YEL047C	YJR017C	protein-protein	p
YEL047C	YKL012W	protein-protein	p
YEL048C	YBR254C	protein-protein	p
YEL048C	YDR246W	protein-protein	p
YEL048C	YDR407C	protein-protein	p
YEL048C	YDR472W	protein-protein	p
YEL048C	YGR166W	protein-protein	p
YEL048C	YKR068C	protein-protein	p
YEL048C	YML077W	protein-protein	p
YEL048C	YMR218C	protein-protein	p
YEL048C	YOR115C	protein-protein	p
YEL051W	YBR127C	protein-protein	p
YEL051W	YDL185W	protein-protein	p
YEL051W	YDR202C	protein-protein	p
YEL051W	YDR328C	protein-protein	p
YEL051W	YGR020C	protein-protein	p
YEL051W	YHR039C-A	protein-protein	p
YEL051W	YJR033C	protein-protein	p
YEL051W	YKL080W	protein-protein	p
YEL051W	YMR054W	protein-protein	p
YEL051W	YOR270C	protein-protein	p
YEL051W	YOR332W	protein-protein	p
YEL051W	YPR036W	protein-protein	p
YEL053C	YCR020C-A	protein-protein	p
YEL053C	YPR051W	protein-protein	p
YEL054C	YDL081C	protein-protein	p
YEL054C	YDL130W	protein-protein	p
YEL054C	YDR382W	protein-protein	p
YEL054C	YGR178C	protein-protein	p
YEL054C	YLR075W	protein-protein	p
YEL054C	YOL039W	protein-protein	p
YEL054C	YOR293W	protein-protein	p
YEL056W	YBR009C	protein-protein	p
YEL056W	YHR118C	protein-protein	p
YEL056W	YJL115W	protein-protein	p
YEL056W	YLL004W	protein-protein	p
YEL056W	YLL022C	protein-protein	p
YEL056W	YML065W	protein-protein	p
YEL056W	YNL030W	protein-protein	p
YEL056W	YNL031C	protein-protein	p
YEL056W	YNL261W	protein-protein	p
YEL056W	YPL001W	protein-protein	p
YEL056W	YPR162C	protein-protein	p
YEL057C	YER021W	protein-protein	p
YEL059C-A	YMR150C	protein-protein	p
YEL060C	YCL052C	protein-protein	p
YEL061C	YEL003W	protein-protein	p
YEL061C	YER177W	protein-protein	p
YEL061C	YGR078C	protein-protein	p
YEL061C	YGR229C	protein-protein	p
YEL061C	YLL039C	protein-protein	p
YEL061C	YNL153C	protein-protein	p
YEL061C	YOR058C	protein-protein	p
YEL062W	YDR128W	protein-protein	p
YEL062W	YHL023C	protein-protein	p
YEL062W	YJR090C	protein-protein	p
YEL062W	YJR138W	protein-protein	p
YEL065W	YBR160W	protein-protein	p
YEL065W	YDR077W	protein-protein	p
YEL065W	YGL071W	protein-protein	p
YEL065W	YLL039C	protein-protein	p
YEL071W	YLL039C	protein-protein	p
YER001W	YIL103W	protein-protein	p
YER002W	YGR103W	protein-protein	p
YER002W	YHR066W	protein-protein	p
YER002W	YOL077C	protein-protein	p
YER002W	YPR016C	protein-protein	p
YER003C	YIR001C	protein-protein	p
YER005W	YPR036W	protein-protein	p
YER006W	YCL054W	protein-protein	p
YER006W	YCR072C	protein-protein	p
YER006W	YDL031W	protein-protein	p
YER006W	YDR101C	protein-protein	p
YER006W	YER110C	protein-protein	p
YER006W	YGL029W	protein-protein	p
YER006W	YGR103W	protein-protein	p
YER006W	YGR245C	protein-protein	p
YER006W	YHR052W	protein-protein	p
YER006W	YHR197W	protein-protein	p
YER006W	YJL122W	protein-protein	p
YER006W	YKL009W	protein-protein	p
YER006W	YLR002C	protein-protein	p
YER006W	YLR074C	protein-protein	p
YER006W	YLR106C	protein-protein	p
YER006W	YMR049C	protein-protein	p
YER006W	YMR290C	protein-protein	p
YER006W	YNL002C	protein-protein	p
YER006W	YNL061W	protein-protein	p
YER006W	YNR053C	protein-protein	p
YER006W	YOR206W	protein-protein	p
YER006W	YOR272W	protein-protein	p
YER006W	YPL093W	protein-protein	p
YER006W	YPL146C	protein-protein	p
YER006W	YPL211W	protein-protein	p
YER006W	YPR016C	protein-protein	p
YER007C-A	YJR014W	protein-protein	p
YER007W	YML085C	protein-protein	p
YER007W	YOR349W	protein-protein	p
YER008C	YBL085W	protein-protein	p
YER008C	YBR160W	protein-protein	p
YER008C	YDR166C	protein-protein	p
YER008C	YIL068C	protein-protein	p
YER008C	YJL085W	protein-protein	p
YER008C	YLR166C	protein-protein	p
YER008C	YLR229C	protein-protein	p
YER008C	YPR055W	protein-protein	p
YER008C	YPR165W	protein-protein	p
YER009W	YJL041W	protein-protein	p
YER009W	YLR293C	protein-protein	p
YER009W	YLR335W	protein-protein	p
YER011W	YPL178W	protein-protein	p
YER012W	YBL041W	protein-protein	p
YER012W	YBR082C	protein-protein	p
YER012W	YBR160W	protein-protein	p
YER012W	YBR173C	protein-protein	p
YER012W	YBR193C	protein-protein	p
YER012W	YDL007W	protein-protein	p
YER012W	YDL097C	protein-protein	p
YER012W	YDL126C	protein-protein	p
YER012W	YDL147W	protein-protein	p
YER012W	YDR363W-A	protein-protein	p
YER012W	YDR394W	protein-protein	p
YER012W	YDR427W	protein-protein	p
YER012W	YEL037C	protein-protein	p
YER012W	YER021W	protein-protein	p
YER012W	YER094C	protein-protein	p
YER012W	YFL007W	protein-protein	p
YER012W	YFR004W	protein-protein	p
YER012W	YFR010W	protein-protein	p
YER012W	YFR050C	protein-protein	p
YER012W	YFR052W	protein-protein	p
YER012W	YGL011C	protein-protein	p
YER012W	YGL048C	protein-protein	p
YER012W	YGR135W	protein-protein	p
YER012W	YGR253C	protein-protein	p
YER012W	YHL030W	protein-protein	p
YER012W	YHR027C	protein-protein	p
YER012W	YHR134W	protein-protein	p
YER012W	YHR200W	protein-protein	p
YER012W	YIL075C	protein-protein	p
YER012W	YJL001W	protein-protein	p
YER012W	YKL145W	protein-protein	p
YER012W	YKL206C	protein-protein	p
YER012W	YLL039C	protein-protein	p
YER012W	YLR199C	protein-protein	p
YER012W	YLR421C	protein-protein	p
YER012W	YML092C	protein-protein	p
YER012W	YMR276W	protein-protein	p
YER012W	YMR314W	protein-protein	p
YER012W	YOL038W	protein-protein	p
YER012W	YOR117W	protein-protein	p
YER012W	YOR157C	protein-protein	p
YER012W	YOR259C	protein-protein	p
YER012W	YOR261C	protein-protein	p
YER012W	YOR362C	protein-protein	p
YER012W	YPR103W	protein-protein	p
YER012W	YPR108W	protein-protein	p
YER013W	YAL032C	protein-protein	p
YER013W	YCR063W	protein-protein	p
YER013W	YDL209C	protein-protein	p
YER013W	YDR088C	protein-protein	p
YER013W	YDR167W	protein-protein	p
YER013W	YDR416W	protein-protein	p
YER013W	YKR086W	protein-protein	p
YER013W	YLL036C	protein-protein	p
YER013W	YLR117C	protein-protein	p
YER013W	YMR016C	protein-protein	p
YER013W	YMR213W	protein-protein	p
YER016W	YBR156C	protein-protein	p
YER016W	YCL029C	protein-protein	p
YER016W	YER177W	protein-protein	p
YER016W	YFR050C	protein-protein	p
YER016W	YLR045C	protein-protein	p
YER016W	YML085C	protein-protein	p
YER016W	YML124C	protein-protein	p
YER016W	YPL209C	protein-protein	p
YER016W	YPL269W	protein-protein	p
YER017C	YCR003W	protein-protein	p
YER017C	YGR132C	protein-protein	p
YER017C	YGR231C	protein-protein	p
YER017C	YMR089C	protein-protein	p
YER018C	YAL034W-A	protein-protein	p
YER018C	YDR318W	protein-protein	p
YER018C	YFR046C	protein-protein	p
YER018C	YIL144W	protein-protein	p
YER018C	YIR010W	protein-protein	p
YER018C	YJR112W	protein-protein	p
YER018C	YMR117C	protein-protein	p
YER018C	YOL069W	protein-protein	p
YER019C-A	YBR283C	protein-protein	p
YER019C-A	YML019W	protein-protein	p
YER020W	YAL056W	protein-protein	p
YER020W	YDL035C	protein-protein	p
YER020W	YGR281W	protein-protein	p
YER020W	YJL106W	protein-protein	p
YER020W	YOR371C	protein-protein	p
YER020W	YPR138C	protein-protein	p
YER021W	YBL057C	protein-protein	p
YER021W	YBR160W	protein-protein	p
YER021W	YBR168W	protein-protein	p
YER021W	YBR237W	protein-protein	p
YER021W	YBR272C	protein-protein	p
YER021W	YCL061C	protein-protein	p
YER021W	YDL097C	protein-protein	p
YER021W	YDL147W	protein-protein	p
YER021W	YDL199C	protein-protein	p
YER021W	YDR052C	protein-protein	p
YER021W	YDR275W	protein-protein	p
YER021W	YDR363W-A	protein-protein	p
YER021W	YDR379W	protein-protein	p
YER021W	YDR394W	protein-protein	p
YER021W	YEL057C	protein-protein	p
YER021W	YER012W	protein-protein	p
YER021W	YFR004W	protein-protein	p
YER021W	YFR052W	protein-protein	p
YER021W	YGL004C	protein-protein	p
YER021W	YGL027C	protein-protein	p
YER021W	YGR232W	protein-protein	p
YER021W	YHL030W	protein-protein	p
YER021W	YHR025W	protein-protein	p
YER021W	YHR027C	protein-protein	p
YER021W	YHR084W	protein-protein	p
YER021W	YHR200W	protein-protein	p
YER021W	YJL165C	protein-protein	p
YER021W	YJL207C	protein-protein	p
YER021W	YKL132C	protein-protein	p
YER021W	YKR101W	protein-protein	p
YER021W	YLL039C	protein-protein	p
YER021W	YLR338W	protein-protein	p
YER021W	YOR128C	protein-protein	p
YER021W	YOR261C	protein-protein	p
YER021W	YPL035C	protein-protein	p
YER021W	YPR108W	protein-protein	p
YER022W	YBL093C	protein-protein	p
YER022W	YBR193C	protein-protein	p
YER022W	YBR253W	protein-protein	p
YER022W	YDL005C	protein-protein	p
YER022W	YDL140C	protein-protein	p
YER022W	YDR146C	protein-protein	p
YER022W	YDR308C	protein-protein	p
YER022W	YDR404C	protein-protein	p
YER022W	YDR443C	protein-protein	p
YER022W	YDR448W	protein-protein	p
YER022W	YEL009C	protein-protein	p
YER022W	YER148W	protein-protein	p
YER022W	YGL025C	protein-protein	p
YER022W	YGL127C	protein-protein	p
YER022W	YGL151W	protein-protein	p
YER022W	YGR005C	protein-protein	p
YER022W	YGR104C	protein-protein	p
YER022W	YGR186W	protein-protein	p
YER022W	YHR041C	protein-protein	p
YER022W	YHR058C	protein-protein	p
YER022W	YIL021W	protein-protein	p
YER022W	YJL140W	protein-protein	p
YER022W	YLR071C	protein-protein	p
YER022W	YMR112C	protein-protein	p
YER022W	YNL236W	protein-protein	p
YER022W	YNR010W	protein-protein	p
YER022W	YOL005C	protein-protein	p
YER022W	YOL051W	protein-protein	p
YER022W	YOL135C	protein-protein	p
YER022W	YOR174W	protein-protein	p
YER022W	YPL042C	protein-protein	p
YER022W	YPL129W	protein-protein	p
YER022W	YPL248C	protein-protein	p
YER022W	YPR070W	protein-protein	p
YER023W	YBR109C	protein-protein	p
YER023W	YGL137W	protein-protein	p
YER023W	YLR291C	protein-protein	p
YER025W	YAL035W	protein-protein	p
YER025W	YBR079C	protein-protein	p
YER025W	YDR211W	protein-protein	p
YER025W	YDR429C	protein-protein	p
YER025W	YDR510W	protein-protein	p
YER025W	YGR083C	protein-protein	p
YER025W	YJR007W	protein-protein	p
YER025W	YLR215C	protein-protein	p
YER025W	YLR291C	protein-protein	p
YER025W	YOR260W	protein-protein	p
YER025W	YOR361C	protein-protein	p
YER025W	YPL237W	protein-protein	p
YER025W	YPR041W	protein-protein	p
YER027C	YDR477W	protein-protein	p
YER027C	YGL115W	protein-protein	p
YER027C	YJL089W	protein-protein	p
YER027C	YJL217W	protein-protein	p
YER027C	YNL183C	protein-protein	p
YER029C	YBL074C	protein-protein	p
YER029C	YDL209C	protein-protein	p
YER029C	YER112W	protein-protein	p
YER029C	YER172C	protein-protein	p
YER029C	YLL036C	protein-protein	p
YER029C	YLR117C	protein-protein	p
YER029C	YLR147C	protein-protein	p
YER029C	YLR438C-A	protein-protein	p
YER029C	YMR213W	protein-protein	p
YER029C	YPL151C	protein-protein	p
YER029C	YPL213W	protein-protein	p
YER029C	YPR101W	protein-protein	p
YER030W	YBL002W	protein-protein	p
YER030W	YDR224C	protein-protein	p
YER030W	YOL012C	protein-protein	p
YER031C	YER136W	protein-protein	p
YER031C	YGL198W	protein-protein	p
YER031C	YGR172C	protein-protein	p
YER031C	YJL204C	protein-protein	p
YER031C	YNL044W	protein-protein	p
YER031C	YNL263C	protein-protein	p
YER031C	YOR326W	protein-protein	p
YER031C	YPR017C	protein-protein	p
YER032W	YBL085W	protein-protein	p
YER032W	YBR160W	protein-protein	p
YER032W	YDR195W	protein-protein	p
YER032W	YDR510W	protein-protein	p
YER032W	YER114C	protein-protein	p
YER032W	YER118C	protein-protein	p
YER032W	YGR140W	protein-protein	p
YER032W	YHR152W	protein-protein	p
YER032W	YKR002W	protein-protein	p
YER032W	YMR117C	protein-protein	p
YER033C	YDR293C	protein-protein	p
YER033C	YKL129C	protein-protein	p
YER033C	YMR109W	protein-protein	p
YER035W	YEL015W	protein-protein	p
YER035W	YNL118C	protein-protein	p
YER035W	YOL149W	protein-protein	p
YER036C	YAL035W	protein-protein	p
YER036C	YDR101C	protein-protein	p
YER036C	YGL099W	protein-protein	p
YER036C	YGR285C	protein-protein	p
YER036C	YHL033C	protein-protein	p
YER036C	YHR169W	protein-protein	p
YER036C	YJL080C	protein-protein	p
YER036C	YML073C	protein-protein	p
YER036C	YNL161W	protein-protein	p
YER036C	YNL178W	protein-protein	p
YER036C	YOR204W	protein-protein	p
YER036C	YPR016C	protein-protein	p
YER036C	YPR036W	protein-protein	p
YER038C	YHR154W	protein-protein	p
YER038C	YML023C	protein-protein	p
YER038C	YOL034W	protein-protein	p
YER040W	YDR477W	protein-protein	p
YER040W	YEL009C	protein-protein	p
YER040W	YJR066W	protein-protein	p
YER040W	YNL103W	protein-protein	p
YER040W	YNL189W	protein-protein	p
YER040W	YNL229C	protein-protein	p
YER041W	YBR160W	protein-protein	p
YER041W	YDR510W	protein-protein	p
YER042W	YGR209C	protein-protein	p
YER042W	YIR037W	protein-protein	p
YER044C	YGL001C	protein-protein	p
YER044C	YGR060W	protein-protein	p
YER044C	YGR175C	protein-protein	p
YER044C	YHR007C	protein-protein	p
YER044C	YHR072W	protein-protein	p
YER044C	YLR056W	protein-protein	p
YER044C	YLR100W	protein-protein	p
YER044C	YML008C	protein-protein	p
YER044C	YMR202W	protein-protein	p
YER044C-A	YJR021C	protein-protein	p
YER044C-A	YMR133W	protein-protein	p
YER047C	YDL008W	protein-protein	p
YER047C	YDR510W	protein-protein	p
YER047C	YER161C	protein-protein	p
YER047C	YGR140W	protein-protein	p
YER047C	YKL129C	protein-protein	p
YER047C	YMR032W	protein-protein	p
YER047C	YMR109W	protein-protein	p
YER048W-A	YCL017C	protein-protein	p
YER048W-A	YDL120W	protein-protein	p
YER048W-A	YKL192C	protein-protein	p
YER049W	YFR004W	protein-protein	p
YER049W	YOR051C	protein-protein	p
YER050C	YKL155C	protein-protein	p
YER051W	YBR010W	protein-protein	p
YER051W	YNL031C	protein-protein	p
YER052C	YNL135C	protein-protein	p
YER054C	YBR045C	protein-protein	p
YER054C	YER118C	protein-protein	p
YER054C	YER133W	protein-protein	p
YER054C	YML088W	protein-protein	p
YER056C	YBR106W	protein-protein	p
YER056C	YJL192C	protein-protein	p
YER059W	YLR190W	protein-protein	p
YER059W	YPL031C	protein-protein	p
YER059W	YPL046C	protein-protein	p
YER063W	YMR308C	protein-protein	p
YER063W	YNL112W	protein-protein	p
YER064C	YGL039W	protein-protein	p
YER064C	YKL128C	protein-protein	p
YER064C	YMR068W	protein-protein	p
YER065C	YDR354W	protein-protein	p
YER067W	YGR228W	protein-protein	p
YER067W	YLL039C	protein-protein	p
YER068W	YAL021C	protein-protein	p
YER068W	YBR082C	protein-protein	p
YER068W	YCR093W	protein-protein	p
YER068W	YDL160C	protein-protein	p
YER068W	YDL165W	protein-protein	p
YER068W	YDR059C	protein-protein	p
YER068W	YFR004W	protein-protein	p
YER068W	YGR134W	protein-protein	p
YER068W	YIL038C	protein-protein	p
YER068W	YKL054C	protein-protein	p
YER068W	YNL025C	protein-protein	p
YER068W	YNL091W	protein-protein	p
YER068W	YNL288W	protein-protein	p
YER068W	YNR052C	protein-protein	p
YER068W	YPL037C	protein-protein	p
YER068W	YPR072W	protein-protein	p
YER070W	YIL030C	protein-protein	p
YER070W	YIL066C	protein-protein	p
YER070W	YJL026W	protein-protein	p
YER070W	YKL117W	protein-protein	p
YER070W	YLR153C	protein-protein	p
YER070W	YML058W	protein-protein	p
YER071C	YIR003W	protein-protein	p
YER072W	YNL142W	protein-protein	p
YER072W	YOR270C	protein-protein	p
YER075C	YBL016W	protein-protein	p
YER075C	YHR030C	protein-protein	p
YER075C	YLR113W	protein-protein	p
YER078C	YDR226W	protein-protein	p
YER081W	YIL074C	protein-protein	p
YER081W	YMR047C	protein-protein	p
YER082C	YBR247C	protein-protein	p
YER082C	YGR128C	protein-protein	p
YER082C	YJR002W	protein-protein	p
YER082C	YKL117W	protein-protein	p
YER082C	YOR078W	protein-protein	p
YER082C	YOR310C	protein-protein	p
YER082C	YPL217C	protein-protein	p
YER083C	YDL100C	protein-protein	p
YER083C	YGL020C	protein-protein	p
YER086W	YJR109C	protein-protein	p
YER086W	YLR355C	protein-protein	p
YER087C-B	YBR283C	protein-protein	p
YER087C-B	YDL232W	protein-protein	p
YER087C-B	YDR086C	protein-protein	p
YER087C-B	YDR233C	protein-protein	p
YER087C-B	YEL002C	protein-protein	p
YER087C-B	YGL022W	protein-protein	p
YER087C-B	YLR378C	protein-protein	p
YER087C-B	YOR085W	protein-protein	p
YER087C-B	YOR103C	protein-protein	p
YER087C-B	YPL094C	protein-protein	p
YER088C	YJL164C	protein-protein	p
YER089C	YDR071C	protein-protein	p
YER089C	YHR079C	protein-protein	p
YER089C	YPL061W	protein-protein	p
YER089C	YPL153C	protein-protein	p
YER090W	YDR169C	protein-protein	p
YER090W	YGL137W	protein-protein	p
YER090W	YKL211C	protein-protein	p
YER092W	YDL002C	protein-protein	p
YER092W	YEL044W	protein-protein	p
YER092W	YFL013C	protein-protein	p
YER092W	YJL081C	protein-protein	p
YER092W	YLR052W	protein-protein	p
YER092W	YNL059C	protein-protein	p
YER092W	YOR141C	protein-protein	p
YER092W	YOR189W	protein-protein	p
YER092W	YPL129W	protein-protein	p
YER092W	YPL235W	protein-protein	p
YER093C	YKL203C	protein-protein	p
YER093C	YNL006W	protein-protein	p
YER093C	YOL078W	protein-protein	p
YER094C	YBL041W	protein-protein	p
YER094C	YBR173C	protein-protein	p
YER094C	YCL009C	protein-protein	p
YER094C	YER012W	protein-protein	p
YER094C	YFR004W	protein-protein	p
YER094C	YFR050C	protein-protein	p
YER094C	YGR135W	protein-protein	p
YER094C	YJL001W	protein-protein	p
YER094C	YML092C	protein-protein	p
YER094C	YOR157C	protein-protein	p
YER094C	YPR103W	protein-protein	p
YER095W	YAR007C	protein-protein	p
YER095W	YBR073W	protein-protein	p
YER095W	YDR004W	protein-protein	p
YER095W	YDR014W-A	protein-protein	p
YER095W	YDR076W	protein-protein	p
YER095W	YDR127W	protein-protein	p
YER095W	YGL163C	protein-protein	p
YER095W	YJL092W	protein-protein	p
YER095W	YLR127C	protein-protein	p
YER095W	YML032C	protein-protein	p
YER095W	YML075C	protein-protein	p
YER096W	YPL031C	protein-protein	p
YER098W	YOL087C	protein-protein	p
YER099C	YKL181W	protein-protein	p
YER099C	YMR139W	protein-protein	p
YER099C	YOL061W	protein-protein	p
YER100W	YER125W	protein-protein	p
YER100W	YKL210W	protein-protein	p
YER100W	YLL039C	protein-protein	p
YER100W	YMR022W	protein-protein	p
YER101C	YKL117W	protein-protein	p
YER102W	YCL059C	protein-protein	p
YER102W	YNL207W	protein-protein	p
YER103W	YDR335W	protein-protein	p
YER105C	YDL116W	protein-protein	p
YER105C	YDL207W	protein-protein	p
YER105C	YFR050C	protein-protein	p
YER105C	YGL092W	protein-protein	p
YER105C	YGL100W	protein-protein	p
YER105C	YJR042W	protein-protein	p
YER105C	YKL057C	protein-protein	p
YER105C	YKR082W	protein-protein	p
YER105C	YLL039C	protein-protein	p
YER105C	YLR208W	protein-protein	p
YER105C	YMR129W	protein-protein	p
YER105C	YMR153W	protein-protein	p
YER106W	YCR086W	protein-protein	p
YER106W	YDR439W	protein-protein	p
YER106W	YPL204W	protein-protein	p
YER107C	YDL207W	protein-protein	p
