complex_id	oln_id
494	YOR198C
402	YER110C
56	YIL050W
101	YPR107C
191	YLR127C
302	YDL112W
473	YBR275C
149	YML105C
29	YLR440C
36	YJL005W
312	YPL031C
219	YLR448W
367	YBL080C
171	YMR033W
217	YMR005W
286	YNL209W
212	YAL035W
363	YLR113W
424	YJR052W
444	YBL063W
219	YJL177W
215	YDR404C
439	YNL004W
101	YGR156W
106	YGR261C
493	YDR279W
88	YER090W
156	YOR144C
325	YJR136C
81	YPR049C
104	YDL102W
254	YLR319C
70	YPR133C
484	YDR059C
444	YMR198W
191	YFR036W
468	YPR144C
50	YOR142W
171	YDR303C
170	YDR398W
415	snR85
219	YMR142C
478	YPL046C
347	YDR458C
433	YKL041W
190	YPL070W
343	YML012W
474	YNR038W
170	YNL075W
204	YLL034C
219	YCR031C
427	YKR054C
191	YNL172W
219	YER074W
86	YKL119C
87	YML029W
116	YDR485C
515	YER116C
376	YPL023C
469	YJR082C
320	YDR310C
348	YIR001C
39	YOL012C
309	YCR079W
191	YOR249C
414	snR76
191	YKL022C
409	YLR117C
331	YER125W
417	YDR328C
235	YPR191W
321	YDR186C
168	YPR023C
469	YPL129W
370	YFL038C
415	snR34
486	YGR232W
478	YKL112W
414	snR13
39	YGL241W
341	YJR077C
146	YDL084W
123	YNL137C
123	YDL045W-A
42	YMR297W
259	YDL013W
384	YLR262C
423	YLR116W
152	YHR039C-A
134	YNL041C
171	YNR023W
111	YDL134C
81	YLR423C
446	YEL032W
83	YCL016C
99	YOL115W
319	YNL214W
355	YKL078W
124	YPR029C
319	YGL153W
396	YGL099W
409	YBR065C
209	YPR176C
203	YDL216C
86	YLR447C
174	YBR198C
515	YMR275C
67	YBR094W
135	YLR163C
460	YDR439W
126	YGL020C
94	YNL005C
93	YDR013W
228	YJL026W
175	YDR108W
136	YOR303W
212	YDR429C
379	YMR310C
136	YJR109C
207	YOR136W
446	YBL023C
228	YOR230W
417	YGR140W
171	YML127W
92	YDR298C
420	YER030W
116	YNL107W
211	YLR292C
147	YIR008C
143	YGL115W
452	YNL121C
415	snR83
169	YBR154C
302	YKL182W
393	YML070W
138	YGL025C
392	YMR203W
170	YJR002W
484	YDR069C
517	YJL012C
342	YOR098C
64	YJR135C
178	YJL034W
451	YHR005C-A
138	YPL042C
414	snR59
366	YBR260C
111	YDL188C
363	YLR248W
449	YJL104W
358	YDL203C
467	YOR206W
5	YLL022C
146	YHR167W
345	YPR031W
335	YPR188C
124	YPL259C
142	YKL148C
389	YLR100W
343	YHR110W
109	YBR095C
167	YAL003W
123	YDR036C
474	YER126C
176	YJR005W
457	YDL069C
158	YBR245C
217	YGR274C
170	YEL055C
200	YJL076W
349	YHL029C
414	snR74
5	YPL001W
109	YOL004W
111	YOR014W
204	YMR229C
227	YLR088W
391	YGR124W
472	YFL009W
137	YBR221C
202	YLR166C
110	YGL245W
215	YOR210W
247	YGL197W
488	YMR190C
138	YOL135C
229	YOL021C
414	snR24
219	YDR471W
127	YPR131C
94	YDR462W
170	YPL012W
316	YCL011C
178	YJL029C
315	YNL169C
414	YOR310C
32	YBL103C
148	YHR013C
229	YHR069C
222	YER165W
516	YGL047W
66	YDL116W
123	YHR059W
215	YGR005C
174	YGL112C
459	YGL116W
147	YNL102W
114	YFL018C
192	YOR157C
198	YAL001C
4	YMR038C
125	YDL098C
109	YMR075W
159	YJL184W
492	YDR004W
4	YJR104C
102	YMR296C
2	YPL153C
149	YDL051W
414	YEL026W
31	YMR192W
140	YDR092W
225	YHR164C
5	YNL031C
340	YMR315W
172	YGL155W
161	YMR231W
430	YGR097W
105	YPL213W
123	YGR165W
154	YLR367W
151	YOR358W
225	YAR007C
414	snR77
47	YHR064C
331	YHR131C
192	YBL041W
408	YDL171C
231	YER111C
7	YGR048W
415	snR189
170	YPR144C
109	YDL076C
134	YGL005C
507	YKL203C
161	YLR396C
316	YHL034C
341	YBL040C
46	YBL050W
370	YPR017C
170	YDR324C
409	YGL120C
191	YLR102C
170	YKR060W
229	YNL189W
260	YML035C
8	YDL126C
155	YLR212C
234	YNL147W
290	YML017W
219	YIL133C
356	YBL071W-A
82	YGR167W
361	YNL207W
242	YOR229W
100	YOR194C
169	YPR187W
454	YPR020W
20	YNL297C
111	YAL016W
169	YOR340C
112	YJR066W
510	YPL042C
181	YEL019C
45	YDR165W
297	YEL013W
138	YNL236W
174	YPL254W
414	snR73
123	YIL093C
204	YBR142W
214	YMR167W
414	snR50
496	YJL025W
379	YGR283C
132	YDR255C
204	YFL002C
399	YML032C
450	YJL054W
479	YJL002C
512	YBR283C
449	YGR033C
338	YLR410W
377	YER114C
381	YJL155C
125	YPR178W
215	YDL115C
219	YHL033C
316	YCL037C
414	snR66
277	YEL041W
431	YGR063C
152	YPR036W
365	YCR073W-A
447	YLL006W
270	YNL230C
240	YPL183C
103	YCR084C
512	YER019C-A
116	YJL081C
303	YPL184C
402	YPR174C
186	YKR027W
418	YFL028C
416	YLR433C
85	YPL085W
105	YMR288W
175	YDR407C
473	YDL042C
377	YAL041W
130	YKL138C-A
187	YOR141C
443	YCL044C
191	YDR118W
123	YPL013C
426	YOL001W
101	YKL059C
308	YHR124W
327	YDR099W
252	YDR365C
409	YJR050W
119	YKR029C
255	YMR258C
175	YMR218C
219	YGL135W
343	YGL200C
45	YDL201W
171	YGR056W
199	YPL231W
310	YLR180W
76	YAR002W
479	YML019W
66	YKL057C
491	YOR132W
400	YLR354C
193	YEL036C
204	YGR103W
421	YKR101W
188	YIR010W
219	YOL040C
414	snR4
489	YFR028C
500	YLR135W
513	YPL083C
479	YGL226C-A
508	YMR068W
465	YAL029C
259	YDR320C
196	YBR143C
459	YOR026W
254	YOR304C-A
94	YLR312W-A
341	YGR218W
73	YGL133W
260	YJL070C
174	YGL066W
149	YDL092W
330	YDR152W
157	YLR105C
401	YKL061W
229	YHR081W
409	YDR364C
126	YER083C
16	YNL273W
182	YPR190C
204	YNL061W
317	YLR425W
381	YLR345W
74	YJL041W
153	YGL094C
512	YER087C-B
156	YOR217W
170	YDL148C
98	YLL021W
164	YDR054C
414	snR70
219	YNL302C
93	YOL146W
454	YOL077W-A
170	YMR128W
453	YGR008C
230	YHR119W
418	YGR134W
494	YKR095W
110	YGR264C
326	YDL182W
355	YNL186W
335	YGL106W
409	YDR416W
219	YGL147C
187	YFL039C
170	YPL126W
125	YBR055C
130	YKL052C
219	YDR012W
421	YBR195C
219	YGR118W
429	YLR265C
53	YNL251C
448	YMR150C
29	YDR498C
336	YGR271C-A
149	YPL243W
187	YER092W
15	YNL246W
428	YDR052C
125	YER172C
219	YMR242C
27	YPL003W
