query_oln_id	query_gene_name	array_oln_id	array_gene_name	genetic_interaction_score	p_value	std_dev	query_oln_id_edited	array_oln_id_edited
YAL063C	FLO9	YCR028C-A	RIM1	-0.1969	0.0273	1.5188e-08	YAL063C	YCR028C-A
YAL063C	FLO9	YGL024W	YGL024W	-0.1314	0.0485	0.0071988	YAL063C	YGL024W
YAL063C	FLO9	YHR116W	COX23	-0.1311	0.0364	0.0029555	YAL063C	YHR116W
YAL063C	FLO9	YLR218C	YLR218C	-0.1384	0.0435	0.0081868	YAL063C	YLR218C
YAL063C	FLO9	YMR183C	SSO2	-0.212	0.0248	4.5492e-10	YAL063C	YMR183C
YAL060W	BDH1	YDL013W	SLX5	-0.1882	0.0276	6.4504e-08	YAL060W	YDL013W
YAL060W	BDH1	YDR274C	YDR274C	-0.2943	0.0235	1.4755e-21	YAL060W	YDR274C
YAL060W	BDH1	YIL036W	CST6	-0.1484	0.0305	0.00011433	YAL060W	YIL036W
YAL060W	BDH1	YLR184W	YLR184W	-0.4352	0.0164	2.3614e-82	YAL060W	YLR184W
YAL060W	BDH1	YOR179C	SYC1	-0.122	0.0319	0.0015557	YAL060W	YOR179C
YAL059W	ECM1	YBR239C	ERT1	-0.1357	0.0377	0.0018485	YAL059W	YBR239C
YAL059W	ECM1	YCL026C	YCL026C	-0.2065	0.0422	1.431e-05	YAL059W	YCL026C
YAL059W	ECM1	YDR101C	ARX1	-0.4325	0.0339	2.6479e-27	YAL059W	YDR101C
YAL059W	ECM1	YFR032C-A	RPL29	-0.1327	0.0371	0.0027354	YAL059W	YFR032C-A
YAL059W	ECM1	YGL180W	ATG1	-0.1494	0.0347	0.00055284	YAL059W	YGL180W
YAL059W	ECM1	YJR074W	MOG1	-0.2919	0.0464	1.7034e-08	YAL059W	YJR074W
YAL059W	ECM1	YLR018C	POM34	-0.3303	0.0051	0	YAL059W	YLR018C
YAL059W	ECM1	YML012C-A	YML012C-A	-0.1319	0.0489	0.01189	YAL059W	YML012C-A
YAL059W	ECM1	YMR172C-A	YMR172C-A	-0.1468	0.032	0.00021454	YAL059W	YMR172C-A
YAL058W	CNE1	YBR015C	MNN2	-0.36	0.0443	2.2177e-13	YAL058W	YBR015C
YAL058W	CNE1	YBR132C	AGP2	-0.2723	0.0182	2.9733e-27	YAL058W	YBR132C
YAL058W	CNE1	YDR245W	MNN10	-0.2076	0.0249	7.4768e-11	YAL058W	YDR245W
YAL058W	CNE1	YDR414C	ERD1	-0.1412	0.031	0.00022439	YAL058W	YDR414C
YAL058W	CNE1	YFL025C	BST1	-0.1286	0.0151	5.2114e-10	YAL058W	YFL025C
YAL058W	CNE1	YGL036W	YGL036W	-0.1646	0.0397	0.00068973	YAL058W	YGL036W
YAL058W	CNE1	YGL027C	CWH41	-0.1446	0.0093	4.5681e-29	YAL058W	YGL027C
YAL058W	CNE1	YHR030C	SLT2	-0.4628	0.0466	8.2965e-22	YAL058W	YHR030C
YAL058W	CNE1	YJL095W	BCK1	-0.2164	0.0349	1.2222e-07	YAL058W	YJL095W
YAL058W	CNE1	YJR117W	STE24	-0.2762	0.0332	2.2232e-10	YAL058W	YJR117W
YAL058W	CNE1	YLL006W	MMM1	-0.1266	0.0354	0.0042641	YAL058W	YLL006W
YAL058W	CNE1	YLR039C	RIC1	-0.1241	0.0122	3.2872e-13	YAL058W	YLR039C
YAL058W	CNE1	YLR087C	CSF1	-0.2103	0.0301	9.4099e-08	YAL058W	YLR087C
YAL058W	CNE1	YLR372W	SUR4	-0.1281	0.0332	0.0028198	YAL058W	YLR372W
YAL058W	CNE1	YMR214W	SCJ1	-0.1379	0.0143	2.1148e-12	YAL058W	YMR214W
YAL058W	CNE1	YMR307W	GAS1	-0.5586	0.027	5.6796e-70	YAL058W	YMR307W
YAL056W	GPB2	YCL063W	VAC17	-0.1321	0.0227	7.883e-06	YAL056W	YCL063W
YAL056W	GPB2	YCL060C	YCL060C	-0.2837	0.023	8.4657e-21	YAL056W	YCL060C
YAL056W	GPB2	YCR027C	RHB1	-0.1463	0.0428	0.0023094	YAL056W	YCR027C
YAL056W	GPB2	YFL033C	RIM15	-0.1279	0.0273	0.00016552	YAL056W	YFL033C
YAL056W	GPB2	YGR101W	PCP1	-0.2014	0.0349	2.8673e-06	YAL056W	YGR101W
YAL056W	GPB2	YHR008C	SOD2	-0.1468	0.0167	1.3766e-10	YAL056W	YHR008C
YAL056W	GPB2	YHR021C	RPS27B	-0.1477	0.0132	6.0469e-16	YAL056W	YHR021C
YAL056W	GPB2	YKL009W	MRT4	-0.1601	0.008	1.4337e-45	YAL056W	YKL009W
YAL056W	GPB2	YOL081W	IRA2	-0.5732	0.0253	1.4356e-75	YAL056W	YOL081W
YAL056W	GPB2	YOR053W	YOR053W	-0.1298	0.0338	0.0013961	YAL056W	YOR053W
YAL056W	GPB2	YOR135C	IRC14	-0.1253	0.0451	0.012114	YAL056W	YOR135C
YAL056W	GPB2	YOR136W	IDH2	-0.1876	0.0353	1.3679e-05	YAL056W	YOR136W
YAL056W	GPB2	YPR191W	QCR2	-0.1648	0.0262	1.2837e-06	YAL056W	YPR191W
YAL043C_damp	PTA1_damp	YCL010C	SGF29	-0.1437	0.0451	0.0030365	YAL043C	YCL010C
YAL043C_damp	PTA1_damp	YDL077C	VAM6	-0.2393	0.0429	1.5746e-05	YAL043C	YDL077C
YAL043C_damp	PTA1_damp	YDR293C	SSD1	-0.1818	0.0155	1.3094e-17	YAL043C	YDR293C
YAL043C_damp	PTA1_damp	YGL212W	VAM7	-0.1556	0.0132	1.2131e-17	YAL043C	YGL212W
YAL043C_damp	PTA1_damp	YIL160C	POT1	-0.1203	0.0118	3.0191e-13	YAL043C	YIL160C
YAL043C_damp	PTA1_damp	YJR120W	YJR120W	-0.1843	0.0224	1.2644e-09	YAL043C	YJR120W
YAL043C_damp	PTA1_damp	YLR057W	YLR057W	-0.1615	0.0357	0.00039225	YAL043C	YLR057W
YAL043C_damp	PTA1_damp	YNL127W	FAR11	-0.1203	0.0447	0.012458	YAL043C	YNL127W
YAL042W	ERV46	YDR388W	RVS167	-0.2692	0.0144	6.8398e-41	YAL042W	YDR388W
YAL042W	ERV46	YGR034W	RPL26B	-0.143	0.0128	7.6146e-16	YAL042W	YGR034W
YAL042W	ERV46	YHR034C	PIH1	-0.2409	0.0257	1.7346e-13	YAL042W	YHR034C
YAL042W	ERV46	YLL039C	UBI4	-0.1338	0.0267	8.9397e-05	YAL042W	YLL039C
YAL042W	ERV46	YML112W	CTK3	-0.1246	0.0329	0.0021443	YAL042W	YML112W
YAL042W	ERV46	YML034W	SRC1	-0.1804	0.0137	1.0108e-21	YAL042W	YML034W
YAL042W	ERV46	YPL080C	YPL080C	-0.1338	0.0385	0.0025945	YAL042W	YPL080C
YAL041W_tsq412	cdc24-3	YCR062W	YCR062W	-0.1244	0.0146	7.214e-10	YAL041W	YCR062W
YAL041W_tsq412	cdc24-3	YDL081C	RPP1A	-0.1929	0.0446	0.00028506	YAL041W	YDL081C
YAL041W_tsq412	cdc24-3	YER161C	SPT2	-0.1201	0.0274	0.00022645	YAL041W	YER161C
YAL041W_tsq412	cdc24-3	YFR013W	IOC3	-0.1638	0.0155	1.3354e-14	YAL041W	YFR013W
YAL041W_tsq412	cdc24-3	YJL186W	MNN5	-0.2131	0.006	2.3977e-140	YAL041W	YJL186W
YAL041W_tsq412	cdc24-3	YLL047W	YLL047W	-0.1342	0.0497	0.01765	YAL041W	YLL047W
YAL041W_tsq412	cdc24-3	YLR039C	RIC1	-0.1244	0.0129	6.0088e-12	YAL041W	YLR039C
YAL041W_tsq412	cdc24-3	YLR107W	REX3	-0.161	0.0364	0.00050901	YAL041W	YLR107W
YAL041W_tsq412	cdc24-3	YLR205C	HMX1	-0.1317	0.0152	4.8848e-10	YAL041W	YLR205C
YAL041W_tsq412	cdc24-3	YNR007C	ATG3	-0.1456	0.0173	4.4591e-10	YAL041W	YNR007C
YAL041W_tsq412	cdc24-3	YPL262W	FUM1	-0.1295	0.0469	0.014347	YAL041W	YPL262W
YAL041W_tsq149	cdc24-4	YBR238C	YBR238C	-0.1256	0.047	0.0109	YAL041W	YBR238C
YAL041W_tsq149	cdc24-4	YDR287W	INM2	-0.1235	0.0467	0.0071059	YAL041W	YDR287W
YAL041W_tsq149	cdc24-4	YFL036W	RPO41	-0.3148	0.0012	0	YAL041W	YFL036W
YAL041W_tsq149	cdc24-4	YGL194C	HOS2	-0.1452	0.0207	1.7208e-07	YAL041W	YGL194C
YAL041W_tsq149	cdc24-4	YGR096W	TPC1	-0.1249	0.0295	0.00051123	YAL041W	YGR096W
YAL041W_tsq149	cdc24-4	YGR266W	YGR266W	-0.1212	0.032	0.0018828	YAL041W	YGR266W
YAL041W_tsq149	cdc24-4	YGR270W	YTA7	-0.1205	0.0219	2.18e-05	YAL041W	YGR270W
YAL041W_tsq149	cdc24-4	YHR034C	PIH1	-0.1607	0.0439	0.00061491	YAL041W	YHR034C
YAL041W_tsq149	cdc24-4	YHR059W	FYV4	-0.2449	0.04	1.1115e-06	YAL041W	YHR059W
YAL041W_tsq149	cdc24-4	YHR143W	DSE2	-0.2002	0.0317	3.5871e-07	YAL041W	YHR143W
YAL041W_tsq149	cdc24-4	YHR163W	SOL3	-0.1251	0.0311	0.00076828	YAL041W	YHR163W
YAL041W_tsq149	cdc24-4	YIL040W	APQ12	-0.1772	0.0275	4.0079e-07	YAL041W	YIL040W
YAL041W_tsq149	cdc24-4	YLR056W	ERG3	-0.1515	0.0302	0.00010157	YAL041W	YLR056W
YAL041W_tsq149	cdc24-4	YLR061W	RPL22A	-0.1248	0.0482	0.018318	YAL041W	YLR061W
YAL041W_tsq149	cdc24-4	YOL004W	SIN3	-0.1256	0.0246	9.2905e-05	YAL041W	YOL004W
YAL041W_tsq149	cdc24-4	YPL226W	NEW1	-0.1388	0.0188	3.2759e-08	YAL041W	YPL226W
YAL041W_tsq149	cdc24-4	YPR024W	YME1	-0.1382	0.0085	9.52e-31	YAL041W	YPR024W
YAL041W_tsq148	cdc24-11	YDR149C	YDR149C	-0.1496	0.0438	0.0070659	YAL041W	YDR149C
YAL041W_tsq148	cdc24-11	YDR309C	GIC2	-0.1681	0.0202	2.1351e-10	YAL041W	YDR309C
YAL041W_tsq148	cdc24-11	YHR129C	ARP1	-0.204	0.019	3.708e-15	YAL041W	YHR129C
YAL041W_tsq148	cdc24-11	YJL183W	MNN11	-0.1391	0.0347	0.00067472	YAL041W	YJL183W
YAL041W_tsq148	cdc24-11	YKL007W	CAP1	-0.1234	0.0064	5.16e-43	YAL041W	YKL007W
YAL041W_tsq148	cdc24-11	YKR054C	DYN1	-0.1221	0.025	0.00030948	YAL041W	YKR054C
YAL041W_tsq148	cdc24-11	YLR319C	BUD6	-0.1809	0.0291	2.2458e-06	YAL041W	YLR319C
YAL041W_tsq148	cdc24-11	YMR202W	ERG2	-0.1249	0.007	3.8162e-37	YAL041W	YMR202W
YAL041W_tsq148	cdc24-11	YPL161C	BEM4	-0.2318	0.0468	2.7393e-06	YAL041W	YPL161C
YAL041W_tsq148	cdc24-11	YPR070W	MED1	-0.1204	0.0128	8.253e-12	YAL041W	YPR070W
YAL038W_tsq26	cdc19-1	YDR126W	SWF1	-0.1926	0.0254	6.131e-09	YAL038W	YDR126W
YAL038W_tsq26	cdc19-1	YDR127W	ARO1	-0.1222	0.0399	0.0049799	YAL038W	YDR127W
YAL038W_tsq26	cdc19-1	YER052C	HOM3	-0.159	0.0232	6.9296e-08	YAL038W	YER052C
YAL038W_tsq26	cdc19-1	YGL237C	HAP2	-0.146	0.0196	2.4785e-08	YAL038W	YGL237C
YAL038W_tsq26	cdc19-1	YGL080W	FMP37	-0.1409	0.0388	0.0016585	YAL038W	YGL080W
YAL038W_tsq26	cdc19-1	YIL153W	RRD1	-0.2294	0.0226	9.4711e-15	YAL038W	YIL153W
YAL038W_tsq26	cdc19-1	YLR056W	ERG3	-0.2916	0.0373	6.8816e-10	YAL038W	YLR056W
YAL038W_tsq26	cdc19-1	YOR135C	IRC14	-0.1712	0.0169	1.6435e-13	YAL038W	YOR135C
YAL038W_tsq26	cdc19-1	YPR057W	BRR1	-0.2838	0.0314	8.5801e-12	YAL038W	YPR057W
YAL038W_tsq26	cdc19-1	YPR060C	ARO7	-0.1508	0.0365	0.00055956	YAL038W	YPR060C
YAL034W-A_tsq235	mtw1-ts	YBR132C	AGP2	-0.1252	0.0401	0.0091327	YAL034W-A	YBR132C
YAL034W-A_tsq235	mtw1-ts	YCR033W	SNT1	-0.1336	0.0355	0.0011612	YAL034W-A	YCR033W
YAL034W-A_tsq235	mtw1-ts	YCR063W	BUD31	-0.15	0.0255	3.9328e-06	YAL034W-A	YCR063W
YAL034W-A_tsq235	mtw1-ts	YDL117W	CYK3	-0.2083	0.0342	4.733e-07	YAL034W-A	YDL117W
YAL034W-A_tsq235	mtw1-ts	YDR252W	BTT1	-0.1237	0.0218	1.3778e-05	YAL034W-A	YDR252W
YAL034W-A_tsq235	mtw1-ts	YER155C	BEM2	-0.2373	0.0456	8.1473e-07	YAL034W-A	YER155C
YAL034W-A_tsq235	mtw1-ts	YFL010W-A	AUA1	-0.1323	0.0359	0.0021303	YAL034W-A	YFL010W-A
YAL034W-A_tsq235	mtw1-ts	YGL194C	HOS2	-0.1215	0.0313	0.0018576	YAL034W-A	YGL194C
YAL034W-A_tsq235	mtw1-ts	YGL151W	NUT1	-0.2345	0.0407	3.4317e-06	YAL034W-A	YGL151W
YAL034W-A_tsq235	mtw1-ts	YGR157W	CHO2	-0.1724	0.0486	0.001376	YAL034W-A	YGR157W
YAL034W-A_tsq235	mtw1-ts	YIL134W	FLX1	-0.2264	0.0422	2.883e-06	YAL034W-A	YIL134W
YAL034W-A_tsq235	mtw1-ts	YIL040W	APQ12	-0.21	0.0094	2.0241e-57	YAL034W-A	YIL040W
YAL034W-A_tsq235	mtw1-ts	YJL107C	YJL107C	-0.1209	0.018	5.8711e-07	YAL034W-A	YJL107C
YAL034W-A_tsq235	mtw1-ts	YJL070C	YJL070C	-0.1898	0.0333	5.2738e-06	YAL034W-A	YJL070C
YAL034W-A_tsq235	mtw1-ts	YKL053C-A	MDM35	-0.1567	0.0476	0.002645	YAL034W-A	YKL053C-A
YAL034W-A_tsq235	mtw1-ts	YLR131C	ACE2	-0.1404	0.0358	0.0019507	YAL034W-A	YLR131C
YAL034W-A_tsq235	mtw1-ts	YLR193C	UPS1	-0.191	0.0298	7.9781e-07	YAL034W-A	YLR193C
YAL034W-A_tsq235	mtw1-ts	YML103C	NUP188	-0.1451	0.0067	3.2466e-53	YAL034W-A	YML103C
YAL034W-A_tsq235	mtw1-ts	YML066C	SMA2	-0.1809	0.0461	0.0016589	YAL034W-A	YML066C
YAL034W-A_tsq235	mtw1-ts	YNL080C	EOS1	-0.1516	0.0159	1.8331e-12	YAL034W-A	YNL080C
YAL034W-A_tsq235	mtw1-ts	YOL050C	YOL050C	-0.1543	0.0221	8.4343e-08	YAL034W-A	YOL050C
YAL034W-A_tsq235	mtw1-ts	YOR106W	VAM3	-0.1347	0.0487	0.0041526	YAL034W-A	YOR106W
YAL034W-A_tsq235	mtw1-ts	YOR276W	CAF20	-0.169	0.0365	8.5322e-05	YAL034W-A	YOR276W
YAL034W-A_tsq235	mtw1-ts	YPL270W	MDL2	-0.1715	0.0248	1.9347e-07	YAL034W-A	YPL270W
YAL034W-A_tsq235	mtw1-ts	YPR011C	YPR011C	-0.1343	0.0161	8.9514e-10	YAL034W-A	YPR011C
YAL034W-A_tsq235	mtw1-ts	YPR061C	JID1	-0.1241	0.0284	0.00069211	YAL034W-A	YPR061C
YAL030W	SNC1	YIR016W	YIR016W	-0.2411	0.0022	0	YAL030W	YIR016W
YAL030W	SNC1	YOR327C	SNC2	-0.1726	0.0456	0.00055356	YAL030W	YOR327C
YAL025C_damp	MAK16_damp	YBL072C	RPS8A	-0.1747	0.01	1.9533e-35	YAL025C	YBL072C
YAL025C_damp	MAK16_damp	YBR126C	TPS1	-0.1371	0.0167	1.4629e-09	YAL025C	YBR126C
YAL025C_damp	MAK16_damp	YCR028C-A	RIM1	-0.1471	0.0072	9.8379e-48	YAL025C	YCR028C-A
YAL025C_damp	MAK16_damp	YDL062W	YDL062W	-0.1763	0.0265	1.9591e-07	YAL025C	YDL062W
YAL025C_damp	MAK16_damp	YDR001C	NTH1	-0.1261	0.0415	0.0060982	YAL025C	YDR001C
YAL025C_damp	MAK16_damp	YDR080W	VPS41	-0.1389	0.0365	0.00076138	YAL025C	YDR080W
YAL025C_damp	MAK16_damp	YDR083W	RRP8	-0.1307	0.0268	0.00010261	YAL025C	YDR083W
YAL025C_damp	MAK16_damp	YGL218W	YGL218W	-0.195	0.0233	3.1053e-10	YAL025C	YGL218W
YAL025C_damp	MAK16_damp	YGL045W	RIM8	-0.1222	0.0446	0.012447	YAL025C	YGL045W
YAL025C_damp	MAK16_damp	YHL027W	RIM101	-0.1334	0.0496	0.0071282	YAL025C	YHL027W
YAL025C_damp	MAK16_damp	YJL154C	VPS35	-0.1278	0.0421	0.0050189	YAL025C	YJL154C
YAL025C_damp	MAK16_damp	YJR077C	MIR1	-0.1286	0.03	0.00052089	YAL025C	YJR077C
YAL025C_damp	MAK16_damp	YKL055C	OAR1	-0.1917	0.0417	7.9887e-05	YAL025C	YKL055C
YAL025C_damp	MAK16_damp	YLR251W	SYM1	-0.125	0.0233	5.7574e-05	YAL025C	YLR251W
YAL025C_damp	MAK16_damp	YLR290C	YLR290C	-0.2054	0.0412	8.9513e-05	YAL025C	YLR290C
YAL025C_damp	MAK16_damp	YLR371W	ROM2	-0.1371	0.0433	0.0068733	YAL025C	YLR371W
YAL025C_damp	MAK16_damp	YLR393W	ATP10	-0.1672	0.0213	6.1931e-09	YAL025C	YLR393W
YAL025C_damp	MAK16_damp	YML063W	RPS1B	-0.1316	0.0335	0.0029697	YAL025C	YML063W
YAL025C_damp	MAK16_damp	YMR041C	ARA2	-0.1264	0.0274	0.00046953	YAL025C	YMR041C
YAL025C_damp	MAK16_damp	YMR063W	RIM9	-0.1214	0.039	0.0091431	YAL025C	YMR063W
YAL025C_damp	MAK16_damp	YMR154C	RIM13	-0.2371	0.0197	1.4193e-18	YAL025C	YMR154C
YAL025C_damp	MAK16_damp	YNL141W	AAH1	-0.1258	0.0118	2.2196e-14	YAL025C	YNL141W
YAL025C_damp	MAK16_damp	YNL130C	CPT1	-0.1621	0.0362	0.00029715	YAL025C	YNL130C
YAL025C_damp	MAK16_damp	YOL041C	NOP12	-0.1207	0.0155	1.1796e-08	YAL025C	YOL041C
YAL025C_damp	MAK16_damp	YOR030W	DFG16	-0.1277	0.0116	1.4239e-15	YAL025C	YOR030W
YAL025C_damp	MAK16_damp	YPL161C	BEM4	-0.1426	0.0263	2.5622e-05	YAL025C	YPL161C
YAL025C_damp	MAK16_damp	YPL069C	BTS1	-0.1691	0.0361	5.683e-05	YAL025C	YPL069C
YAL021C_damp	CCR4_damp	YDR123C	INO2	-0.1768	0.0271	2.2092e-07	YAL021C	YDR123C
YAL021C_damp	CCR4_damp	YOL009C	MDM12	-0.1397	0.0328	0.0005857	YAL021C	YOL009C
YAL021C	CCR4	YBR288C	APM3	-0.1212	0.0321	3.3043e-07	YAL021C	YBR288C
YAL021C	CCR4	YDL192W	ARF1	-0.1254	0.0205	5.7271e-09	YAL021C	YDL192W
YAL021C	CCR4	YDR363W-A	SEM1	-0.1241	0.0359	4.8929e-06	YAL021C	YDR363W-A
YAL021C	CCR4	YGR261C	APL6	-0.1216	0.0271	2.8555e-06	YAL021C	YGR261C
YAL021C	CCR4	YLR360W	VPS38	-0.2546	0.0337	1.4641e-26	YAL021C	YLR360W
YAL021C	CCR4	YPL120W	VPS30	-0.1609	0.0428	6.8189e-08	YAL021C	YPL120W
YAL020C	ATS1	YBL071C	YBL071C	-0.1333	0.0447	0.0054659	YAL020C	YBL071C
YAL020C	ATS1	YBR036C	CSG2	-0.1222	0.0192	7.8977e-07	YAL020C	YBR036C
YAL020C	ATS1	YCR009C	RVS161	-0.1761	0.0289	1.1822e-06	YAL020C	YCR009C
YAL020C	ATS1	YCR053W	THR4	-0.1379	0.0096	1.0728e-24	YAL020C	YCR053W
YAL020C	ATS1	YDL081C	RPP1A	-0.1426	0.0288	0.00013393	YAL020C	YDL081C
YAL020C	ATS1	YDL006W	PTC1	-0.2364	0.0271	9.4985e-13	YAL020C	YDL006W
YAL020C	ATS1	YDR149C	YDR149C	-0.1332	0.0275	0.00035912	YAL020C	YDR149C
YAL020C	ATS1	YDR162C	NBP2	-0.1385	0.0197	7.3765e-08	YAL020C	YDR162C
YAL020C	ATS1	YFL001W	DEG1	-0.2168	0.028	1.4304e-10	YAL020C	YFL001W
YAL020C	ATS1	YFR009W	GCN20	-0.1868	0.0434	5.5898e-05	YAL020C	YFR009W
YAL020C	ATS1	YGL031C	RPL24A	-0.1206	0.0041	3.4442e-96	YAL020C	YGL031C
YAL020C	ATS1	YHR111W	UBA4	-0.1567	0.0311	2.5461e-05	YAL020C	YHR111W
YAL020C	ATS1	YIL076W	SEC28	-0.2209	0.0211	5.245e-15	YAL020C	YIL076W
YAL020C	ATS1	YKL212W	SAC1	-0.1636	0.0096	7.6092e-34	YAL020C	YKL212W
YAL020C	ATS1	YLR048W	RPS0B	-0.1418	0.0174	2.1682e-09	YAL020C	YLR048W
YAL020C	ATS1	YMR073C	IRC21	-0.1309	0.0297	0.00034068	YAL020C	YMR073C
YAL020C	ATS1	YMR116C	ASC1	-0.153	0.0283	2.3434e-05	YAL020C	YMR116C
YAL020C	ATS1	YOR246C	YOR246C	-0.781	0.0346	2.1177e-120	YAL020C	YOR246C
YAL020C	ATS1	YOR271C	FSF1	-0.235	0.0055	0	YAL020C	YOR271C
YAL020C	ATS1	YOR298C-A	MBF1	-0.2444	0.0434	4.1758e-07	YAL020C	YOR298C-A
YAL020C	ATS1	YOR314W	YOR314W	-0.1231	0.0122	2.569e-13	YAL020C	YOR314W
YAL020C	ATS1	YOR352W	YOR352W	-0.2408	0.0028	0	YAL020C	YOR352W
YAL020C	ATS1	YPL206C	PGC1	-0.1316	0.0452	0.0035562	YAL020C	YPL206C
YAL020C	ATS1	YPL162C	YPL162C	-0.4206	0.0064	0	YAL020C	YPL162C
YAL020C	ATS1	YPL158C	AIM44	-0.3719	0.0349	9.9791e-18	YAL020C	YPL158C
YAL020C	ATS1	YPL138C	SPP1	-0.3997	0.0461	1.1566e-16	YAL020C	YPL138C
YAL020C	ATS1	YPL103C	FMP30	-0.7959	0.0396	1.5627e-115	YAL020C	YPL103C
YAL020C	ATS1	YPL067C	YPL067C	-0.1443	0.0345	0.00031864	YAL020C	YPL067C
YAL013W	DEP1	YBR084W	MIS1	-0.3205	0.0316	9.9613e-18	YAL013W	YBR084W
YAL013W	DEP1	YBR103W	SIF2	-0.3205	0.0498	4.3685e-11	YAL013W	YBR103W
YAL013W	DEP1	YBR224W	YBR224W	-0.2039	0.0393	9.3149e-06	YAL013W	YBR224W
YAL013W	DEP1	YBR231C	SWC5	-0.2031	0.0454	3.5503e-05	YAL013W	YBR231C
YAL013W	DEP1	YBR292C	YBR292C	-0.152	0.0323	4.2378e-05	YAL013W	YBR292C
YAL013W	DEP1	YCR033W	SNT1	-0.3668	0.04	5.9584e-18	YAL013W	YCR033W
YAL013W	DEP1	YDL119C	YDL119C	-0.3039	0.0398	7.1871e-13	YAL013W	YDL119C
YAL013W	DEP1	YDL081C	RPP1A	-0.3439	0.0309	2.1466e-19	YAL013W	YDL081C
YAL013W	DEP1	YDR006C	SOK1	-0.3021	0.033	2.3882e-15	YAL013W	YDR006C
YAL013W	DEP1	YDR108W	GSG1	-0.2631	0.0199	2.1143e-24	YAL013W	YDR108W
YAL013W	DEP1	YDR121W	DPB4	-0.1393	0.0229	4.8871e-06	YAL013W	YDR121W
YAL013W	DEP1	YDR293C	SSD1	-0.2038	0.0455	1.0493e-05	YAL013W	YDR293C
YAL013W	DEP1	YDR316W	OMS1	-0.5055	0.0143	1.0882e-152	YAL013W	YDR316W
YAL013W	DEP1	YDR334W	SWR1	-0.3247	0.048	1.5406e-11	YAL013W	YDR334W
YAL013W	DEP1	YDR336W	YDR336W	-0.1668	0.0381	6.212e-05	YAL013W	YDR336W
YAL013W	DEP1	YDR385W	EFT2	-0.1514	0.0279	7.6369e-06	YAL013W	YDR385W
YAL013W	DEP1	YDR445C	YDR445C	-0.1412	0.039	0.0011716	YAL013W	YDR445C
YAL013W	DEP1	YDR485C	VPS72	-0.3747	0.038	1.7715e-18	YAL013W	YDR485C
YAL013W	DEP1	YER065C	ICL1	-0.1672	0.0395	0.0001789	YAL013W	YER065C
YAL013W	DEP1	YER111C	SWI4	-0.2171	0.016	1.2067e-23	YAL013W	YER111C
YAL013W	DEP1	YER181C	YER181C	-0.2352	0.0193	2.0406e-20	YAL013W	YER181C
YAL013W	DEP1	YFL049W	SWP82	-0.136	0.0168	1.6514e-09	YAL013W	YFL049W
YAL013W	DEP1	YFL032W	YFL032W	-0.1226	0.0303	0.00060996	YAL013W	YFL032W
YAL013W	DEP1	YFL023W	BUD27	-0.1396	0.043	0.00072151	YAL013W	YFL023W
YAL013W	DEP1	YFR010W	UBP6	-0.2723	0.0424	1.2393e-09	YAL013W	YFR010W
YAL013W	DEP1	YGL257C	MNT2	-0.1237	0.0293	0.00048645	YAL013W	YGL257C
YAL013W	DEP1	YGL222C	EDC1	-0.1258	0.008	1.4107e-29	YAL013W	YGL222C
YAL013W	DEP1	YGL217C	YGL217C	-0.1426	0.0461	0.0024857	YAL013W	YGL217C
YAL013W	DEP1	YGL194C	HOS2	-0.5137	0.019	1.8761e-93	YAL013W	YGL194C
YAL013W	DEP1	YGL165C	YGL165C	-0.27	0.048	6.7148e-09	YAL013W	YGL165C
YAL013W	DEP1	YGL149W	YGL149W	-0.1652	0.0199	4.125e-10	YAL013W	YGL149W
YAL013W	DEP1	YGL121C	GPG1	-0.1348	0.0325	0.00025447	YAL013W	YGL121C
YAL013W	DEP1	YGR011W	YGR011W	-0.1369	0.0364	0.00086728	YAL013W	YGR011W
YAL013W	DEP1	YGR027C	RPS25A	-0.3236	0.0269	3.7457e-24	YAL013W	YGR027C
YAL013W	DEP1	YGR072W	UPF3	-0.3585	0.0328	3.5012e-21	YAL013W	YGR072W
YAL013W	DEP1	YGR110W	YGR110W	-0.1994	0.0364	1.207e-06	YAL013W	YGR110W
YAL013W	DEP1	YGR181W	TIM13	-0.6265	0.0394	1.3561e-43	YAL013W	YGR181W
YAL013W	DEP1	YGR183C	QCR9	-0.179	0.0225	4.0824e-10	YAL013W	YGR183C
YAL013W	DEP1	YGR200C	ELP2	-0.3943	0.0247	5.42e-35	YAL013W	YGR200C
YAL013W	DEP1	YGR270W	YTA7	-0.1347	0.0227	2.4683e-06	YAL013W	YGR270W
YAL013W	DEP1	YHR111W	UBA4	-0.2849	0.0171	1.925e-34	YAL013W	YHR111W
YAL013W	DEP1	YHR146W	CRP1	-0.1271	0.0342	0.0025488	YAL013W	YHR146W
YAL013W	DEP1	YHR151C	MTC6	-0.2036	0.0217	2.8577e-12	YAL013W	YHR151C
YAL013W	DEP1	YHR180W	YHR180W	-0.1775	0.0459	0.00082768	YAL013W	YHR180W
YAL013W	DEP1	YIL152W	YIL152W	-0.1418	0.0317	0.000444	YAL013W	YIL152W
YAL013W	DEP1	YJL183W	MNN11	-0.1366	0.0473	0.0053158	YAL013W	YJL183W
YAL013W	DEP1	YJL095W	BCK1	-0.326	0.0261	1.4194e-20	YAL013W	YJL095W
YAL013W	DEP1	YJR020W	YJR020W	-0.16	0.0421	0.0014166	YAL013W	YJR020W
