interaction_id	target_gene_name	kinase_gene_name	target_oln_id	kinase_oln_id	score
1315	FET3	TPK2	YMR058W	YPL203W	3.92322
1316	FTR1	TPK2	YER145C	YPL203W	3.92322
1317	GIC1	BCK1	YHR061C	YJL095W	3.92322
1318	HIS1	SNF1	YER055C	YDR477W	3.92322
1319	HIS4	SNF1	YCL030C	YDR477W	3.92322
1320	HSP12	PBS2	YFL014W	YJL128C	3.92322
1321	HSP150	SLT2	YJL159W	YHR030C	3.92322
1322	HSP26	TPK2	YBR072W	YPL203W	3.92322
1323	KDX1	HOG1	YKL161C	YLR113W	3.92322
1324	MUC1	TPK2	YIR019C	YPL203W	3.92322
1325	NTH1	TPK2	YDR001C	YPL203W	3.92322
1326	PIR3	SLT2	YKL163W	YHR030C	3.92322
1327	PST1	SLT2	YDR055W	YHR030C	3.92322
1328	SED1	HOG1	YDR077W	YLR113W	3.92322
1329	SIT1	TPK2	YEL065W	YPL203W	3.92322
1330	YGP1	SLT2	YNL160W	YHR030C	3.92322
1331	YNL058C	SLT2	YNL058C	YHR030C	3.92322
1332	SIS2	HAL5	YKR072C	YJL165C	3.908055
1333	YMR295C	CLA4	YMR295C	YNL298W	3.89441
1334	SHS1	ELM1	YDL225W	YKL048C	3.879606
1335	ABD1	KIN28	YBR236C	YDL108W	3.87486
1336	CIN5	HOG1	YOR028C	YLR113W	3.87486
1337	FKS1	MKK1	YLR342W	YOR231W	3.87486
1338	GLO1	HOG1	YML004C	YLR113W	3.87486
1339	GRE3	HOG1	YHR104W	YLR113W	3.87486
1340	MCK1	SLT2	YNL307C	YHR030C	3.87486
1341	RNR1	DUN1	YER070W	YDL101C	3.87486
1342	ROM2	TOR2	YLR371W	YKL203C	3.87486
1343	SIM1	CBK1	YIL123W	YNL161W	3.87486
1344	SSK2	SLN1	YNR031C	YIL147C	3.874151
1345	CAF16	KSS1	YFL028C	YGR040W	3.8698682
1346	NBA1	KSS1	YOL070C	YGR040W	3.8698682
1347	NSL1	KSS1	YPL233W	YGR040W	3.8698682
1348	POF1	KSS1	YCL047C	YGR040W	3.8698682
1349	PTC1	KSS1	YDL006W	YGR040W	3.8698682
1350	CKB1	CKA2	YGL019W	YOR061W	3.865079
1351	HSP82	YPL141C	YPL240C	YPL141C	3.865079
1352	NBP2	CLA4	YDR162C	YNL298W	3.865079
1353	CDC11	SWE1	YJR076C	YJL187C	3.86447
1354	ELM1	SNF1	YKL048C	YDR477W	3.86447
1355	MAD2	CLA4	YJL030W	YNL298W	3.84605
1356	GAS1	BCK1	YMR307W	YJL095W	3.84567
1357	CDC24	SWE1	YAL041W	YJL187C	3.845369
1358	SIT4	SNF1	YDL047W	YDR477W	3.835448
1359	BMH2	RAD53	YDR099W	YPL153C	3.83106
1360	CNM67	CDC5	YNL225C	YMR001C	3.83106
1361	ESP1	CDC5	YGR098C	YMR001C	3.83106
1362	SPA2	SSK2	YLL021W	YNR031C	3.83106
1363	CHS3	SLT2	YBR023C	YHR030C	3.812569
1364	SLT2	CLA4	YHR030C	YNL298W	3.812569
1365	RAD55	DUN1	YDR076W	YDL101C	3.801104
1366	SMY1	SLT2	YKL079W	YHR030C	3.783759
1367	CDC37	CDC5	YDR168W	YMR001C	3.78111
1368	CDC37	CAK1	YDR168W	YFL029C	3.78111
1369	CDC37	CDC7	YDR168W	YDL017W	3.78111
1370	CLN1	PHO85	YMR199W	YPL031C	3.78111
1371	HSP82	HOG1	YPL240C	YLR113W	3.78111
1372	MYO5	PKH1	YMR109W	YDR490C	3.78111
1373	MYO5	PKH2	YMR109W	YOL100W	3.78111
1374	NCP1	STE20	YHR042W	YHL007C	3.78111
1375	NOT3	TPK2	YIL038C	YPL203W	3.78111
1376	PAN3	DUN1	YKL025C	YDL101C	3.78111
1377	APL6	YCK1	YGR261C	YHR135C	3.7628
1378	ROM2	BCK1	YLR371W	YJL095W	3.746051
1379	MYO5	BCK1	YMR109W	YJL095W	3.72695
1380	CCW12	SLT2	YLR110C	YHR030C	3.705619
1381	HBT1	HOG1	YDL223C	YLR113W	3.705619
1382	PIR1	SLT2	YKL164C	YHR030C	3.705619
1383	YLR194C	SLT2	YLR194C	YHR030C	3.705619
1384	RNR3	RAD53	YIL066C	YPL153C	3.69985
1385	RNR3	MEC1	YIL066C	YBR136W	3.69985
1386	RNR3	DUN1	YIL066C	YDL101C	3.69985
1387	BCY1	CKA1	YIL033C	YIL035C	3.67556
1388	CDC28	KIN2	YBR160W	YLR096W	3.67556
1389	CDC33	YPK2	YOL139C	YMR104C	3.67556
1390	CKB1	RIO1	YGL019W	YOR119C	3.67556
1391	CPA2	SNF1	YJR109C	YDR477W	3.67556
1392	DIG1	SLT2	YPL049C	YHR030C	3.67556
1393	ESF1	CKA2	YDR365C	YOR061W	3.67556
1394	FAS2	SNF1	YPL231W	YDR477W	3.67556
1395	GCN2	HSL1	YDR283C	YKL101W	3.67556
1396	GIP2	TPK3	YER054C	YKL166C	3.67556
1397	NET1	FUS3	YJL076W	YBL016W	3.67556
1398	NPR1	SNF1	YNL183C	YDR477W	3.67556
1399	PIN4	HRR25	YBL051C	YPL204W	3.67556
1400	PRB1	SNF1	YEL060C	YDR477W	3.67556
1401	RPN1	BUD32	YHR027C	YGR262C	3.67556
1402	RPN1	CDC28	YHR027C	YBR160W	3.67556
1403	SEC31	CKA2	YDL195W	YOR061W	3.67556
1404	SOD1	PHO85	YJR104C	YPL031C	3.67556
1405	UGP1	PSK1	YKL035W	YAL017W	3.67556
1406	YAP1	SSN3	YML007W	YPL042C	3.67556
1407	CDC15	HOG1	YAR019C	YLR113W	3.671
1408	CDC15	PBS2	YAR019C	YJL128C	3.671
1409	CDC28	IME2	YBR160W	YJL106W	3.671
1410	CLN1	FUS3	YMR199W	YBL016W	3.671
1411	CLN2	FUS3	YPL256C	YBL016W	3.671
1412	IMD2	CTK1	YHR216W	YKL139W	3.671
1413	KIN28	CTK1	YDL108W	YKL139W	3.671
1414	MCM1	SLN1	YMR043W	YIL147C	3.671
1415	MIG1	CTK1	YGL035C	YKL139W	3.671
1416	MTR10	SKY1	YOR160W	YMR216C	3.671
1417	PCL1	CDC28	YNL289W	YBR160W	3.671
1418	PDR1	CLA4	YGL013C	YNL298W	3.671
1419	PDS1	DUN1	YDR113C	YDL101C	3.671
1420	RNR4	MEC1	YGR180C	YBR136W	3.671
1421	RNR4	RAD53	YGR180C	YPL153C	3.671
1422	ESC1	RAD53	YMR219W	YPL153C	3.65605
1423	NET1	RAD53	YJL076W	YPL153C	3.65605
1424	CAT2	SNF1	YML042W	YDR477W	3.65585
1425	MSN4	TOR1	YKL062W	YJR066W	3.65585
1426	REG2	SNF1	YBR050C	YDR477W	3.65585
1427	RTS1	ELM1	YOR014W	YKL048C	3.65585
1428	SOD1	TOR1	YJR104C	YJR066W	3.65585
1429	STE2	CDC28	YFL026W	YBR160W	3.65585
1430	GLC7	SLT2	YER133W	YHR030C	3.64219
1431	KEL2	SLT2	YGR238C	YHR030C	3.64219
1432	ZEO1	MKK2	YOL109W	YPL140C	3.63705
1433	ZEO1	SLT2	YOL109W	YHR030C	3.63705
1434	MGA1	TPK2	YGR249W	YPL203W	3.63209
1435	ROD1	RCK2	YOR018W	YLR248W	3.63209
1436	SEC2	ATG1	YNL272C	YGL180W	3.63209
1437	SWI6	GIN4	YLR182W	YDR507C	3.628449
1438	CDC5	DBF2	YMR001C	YGR092W	3.627387
1439	SEC12	IRE1	YNR026C	YHR079C	3.627387
1440	BMH1	SPS1	YER177W	YDR523C	3.6272
1441	BMH2	SPS1	YDR099W	YDR523C	3.6272
1442	DCR2	IRE1	YLR361C	YHR079C	3.6272
1443	HOG1	SCH9	YLR113W	YHR205W	3.6272
1444	KAP123	TOR1	YER110C	YJR066W	3.6272
1445	SCH9	HOG1	YHR205W	YLR113W	3.6272
1446	SCH9	BUD32	YHR205W	YGR262C	3.6272
1447	SSU72	KIN28	YNL222W	YDL108W	3.6272
1448	BCK1	GIN4	YJL095W	YDR507C	3.6272
1449	BCK1	KDX1	YJL095W	YKL161C	3.6272
1450	CDC14	DBF2	YFR028C	YGR092W	3.6272
1451	MSG5	PBS2	YNL053W	YJL128C	3.6272
1452	SNF4	TOS3	YGL115W	YGL179C	3.6272
1453	ZRG8	CBK1	YER033C	YNL161W	3.6272
1454	AKL1	AKL1	YBR059C	YBR059C	3.62
1455	BOI1	CLA4	YBL085W	YNL298W	3.62
1456	CDC28	PTK2	YBR160W	YJR059W	3.62
1457	GSY2	CDC28	YLR258W	YBR160W	3.62
1458	MAD3	CDC28	YJL013C	YBR160W	3.62
1459	MSA2	CDC28	YKR077W	YBR160W	3.62
1460	VIP1	CDC28	YLR410W	YBR160W	3.62
1461	TOR1	TOR2	YJR066W	YKL203C	3.613459
1462	TOR2	TOR1	YKL203C	YJR066W	3.613459
1463	GPD1	SSK2	YDL022W	YNR031C	3.60749
1464	HOT1	SSK2	YMR172W	YNR031C	3.60749
1465	PTP2	SSK2	YOR208W	YNR031C	3.60749
1466	RAD51	MEK1	YER095W	YOR351C	3.60749
1467	RAS2	TPK2	YNL098C	YPL203W	3.60749
1468	RAS2	TPK3	YNL098C	YKL166C	3.60749
1469	RAS2	PBS2	YNL098C	YJL128C	3.60749
1470	RAS2	TPK1	YNL098C	YJL164C	3.60749
1471	SIC1	RIM15	YLR079W	YFL033C	3.60749
1472	ZDS1	CDC28	YMR273C	YBR160W	3.60749
1473	ZIP1	MEK1	YDR285W	YOR351C	3.60749
1474	PSK1	PSK2	YAL017W	YOL045W	3.602938
1475	CDC11	HSL1	YJR076C	YKL101W	3.602817
1476	BRO1	BCK1	YPL084W	YJL095W	3.590741
1477	CDC15	DBF2	YAR019C	YGR092W	3.590741
1478	CLB5	PKC1	YPR120C	YBL105C	3.590741
1479	CLB5	SLT2	YPR120C	YHR030C	3.590741
1480	HOC1	PKC1	YJR075W	YBL105C	3.590741
1481	HOG1	KSS1	YLR113W	YGR040W	3.590741
1482	PPZ2	SLT2	YDR436W	YHR030C	3.590741
1483	STH1	PKC1	YIL126W	YBL105C	3.590741
1484	STT4	PKC1	YLR305C	YBL105C	3.590741
1485	AMS1	ATG1	YGL156W	YGL180W	3.568237
1486	ATG27	ATG1	YJL178C	YGL180W	3.568237
1487	BNI1	CDC5	YNL271C	YMR001C	3.568237
1488	INP52	ARK1	YNL106C	YNL020C	3.568237
1489	INP52	PRK1	YNL106C	YIL095W	3.568237
1490	HSL7	CLA4	YBR133C	YNL298W	3.531591
1491	HSL7	HOG1	YBR133C	YLR113W	3.531591
1492	BNI1	BCK1	YNL271C	YJL095W	3.52845
1493	CHS3	BCK1	YBR023C	YJL095W	3.52845
1494	CLA4	HSL1	YNL298W	YKL101W	3.52845
1495	SPA2	BCK1	YLL021W	YJL095W	3.52845
1496	PTP2	STE20	YOR208W	YHL007C	3.52198
1497	BMH1	TOR1	YER177W	YJR066W	3.485201
1498	BMH2	ARK1	YDR099W	YNL020C	3.47818
1499	AMN1	CDC15	YBR158W	YAR019C	3.46308
1500	CAF120	SLT2	YNL278W	YHR030C	3.46308
1501	CLB2	CDC5	YPR119W	YMR001C	3.46308
1502	CLB2	CDC15	YPR119W	YAR019C	3.46308
1503	CSE4	CKA2	YKL049C	YOR061W	3.46308
1504	YHR097C	SLT2	YHR097C	YHR030C	3.46308
1505	GSC2	BCK1	YGR032W	YJL095W	3.45845
1506	POG1	BCK1	YIL122W	YJL095W	3.45845
1507	CLB2	CLA4	YPR119W	YNL298W	3.453399
1508	MSH6	MEC1	YDR097C	YBR136W	3.45219
1509	HHF1	RAD53	YBR009C	YPL153C	3.43248
1510	RIF1	TEL1	YBR275C	YBL088C	3.43248
1511	PBS2	MKK1	YJL128C	YOR231W	3.431181
1512	AXL2	GIN4	YIL140W	YDR507C	3.424589
1513	CDC55	ELM1	YGL190C	YKL048C	3.424589
1514	CLN2	ELM1	YPL256C	YKL048C	3.424589
1515	CDC55	YCK2	YGL190C	YNL154C	3.42334
1516	CHK1	TPK2	YBR274W	YPL203W	3.42334
1517	DSK2	SLT2	YMR276W	YHR030C	3.42334
1518	GIN4	RAD53	YDR507C	YPL153C	3.42334
1519	HOG1	STE7	YLR113W	YDL159W	3.42334
1520	PAA1	RAD53	YDR071C	YPL153C	3.42334
1521	RAD1	DUN1	YPL022W	YDL101C	3.42334
1522	RAD53	GIN4	YPL153C	YDR507C	3.42334
1523	TEL1	RAD53	YBL088C	YPL153C	3.42334
1524	TPK2	CHK1	YPL203W	YBR274W	3.42334
1525	YPK1	YPK2	YKL126W	YMR104C	3.42334
1526	YPK2	YPK1	YMR104C	YKL126W	3.42334
1527	SMI1	BCK1	YGR229C	YJL095W	3.4215
1528	HFI1	HOG1	YPL254W	YLR113W	3.41928
1529	RPB2	HOG1	YOR151C	YLR113W	3.41928
1530	MCM6	MEC1	YGL201C	YBR136W	3.41131
1531	SMK1	SMK1	YPR054W	YPR054W	3.41131
1532	BCK1	TOR2	YJL095W	YKL203C	3.409599
1533	RPN3	CDC28	YER021W	YBR160W	3.409599
1534	TOR2	BCK1	YKL203C	YJL095W	3.409599
1535	UBA4	TOR1	YHR111W	YJR066W	3.409599
1536	CDC12	SWE1	YHR107C	YJL187C	3.40363
1537	CLA4	SWE1	YNL298W	YJL187C	3.40363
1538	END3	TPK3	YNL084C	YKL166C	3.40363
1539	LOS1	RAD53	YKL205W	YPL153C	3.40363
1540	MPS1	BUB1	YDL028C	YGR188C	3.40363
1541	MSN4	RIM15	YKL062W	YFL033C	3.40363
1542	NAP1	SWE1	YKR048C	YJL187C	3.40363
1543	PDR1	ELM1	YGL013C	YKL048C	3.40363
1544	RAD1	RAD53	YPL022W	YPL153C	3.40363
1545	RAS2	TOR1	YNL098C	YJR066W	3.40363
1546	RLF2	MEC1	YPR018W	YBR136W	3.40363
1547	RLF2	RAD53	YPR018W	YPL153C	3.40363
1548	RLF2	DUN1	YPR018W	YDL101C	3.40363
1549	SNM1	CDC28	YDR478W	YBR160W	3.40363
1550	SPO13	MEK1	YHR014W	YOR351C	3.40363
1551	SPT5	CTK1	YML010W	YKL139W	3.40363
1552	TEL1	MEC1	YBL088C	YBR136W	3.40363
1553	TSA1	RAD53	YML028W	YPL153C	3.40363
1554	TSA1	DUN1	YML028W	YDL101C	3.40363
1555	SKY1	TOR1	YMR216C	YJR066W	3.390388
1556	HIR1	RAD53	YBL008W	YPL153C	3.389889
1557	ISR1	PKC1	YPR106W	YBL105C	3.38483
1558	PKC1	ISR1	YBL105C	YPR106W	3.38483
1559	VTC3	YMR291W	YPL019C	YMR291W	3.384695
1560	BMH2	PKH1	YDR099W	YDR490C	3.384146
1561	ACK1	PKC1	YDL203C	YBL105C	3.382821
1562	BNI1	PKC1	YNL271C	YBL105C	3.382821
1563	GLC7	PKC1	YER133W	YBL105C	3.382821
1564	LAS21	PKC1	YJL062W	YBL105C	3.382821
1565	ABP1	PHO85	YCR088W	YPL031C	3.38212
1566	ADR1	PHO85	YDR216W	YPL031C	3.38212
1567	ASK10	MKK2	YGR097W	YPL140C	3.38212
1568	ASK10	MKK1	YGR097W	YOR231W	3.38212
1569	BEM2	ARK1	YER155C	YNL020C	3.38212
1570	BFA1	RAD53	YJR053W	YPL153C	3.38212
1571	BMH1	CTK1	YER177W	YKL139W	3.38212
1572	BNI1	ARK1	YNL271C	YNL020C	3.38212
1573	BNI5	CDC15	YNL166C	YAR019C	3.38212
1574	BRN1	IPL1	YBL097W	YPL209C	3.38212
1575	CDC20	CHK1	YGL116W	YBR274W	3.38212
1576	CDC20	MEC1	YGL116W	YBR136W	3.38212
1577	CDC34	GCN2	YDR054C	YDR283C	3.38212
1578	CDC34	MKK2	YDR054C	YPL140C	3.38212
1579	CDC34	SNF1	YDR054C	YDR477W	3.38212
1580	CDC34	VPS15	YDR054C	YBR097W	3.38212
1581	CDC34	TOR1	YDR054C	YJR066W	3.38212
1582	CDC5	MEC1	YMR001C	YBR136W	3.38212
1583	CDH1	MEC1	YGL003C	YBR136W	3.38212
1584	CIN5	RIM11	YOR028C	YMR139W	3.38212
1585	CIN5	YGK3	YOR028C	YOL128C	3.38212
1586	DBP2	HSL1	YNL112W	YKL101W	3.38212
1587	DNA2	MEC1	YHR164C	YBR136W	3.38212
1588	EDE1	ARK1	YBL047C	YNL020C	3.38212
1589	FUS3	PKC1	YBL016W	YBL105C	3.38212
1590	GAL4	KIN28	YPL248C	YDL108W	3.38212
1591	GPA1	TOS3	YHR005C	YGL179C	3.38212
1592	HHF1	SPS1	YBR009C	YDR523C	3.38212
1593	HHF2	SPS1	YNL030W	YDR523C	3.38212
1594	HOF1	DBF20	YMR032W	YPR111W	3.38212
1595	HOF1	CDC15	YMR032W	YAR019C	3.38212
1596	HXK2	YMR291W	YGL253W	YMR291W	3.38212
1597	KIP2	RIM11	YPL155C	YMR139W	3.38212
1598	KIP2	DBF20	YPL155C	YPR111W	3.38212
1599	LCD1	CDC5	YDR499W	YMR001C	3.38212
1600	MAD3	CDC5	YJL013C	YMR001C	3.38212
1601	MAD3	MPS1	YJL013C	YDL028C	3.38212
1602	MIG1	SAK1	YGL035C	YER129W	3.38212
1603	MIH1	CDC5	YMR036C	YMR001C	3.38212
1604	MIH1	SKY1	YMR036C	YMR216C	3.38212
1605	MIH1	STE20	YMR036C	YHL007C	3.38212
1606	MSG5	STE7	YNL053W	YDL159W	3.38212
1607	NDD1	DUN1	YOR372C	YDL101C	3.38212
1608	NDT80	CDC28	YHR124W	YBR160W	3.38212
1609	NDT80	SWE1	YHR124W	YJL187C	3.38212
1610	NEJ1	MEC1	YLR265C	YBR136W	3.38212
1611	NEJ1	RAD53	YLR265C	YPL153C	3.38212
1612	PKC1	TEL1	YBL105C	YBL088C	3.38212
1613	POL12	HSL1	YBL035C	YKL101W	3.38212
1614	REC114	TEL1	YMR133W	YBL088C	3.38212
1615	RPH1	MEC1	YER169W	YBR136W	3.38212
1616	SEC63	CKA2	YOR254C	YOR061W	3.38212
1617	SHE1	HOG1	YBL031W	YLR113W	3.38212
1618	SIR3	TOR2	YLR442C	YKL203C	3.38212
1619	SIR3	BCK1	YLR442C	YJL095W	3.38212
1620	SIR3	PKC1	YLR442C	YBL105C	3.38212
1621	SPO13	CDC7	YHR014W	YDL017W	3.38212
1622	TOD6	TPK1	YBL054W	YJL164C	3.38212
1623	UBR1	MCK1	YGR184C	YNL307C	3.38212
1624	UME6	MRK1	YDR207C	YDL079C	3.38212
1625	VAM3	YCK3	YOR106W	YER123W	3.38212
1626	YCG1	IPL1	YDR325W	YPL209C	3.38212
1627	YCS4	IPL1	YLR272C	YPL209C	3.38212
1628	YCK2	YCK3	YNL154C	YER123W	3.37411
1629	YCK3	YCK2	YER123W	YNL154C	3.37411
1630	CLA4	STE20	YNL298W	YHL007C	3.37314
1631	STE20	CLA4	YHL007C	YNL298W	3.37314
1632	TSC11	SLT2	YER093C	YHR030C	3.37314
1633	CDC13	BUD32	YDL220C	YGR262C	3.370678
1634	BIK1	TOR2	YCL029C	YKL203C	3.36778
1635	STU1	BUB1	YBL034C	YGR188C	3.36778
1636	BEM1	SWE1	YBR200W	YJL187C	3.354039
1637	SHS1	CLA4	YDL225W	YNL298W	3.32053
1638	APC5	CDC5	YOR249C	YMR001C	3.31273
1639	ASK1	CKA1	YKL052C	YIL035C	3.31273
1640	ASK1	CKA2	YKL052C	YOR061W	3.31273
1641	ATG18	TPK1	YFR021W	YJL164C	3.31273
1642	ATG18	TPK2	YFR021W	YPL203W	3.31273
1643	ATG18	TPK3	YFR021W	YKL166C	3.31273
1644	CAK1	CAK1	YFL029C	YFL029C	3.31273
1645	CBF2	CKA2	YGR140W	YOR061W	3.31273
1646	CBF2	CKA1	YGR140W	YIL035C	3.31273
1647	CDC16	CDC5	YKL022C	YMR001C	3.31273
1648	CDC19	TPK2	YAL038W	YPL203W	3.31273
1649	CDC19	TPK3	YAL038W	YKL166C	3.31273
1650	CDC23	CDC5	YHR166C	YMR001C	3.31273
1651	CDC4	CDC28	YFL009W	YBR160W	3.31273
1652	CDC45	CDC7	YLR103C	YDL017W	3.31273
1653	CFT1	CKA1	YDR301W	YIL035C	3.31273
1654	CKI1	TPK2	YLR133W	YPL203W	3.31273
1655	CKI1	TPK3	YLR133W	YKL166C	3.31273
1656	CST6	TPK1	YIL036W	YJL164C	3.31273
1657	CST6	TPK2	YIL036W	YPL203W	3.31273
1658	CST6	TPK3	YIL036W	YKL166C	3.31273
1659	DAM1	CKA1	YGR113W	YIL035C	3.31273
1660	DAM1	CKA2	YGR113W	YOR061W	3.31273
1661	DPB11	PRK1	YJL090C	YIL095W	3.31273
1662	ECM29	PRK1	YHL030W	YIL095W	3.31273
1663	ECM3	TPK2	YOR092W	YPL203W	3.31273
1664	ECM3	TPK3	YOR092W	YKL166C	3.31273
1665	FRA1	TPK2	YLL029W	YPL203W	3.31273
1666	FRA1	TPK3	YLL029W	YKL166C	3.31273
1667	GIP1	IME2	YBR045C	YJL106W	3.31273
1668	GON7	PRK1	YJL184W	YIL095W	3.31273
1669	GPH1	PRK1	YPR160W	YIL095W	3.31273
1670	GRX1	BUD32	YCL035C	YGR262C	3.31273
1671	GTS1	SKY1	YGL181W	YMR216C	3.31273
1672	HHT1	SNF1	YBR010W	YDR477W	3.31273
1673	HHT2	SNF1	YNL031C	YDR477W	3.31273
1674	HSF1	CMK1	YGL073W	YFR014C	3.31273
1675	HSF1	CMK2	YGL073W	YOL016C	3.31273
1676	ICL1	TPK2	YER065C	YPL203W	3.31273
1677	ICL1	TPK1	YER065C	YJL164C	3.31273
1678	IFH1	TPK1	YLR223C	YJL164C	3.31273
1679	IFH1	TPK2	YLR223C	YPL203W	3.31273
1680	IFH1	TPK3	YLR223C	YKL166C	3.31273
1681	IME2	IME2	YJL106W	YJL106W	3.31273
1682	MAF1	TPK1	YDR005C	YJL164C	3.31273
1683	MAF1	TPK2	YDR005C	YPL203W	3.31273
1684	MAF1	TPK3	YDR005C	YKL166C	3.31273
1685	MBP1	YAK1	YDL056W	YJL141C	3.31273
1686	MEK1	MEK1	YOR351C	YOR351C	3.31273
1687	MET5	PRK1	YJR137C	YIL095W	3.31273
1688	MIF2	IPL1	YKL089W	YPL209C	3.31273
1689	MIH1	CKA1	YMR036C	YIL035C	3.31273
1690	MIH1	SGV1	YMR036C	YPR161C	3.31273
1691	MIH1	YCK3	YMR036C	YER123W	3.31273
1692	MSN2	TPK1	YMR037C	YJL164C	3.31273
1693	MSN2	TPK3	YMR037C	YKL166C	3.31273
1694	MSN2	YAK1	YMR037C	YJL141C	3.31273
1695	NCL1	PRK1	YBL024W	YIL095W	3.31273
1696	NDT80	CAK1	YHR124W	YFL029C	3.31273
1697	NRD1	SKY1	YNL251C	YMR216C	3.31273
1698	NUD1	CDC28	YOR373W	YBR160W	3.31273
1699	NUP188	PRK1	YML103C	YIL095W	3.31273
1700	NUP53	FUS3	YMR153W	YBL016W	3.31273
1701	NUP53	PTK2	YMR153W	YJR059W	3.31273
1702	NUP53	STE20	YMR153W	YHL007C	3.31273
1703	NUP53	TPK1	YMR153W	YJL164C	3.31273
1704	NUP53	YCK1	YMR153W	YHR135C	3.31273
1705	NUP53	YCK3	YMR153W	YER123W	3.31273
1706	NUP84	HOG1	YDL116W	YLR113W	3.31273
1707	PHO4	CKA1	YFR034C	YIL035C	3.31273
1708	PHO4	CKA2	YFR034C	YOR061W	3.31273
1709	PSP1	TPK1	YDR505C	YJL164C	3.31273
1710	PSP1	TPK2	YDR505C	YPL203W	3.31273
1711	PSP1	TPK3	YDR505C	YKL166C	3.31273
1712	PTA1	CKA1	YAL043C	YIL035C	3.31273
1713	PYK2	TPK1	YOR347C	YJL164C	3.31273
1714	RDH54	MEK1	YBR073W	YOR351C	3.31273
1715	RGR1	KIN28	YLR071C	YDL108W	3.31273
1716	RGT1	PBS2	YKL038W	YJL128C	3.31273
1717	RHO5	NPR1	YNL180C	YNL183C	3.31273
1718	RIO1	RIO1	YOR119C	YOR119C	3.31273
1719	RMD1	PRK1	YDL001W	YIL095W	3.31273
1720	RPL5	PRK1	YPL131W	YIL095W	3.31273
1721	RPO21	YCK1	YDL140C	YHR135C	3.31273
1722	SAC3	PRK1	YDR159W	YIL095W	3.31273
1723	SEC21	PRK1	YNL287W	YIL095W	3.31273
1724	SFB3	PRK1	YHR098C	YIL095W	3.31273
1725	SFP1	TPK1	YLR403W	YJL164C	3.31273
1726	SFP1	TPK2	YLR403W	YPL203W	3.31273
1727	SFP1	TPK3	YLR403W	YKL166C	3.31273
1728	SGS1	IME2	YMR190C	YJL106W	3.31273
1729	SPC34	CKA2	YKR037C	YOR061W	3.31273
1730	SPC34	CKA1	YKR037C	YIL035C	3.31273
1731	SPC97	CDC28	YHR172W	YBR160W	3.31273
1732	SPC98	CDC28	YNL126W	YBR160W	3.31273
1733	SPC98	MPS1	YNL126W	YDL028C	3.31273
1734	SSA1	PHO85	YAL005C	YPL031C	3.31273
1735	STB2	TPK1	YMR053C	YJL164C	3.31273
1736	STB2	TPK2	YMR053C	YPL203W	3.31273
1737	STB2	TPK3	YMR053C	YKL166C	3.31273
1738	STB3	TPK3	YDR169C	YKL166C	3.31273
1739	STB6	TPK1	YKL072W	YJL164C	3.31273
1740	STB6	TPK2	YKL072W	YPL203W	3.31273
1741	STB6	TPK3	YKL072W	YKL166C	3.31273
1742	STE50	GIN4	YCL032W	YDR507C	3.31273
1743	STE50	RIM11	YCL032W	YMR139W	3.31273
1744	STE50	HRR25	YCL032W	YPL204W	3.31273
1745	STE50	YCK2	YCL032W	YNL154C	3.31273
1746	SYG1	TPK2	YIL047C	YPL203W	3.31273
1747	SYG1	TPK3	YIL047C	YKL166C	3.31273
1748	SYP1	PRK1	YCR030C	YIL095W	3.31273
1749	TAF2	SSN3	YCR042C	YPL042C	3.31273
1750	TRK1	PRK1	YJL129C	YIL095W	3.31273
1751	UFO1	PRK1	YML088W	YIL095W	3.31273
1752	URA7	PKC1	YBL039C	YBL105C	3.31273
1753	VAS1	PRK1	YGR094W	YIL095W	3.31273
1754	WHI4	TPK1	YDL224C	YJL164C	3.31273
1755	WHI4	TPK2	YDL224C	YPL203W	3.31273
1756	WHI4	TPK3	YDL224C	YKL166C	3.31273
1757	XRS2	TEL1	YDR369C	YBL088C	3.31273
1758	YAK1	YAK1	YJL141C	YJL141C	3.31273
1759	YBR028C	TPK2	YBR028C	YPL203W	3.31273
1760	YBR028C	TPK3	YBR028C	YKL166C	3.31273
1761	YOR093C	PRK1	YOR093C	YIL095W	3.31273
1762	YPL260W	TPK1	YPL260W	YJL164C	3.31273
1763	YPL260W	TPK2	YPL260W	YPL203W	3.31273
1764	YPL260W	TPK3	YPL260W	YKL166C	3.31273
1765	YSH1	CKA1	YLR277C	YIL035C	3.31273
1766	EMI2	SKY1	YDR516C	YMR216C	3.3023
1767	AGX1	PHO85	YFL030W	YPL031C	3.27432
1768	ALR1	FUS3	YOL130W	YBL016W	3.27432
1769	CAR2	HRR25	YLR438W	YPL204W	3.27432
1770	DRS1	BCK1	YLL008W	YJL095W	3.27432
1771	GPH1	PSK1	YPR160W	YAL017W	3.27432
1772	GUS1	KSS1	YGL245W	YGR040W	3.27432
1773	JJJ1	TPK3	YNL227C	YKL166C	3.27432
1774	MPC54	YCK1	YOR177C	YHR135C	3.27432
1775	NAP1	KSS1	YKR048C	YGR040W	3.27432
1776	NAP1	YPL150W	YKR048C	YPL150W	3.27432
1777	PRR1	PHO85	YKL116C	YPL031C	3.27432
1778	RGA2	MCK1	YDR379W	YNL307C	3.27432
1779	RGC1	FUS3	YPR115W	YBL016W	3.27432
1780	RGC1	YCK1	YPR115W	YHR135C	3.27432
1781	RRP1	BCK1	YDR087C	YJL095W	3.27432
